code,H,hm,mean,sd,n,se,t
IF0000,30,14:01,1.7815003612400782,29.349753004411337,18,6.917803125189835,0.25752400422514066
IF0000,30,14:02,5.951998343153431,27.151065005328753,18,6.3995673939015765,0.9300626084233985
IF0000,30,14:03,-0.2696582938531781,26.812703129007073,19,6.151255965394665,-0.04383792438002973
IF0000,30,14:04,15.742179341749768,21.31705371506248,17,5.170144946715763,3.0448235985626844
IF0000,30,14:05,-8.388823286668872,28.361802797139813,17,6.878747568561521,-1.2195277124296533
IF0000,30,14:06,0.8095083740665552,26.05486826070708,19,5.977396722930922,0.13542824938506434
IF0000,30,14:07,0.5967555026813688,23.27303105142058,19,5.339199498054024,0.11176872167800961
IF0000,30,14:08,3.5648498867981675,25.090642583819267,18,5.913921171782188,0.6027895508326303
IF0000,30,14:09,10.221688406908731,19.480268652295415,18,4.591543354457938,2.226198822011443
IF0000,30,14:10,7.667120133885454,16.494221218640167,19,3.784033865497725,2.0261764049717286
IF0000,30,14:11,3.303509359667923,16.435277618095693,19,3.7705112761218413,0.8761436096448296
IF0000,30,14:12,-0.520280493379612,16.61517478803289,19,3.8117825173842204,-0.1364927015134764
IF0000,30,14:13,0.4627313277202741,17.528852534773794,18,4.131590164585851,0.11199836123306729
IF0000,30,14:14,1.1839195432567877,18.186915767475753,19,4.17236462763754,0.2837526556079405
IF0000,30,14:15,-4.037529607450548,18.767949775444265,18,4.423648185061728,-0.9127148992284086
IF0000,30,14:16,-5.324090414793149,19.304925631541092,19,4.4288536810766175,-1.2021373470841121
IF0000,30,14:17,1.5598961567703327,21.509658315774395,19,4.934654047818414,0.3161105402029054
IF0000,30,14:18,-5.356366503377474,21.6721703026089,19,4.971936854540815,-1.077319897674397
IF0000,30,14:19,1.6947280760684342,22.047776244673205,19,5.058106767385641,0.3350518591256191
IF0000,30,14:20,2.3939405945555676,20.324988638723056,19,4.662872184463479,0.5134047213500921
IF0000,30,14:21,-0.6830251502878845,19.865303453868904,19,4.557413170430739,-0.1498712372008459
IF0000,30,14:22,-0.12201298888078627,18.894093397095013,19,4.334602302513487,-0.028148600578658648
IF0000,30,14:23,-0.9512944031116173,18.86015615502963,18,4.445381437152886,-0.2139961253180759
IF0000,30,14:24,4.812043920517175,15.184559941856515,18,3.5790351014067836,1.3445087248867
IF0000,30,14:25,-1.9946922945930883,15.308962958422512,16,3.827240739605628,-0.5211828652301157
IF0000,30,14:26,0.8475839659880632,15.549103248750535,19,3.5672089328412397,0.23760423960168
IF0000,30,14:27,-4.2377500238074814,15.626268866822567,19,3.5849119397408105,-1.1821071465743929
IF0000,30,14:28,-8.11304035216347,16.7869603690619,17,4.071435925570579,-1.9926729783980308
IF0000,30,14:29,1.955793406108036,14.88133418947822,19,3.414012204052227,0.572872412051318
