code,d,mn,close
IC0000,2023-03-03,1970-01-01 14:29:00,6376.4
IC0000,2023-03-03,1970-01-01 14:30:00,6380.9
IC0000,2023-03-03,1970-01-01 14:31:00,6383.6
IC0000,2023-03-03,1970-01-01 14:32:00,6382.3
IC0000,2023-03-03,1970-01-01 14:33:00,6379.1
IC0000,2023-03-03,1970-01-01 14:34:00,6379.5
IC0000,2023-03-03,1970-01-01 14:35:00,6376.6
IC0000,2023-03-03,1970-01-01 14:36:00,6371.6
IC0000,2023-03-03,1970-01-01 14:37:00,6373.1
IC0000,2023-03-03,1970-01-01 14:38:00,6373.3
IC0000,2023-03-03,1970-01-01 14:39:00,6375.0
IC0000,2023-03-03,1970-01-01 14:40:00,6375.2
IC0000,2023-03-03,1970-01-01 14:41:00,6373.7
IC0000,2023-03-03,1970-01-01 14:42:00,6376.799999999999
IC0000,2023-03-03,1970-01-01 14:43:00,6377.3
IC0000,2023-03-03,1970-01-01 14:44:00,6380.3
IC0000,2023-03-03,1970-01-01 14:45:00,6379.700000000001
IC0000,2023-03-03,1970-01-01 14:46:00,6376.9
IC0000,2023-03-03,1970-01-01 14:47:00,6373.1
IC0000,2023-03-03,1970-01-01 14:48:00,6371.5
IC0000,2023-03-03,1970-01-01 14:49:00,6371.5
IC0000,2023-03-03,1970-01-01 14:50:00,6369.6
IC0000,2023-03-03,1970-01-01 14:51:00,6372.5
IC0000,2023-03-03,1970-01-01 14:52:00,6371.4
IC0000,2023-03-03,1970-01-01 14:53:00,6371.0
IC0000,2023-03-03,1970-01-01 14:54:00,6371.8
IC0000,2023-03-03,1970-01-01 14:55:00,6373.299999999999
IC0000,2023-03-03,1970-01-01 14:56:00,6374.799999999999
IC0000,2023-03-03,1970-01-01 14:57:00,6374.7
IC0000,2023-03-03,1970-01-01 14:58:00,6374.1
IC0000,2023-03-03,1970-01-01 14:59:00,6372.3
IF0000,2023-01-04,1970-01-01 09:30:00,3892.0
IF0000,2023-01-04,1970-01-01 09:31:00,3890.6
IF0000,2023-01-04,1970-01-01 09:32:00,3890.3
IF0000,2023-01-04,1970-01-01 09:33:00,3888.6000000000004
IF0000,2023-01-04,1970-01-01 09:34:00,3888.6000000000004
IF0000,2023-01-04,1970-01-01 09:35:00,3885.7
IF0000,2023-01-04,1970-01-01 09:36:00,3886.3
IF0000,2023-01-04,1970-01-01 09:37:00,3885.8999999999996
IF0000,2023-01-04,1970-01-01 09:38:00,3887.8
IF0000,2023-01-04,1970-01-01 09:39:00,3889.8
IF0000,2023-01-04,1970-01-01 09:40:00,3889.1000000000004
IF0000,2023-01-04,1970-01-01 09:41:00,3889.9
IF0000,2023-01-04,1970-01-01 09:42:00,3891.3999999999996
IF0000,2023-01-04,1970-01-01 09:43:00,3893.2
IF0000,2023-01-04,1970-01-01 09:44:00,3889.7
IF0000,2023-01-04,1970-01-01 09:45:00,3887.8999999999996
IF0000,2023-01-04,1970-01-01 09:46:00,3887.7
IF0000,2023-01-04,1970-01-01 09:47:00,3891.6000000000004
IF0000,2023-01-04,1970-01-01 09:48:00,3891.0
IF0000,2023-01-04,1970-01-01 09:49:00,3892.7
IF0000,2023-01-04,1970-01-01 09:50:00,3891.3999999999996
IF0000,2023-01-04,1970-01-01 09:51:00,3888.9
IF0000,2023-01-04,1970-01-01 09:52:00,3887.8
IF0000,2023-01-04,1970-01-01 09:53:00,3887.8
IF0000,2023-01-04,1970-01-01 09:54:00,3888.3999999999996
IF0000,2023-01-04,1970-01-01 09:55:00,3890.6000000000004
IF0000,2023-01-04,1970-01-01 09:56:00,3889.8999999999996
IF0000,2023-01-04,1970-01-01 09:57:00,3892.2
IF0000,2023-01-04,1970-01-01 09:58:00,3891.8
IF0000,2023-01-04,1970-01-01 09:59:00,3892.1
IF0000,2023-01-04,1970-01-01 10:00:00,3891.3999999999996
IF0000,2023-01-04,1970-01-01 10:01:00,3894.3999999999996
IF0000,2023-01-04,1970-01-01 10:02:00,3893.5
IF0000,2023-01-04,1970-01-01 10:03:00,3893.8
IF0000,2023-01-04,1970-01-01 10:04:00,3893.0
IF0000,2023-01-04,1970-01-01 10:05:00,3894.5
IF0000,2023-01-04,1970-01-01 10:06:00,3895.1000000000004
IF0000,2023-01-04,1970-01-01 10:07:00,3897.1
IF0000,2023-01-04,1970-01-01 10:08:00,3897.8999999999996
IF0000,2023-01-04,1970-01-01 10:09:00,3898.3999999999996
IF0000,2023-01-04,1970-01-01 10:10:00,3900.3
IF0000,2023-01-04,1970-01-01 10:11:00,3900.8999999999996
IF0000,2023-01-04,1970-01-01 10:12:00,3902.3999999999996
IF0000,2023-01-04,1970-01-01 10:13:00,3904.3999999999996
IF0000,2023-01-04,1970-01-01 10:14:00,3906.6
IF0000,2023-01-04,1970-01-01 10:15:00,3904.8
IF0000,2023-01-04,1970-01-01 10:16:00,3904.9
