product,thr_ticks,month,active_mins,pct_profitable,mean_ret_active,mean_daily_pnl
IC2306,1,ALL,8246,0.5030317729808392,4.991619555603081e-06,0.0010831814435658686
IC2306,1,2023-01,3197,0.5029715358148265,4.0336147097909675e-06,0.0008596977484801149
IC2306,1,2023-02,4409,0.5057836244046269,8.964164246869707e-06,0.001976150008222427
IC2306,1,2023-03,640,0.484375,-1.7589955525230094e-05,-0.0037525238453824197
IC2306,2,ALL,7732,0.5023279875840663,5.743729173137888e-06,0.001168697735965846
IC2306,2,2023-01,2949,0.5042387249915226,6.250983311306088e-06,0.0012289433190027768
IC2306,2,2023-02,4181,0.5034680698397512,7.78520812679478e-06,0.0016274977589064489
IC2306,2,2023-03,602,0.4850498338870432,-1.0919586372871232e-05,-0.0021911969988228273
IC2306,3,ALL,7277,0.5014429022949017,6.366599636002086e-06,0.0012192038302943995
IC2306,3,2023-01,2743,0.5052861830113015,8.20689488175869e-06,0.0015007675107109393
IC2306,3,2023-02,3973,0.5013843443241883,7.345160656804738e-06,0.0014591161644742611
IC2306,3,2023-03,561,0.483065953654189,-9.561658465173136e-06,-0.0017880301329873765
IC2306,5,ALL,6142,0.5037447085639857,7.817432093076539e-06,0.001263543892517792
IC2306,5,2023-01,2229,0.5015702108568865,2.298535183317233e-06,0.0003415623282409408
IC2306,5,2023-02,3447,0.5062373078038874,1.236755314485931e-05,0.0021315477845165022
IC2306,5,2023-03,466,0.4957081545064378,5.585349822573995e-07,8.675910057731606e-05
IC2306,8,ALL,4923,0.5029453585212269,6.211156750776567e-06,0.0008046717022124485
