code,year,n,k_ticks,k_pts,s_sum,s_ss,s_n,hits
IC0000,2023,2,30,6.0,-16.400000000001455,627.3400000000228,19,12
IC0000,2023,3,0,0.0,150578.94999996413,4067562.5575000728,4764426,1984438
IC0000,2023,3,2,0.4,28942.249999931377,1891216.7725000218,1657008,803432
IC0000,2023,3,4,0.8,-9463.70000002651,843607.4650000093,587753,296260
IC0000,2023,3,6,1.2,-13932.650000008263,339412.6225000029,170641,91031
IC0000,2023,3,8,1.6,-8525.550000002415,167773.96750000212,60617,33960
IC0000,2023,3,13,2.6,-754.5000000002101,34021.63000000068,4694,2715
IC0000,2023,3,20,4.0,34.09999999998308,6544.130000000183,377,213
IC0000,2023,3,30,6.0,-59.99999999999909,1324.3400000000215,38,26
IC0000,2023,5,0,0.0,131281.39999996172,4174837.620000077,4763558,2062126
IC0000,2023,5,2,0.4,50603.499999927626,2362881.0300000315,2174917,1043056
IC0000,2023,5,4,0.8,1278.199999963901,1275955.3300000166,992872,489413
IC0000,2023,5,6,1.2,-16449.150000014524,615145.0325000075,376661,193845
IC0000,2023,5,8,1.6,-14577.20000000565,338070.7800000043,161531,86222
IC0000,2023,5,13,2.6,-2994.750000000692,83479.20750000085,17456,9853
IC0000,2023,5,20,4.0,470.2499999999309,19175.99250000024,1541,772
IC0000,2023,5,30,6.0,109.49999999999272,3433.9900000000275,157,74
IC0000,2023,10,0,0.0,113251.09999996485,4268288.010000078,4761388,2123620
IC0000,2023,10,2,0.4,69695.04999993336,2933802.6525000473,2848418,1347998
IC0000,2023,10,4,0.8,25663.34999995546,1946718.2475000254,1691750,811908
IC0000,2023,10,6,1.2,-4668.450000026184,1164359.8425000124,866642,425655
IC0000,2023,10,8,1.6,-14072.00000001274,739825.1400000058,468083,235348
IC0000,2023,10,13,2.6,-9782.200000002387,228637.9650000014,81430,43421
IC0000,2023,10,20,4.0,-1594.9500000001453,63482.09750000004,8879,4822
IC0000,2023,10,30,6.0,11.099999999979445,20089.66999999991,1257,657
IC0000,2023,20,0,0.0,82491.24999997155,4311172.957500079,4757048,2154210
IC0000,2023,20,2,0.4,64913.5999999455,3388457.7600000575,3414676,1599949
IC0000,2023,20,4,0.8,38529.99999995486,2588161.385000044,2429623,1144973
IC0000,2023,20,6,1.2,11663.299999966646,1833442.9550000248,1561384,744743
IC0000,2023,20,8,1.6,-4059.9000000206197,1335783.4750000178,1029417,497048
IC0000,2023,20,13,2.6,-14183.150000006332,549235.4275000064,299098,150159
IC0000,2023,20,20,4.0,-5059.900000000614,168491.58000000144,47009,24490
IC0000,2023,20,30,6.0,-153.3500000000131,52977.99749999993,6050,3017
IC0000,2023,30,0,0.0,53936.399999976464,4309806.34500008,4752708,2166777
IC0000,2023,30,2,0.4,43999.04999995513,3567984.892500065,3673621,1717975
IC0000,2023,30,4,0.8,28761.149999959416,2889330.157500047,2821950,1322737
IC0000,2023,30,6,1.2,9746.04999996729,2204959.2625000323,2003359,945041
IC0000,2023,30,8,1.6,-2315.3000000243565,1713241.4800000237,1448832,688350
IC0000,2023,30,13,2.6,-13472.900000010966,819479.0000000105,542274,264197
IC0000,2023,30,20,4.0,-2640.0000000015943,277680.8150000025,114514,56148
IC0000,2023,30,30,6.0,602.1499999998096,86817.89250000047,16075,7719
IC0000,2024,1,0,0.0,332992.9999999661,13753214.076250091,5859491,2295184
IC0000,2024,1,2,0.4,-29648.575000054512,7336897.981875029,1606056,824436
IC0000,2024,1,4,0.8,-63113.87500002367,4551137.545625021,633076,341874
IC0000,2024,1,6,1.2,-45008.62500000823,2761183.379375011,231649,129375
IC0000,2024,1,8,1.6,-29283.325000002744,1877714.7493750048,111147,62754
IC0000,2024,1,13,2.6,-10371.25000000055,726630.7762500015,25042,14273
IC0000,2024,1,20,4.0,-1541.0250000000597,169354.14562499998,3903,2203
IC0000,2024,1,30,6.0,-98.19999999998436,30567.69,516,278
IC0000,2024,2,0,0.0,378624.49999996374,14404891.690000108,5859017,2451071
IC0000,2024,2,2,0.4,152365.07499992804,9058789.996875044,2263574,1102796
IC0000,2024,2,4,0.8,68660.84999996741,5998658.710000026,998964,497821
IC0000,2024,2,6,1.2,32750.549999986484,3906046.2725000093,411575,209080
IC0000,2024,2,8,1.6,20504.124999994856,2817663.0181250046,211085,108195
IC0000,2024,2,13,2.6,8615.674999999177,1307505.3981250024,50860,26351
IC0000,2024,2,20,4.0,3371.799999999973,480396.2149999997,11255,5764
IC0000,2024,2,30,6.0,821.00000000001,123348.58625000024,2101,1048
IC0000,2024,3,0,0.0,352564.9749999622,14707795.5118751,5858543,2547004
IC0000,2024,3,2,0.4,206402.92499992222,10246678.936875045,2759441,1331752
IC0000,2024,3,4,0.8,118245.97499995926,7246300.404375035,1382495,677257
IC0000,2024,3,6,1.2,65990.49999998185,4987066.905000016,637401,317525
IC0000,2024,3,8,1.6,43755.59999999197,3743170.6687500128,349613,175988
IC0000,2024,3,13,2.6,20468.374999998297,1917516.2681250023,93097,47189
IC0000,2024,3,20,4.0,8956.049999999856,851740.550000001,22785,11422
IC0000,2024,3,30,6.0,2824.824999999987,299803.14187500003,5131,2531
IC0000,2024,5,0,0.0,313916.59999996034,14916945.285000093,5857595,2622364
IC0000,2024,5,2,0.4,225446.22499992227,11415893.176875066,3331272,1602441
IC0000,2024,5,4,0.8,147129.2249999511,8741814.028125044,1957925,952560
IC0000,2024,5,6,1.2,87580.37499997346,6495586.384375024,1053689,520689
IC0000,2024,5,8,1.6,55984.69999998655,5125278.547500013,636310,318457
IC0000,2024,5,13,2.6,22235.29999999626,2979901.5575000043,199145,101580
IC0000,2024,5,20,4.0,10599.64999999935,1566407.3812500036,56489,28692
IC0000,2024,5,30,6.0,4697.549999999909,734809.772500001,15512,7823
IC0000,2024,10,0,0.0,280929.64999996097,15070936.972500117,5855225,2683116
IC0000,2024,10,2,0.4,237816.84999992963,12596033.181250082,4007104,1917438
IC0000,2024,10,4,0.8,182133.32499994698,10491087.773125052,2782441,1340517
IC0000,2024,10,6,1.2,122281.67499996432,8501841.149375038,1790737,872341
IC0000,2024,10,8,1.6,87337.09999997725,7134501.056250025,1224877,602230
IC0000,2024,10,13,2.6,35791.274999991816,4664366.695625011,473922,237458
IC0000,2024,10,20,4.0,18314.399999998303,2821333.595000007,156773,78120
IC0000,2024,10,30,6.0,8539.599999999424,1604862.5000000033,50911,25101
IC0000,2024,20,0,0.0,223272.19999996907,15117802.990000123,5850485,2716592
IC0000,2024,20,2,0.4,204274.3249999452,13425549.20187509,4548949,2170632
IC0000,2024,20,4,0.8,172998.54999995136,11869393.738750082,3556032,1704016
IC0000,2024,20,6,1.2,133815.7249999622,10271161.881875066,2628072,1268239
IC0000,2024,20,8,1.6,104514.4499999731,9058244.232500048,2008436,976100
IC0000,2024,20,13,2.6,57432.24999998762,6545852.97250003,977213,480776
IC0000,2024,20,20,4.0,44053.87499999739,4333544.17812501,383818,187168
IC0000,2024,20,30,6.0,35426.39999999913,2711208.821250006,138609,65017
IC0000,2024,30,0,0.0,188062.19999997594,15109190.430000124,5845745,2726133
IC0000,2024,30,2,0.4,179167.02499995474,13759326.769375099,4797984,2283124
IC0000,2024,30,4,0.8,160345.04999995712,12470115.586250076,3947430,1883001
IC0000,2024,30,6,1.2,134420.74999996336,11089024.016250066,3100484,1484621
IC0000,2024,30,8,1.6,112599.82499997171,10006095.010625044,2496966,1200593
IC0000,2024,30,13,2.6,72655.12499998389,7616856.156875034,1374416,666125
IC0000,2024,30,20,4.0,55164.874999995125,5307716.455625019,605153,291479
IC0000,2024,30,30,6.0,43566.72499999812,3483379.193125005,237777,111402
IC0000,2025,1,0,0.0,226429.899999959,9765947.5250001,6137103,2402422
IC0000,2025,1,2,0.4,-66287.25000006241,4253110.672500031,1613387,824204
IC0000,2025,1,4,0.8,-74568.20000002556,1949668.1500000174,550995,296627
IC0000,2025,1,6,1.2,-44830.05000000769,751116.0675000085,151777,86923
IC0000,2025,1,8,1.6,-24394.150000002122,343002.1425000039,52037,31280
IC0000,2025,1,13,2.6,-4468.150000000192,64823.52250000067,4934,3235
IC0000,2025,1,20,4.0,-349.05000000002656,8860.952500000192,383,250
IC0000,2025,1,30,6.0,70.04999999999745,2876.0825000000173,37,16
IC0000,2025,2,0,0.0,230830.04999995642,10333180.597500103,6136633,2582938
IC0000,2025,2,2,0.4,66759.99999991851,5662473.815000041,2331043,1134675
IC0000,2025,2,4,0.8,11950.29999996447,2962360.460000024,937224,465033
IC0000,2025,2,6,1.2,-6324.900000012968,1381867.0600000096,327890,167021
IC0000,2025,2,8,1.6,-8040.050000004441,729441.1975000039,138468,72250
IC0000,2025,2,13,2.6,-2759.700000000472,152540.89000000063,15675,8706
IC0000,2025,2,20,4.0,-16.100000000000364,25856.995000000097,1144,634
IC0000,2025,2,30,6.0,31.900000000000546,4622.655000000028,102,52
IC0000,2025,3,0,0.0,215472.7999999566,10572669.945000108,6136163,2670304
IC0000,2025,3,2,0.4,107394.19999991418,6605142.740000048,2849835,1372133
IC0000,2025,3,4,0.8,50177.749999955224,3889853.672500027,1331741,647146
IC0000,2025,3,6,1.2,13099.249999981314,2059274.0625000095,547107,270879
IC0000,2025,3,8,1.6,400.39999999224074,1215210.2300000042,264568,133358
IC0000,2025,3,13,2.6,-3523.8000000013017,325808.0700000021,43240,23098
IC0000,2025,3,20,4.0,158.7999999999074,63770.16999999996,3798,2069
IC0000,2025,3,30,6.0,372.59999999999764,11852.245000000166,325,147
IC0000,2025,5,0,0.0,210080.79999995694,10746240.305000111,6135223,2734864
IC0000,2025,5,2,0.4,147569.69999991727,7565810.590000062,3443224,1640962
IC0000,2025,5,4,0.8,92272.64999994695,5121064.352500037,1939534,928774
IC0000,2025,5,6,1.2,45865.299999972805,3169520.4350000164,968831,468869
IC0000,2025,5,8,1.6,21038.749999987092,2097855.712500009,539428,264376
IC0000,2025,5,13,2.6,-1274.5500000027878,724578.7475000038,121821,62265
IC0000,2025,5,20,4.0,493.3499999996984,182743.5425000001,16791,8704
IC0000,2025,5,30,6.0,1095.5999999999422,40747.35000000012,1550,724
IC0000,2025,10,0,0.0,169378.34999996063,10893678.797500113,6132873,2799548
IC0000,2025,10,2,0.4,140576.59999992745,8635304.110000083,4172991,1982407
IC0000,2025,10,4,0.8,104471.14999994476,6694769.1575000575,2845322,1355167
IC0000,2025,10,6,1.2,65658.79999996361,4891804.525000036,1774116,850105
IC0000,2025,10,8,1.6,41047.89999997793,3702194.7900000275,1171244,565099
IC0000,2025,10,13,2.6,12788.499999992777,1734150.1250000095,387326,190051
IC0000,2025,10,20,4.0,7894.349999999055,601474.2925000031,82826,40496
IC0000,2025,10,30,6.0,5272.449999999818,164393.6375000004,11374,5161
IC0000,2025,20,0,0.0,127567.89999996708,10945566.735000104,6128173,2832998
IC0000,2025,20,2,0.4,115121.49999994054,9372545.300000094,4741344,2248211
IC0000,2025,20,4,0.8,95833.44999994733,7920220.967500067,3673089,1743706
IC0000,2025,20,6,1.2,69032.34999995885,6431139.892500053,2671356,1272700
IC0000,2025,20,8,1.6,50191.19999997108,5320939.8900000425,2005939,959511
IC0000,2025,20,13,2.6,22017.099999986684,3139253.6450000247,907905,438695
IC0000,2025,20,20,4.0,20133.099999997372,1448687.8000000082,287401,138250
IC0000,2025,20,30,6.0,16115.099999999555,524116.3950000029,64683,29591
IC0000,2025,30,0,0.0,117788.39999997248,10949917.075000111,6123473,2843971
IC0000,2025,30,2,0.4,109363.84999995098,9685271.322500093,4998066,2366595
IC0000,2025,30,4,0.8,95657.09999995328,8485674.875000075,4083636,1934965
IC0000,2025,30,6,1.2,75710.5999999608,7200859.160000061,3174345,1507162
IC0000,2025,30,8,1.6,59372.09999996989,6197333.465000058,2529323,1204029
IC0000,2025,30,13,2.6,31761.499999983374,4039934.79000003,1330941,637741
IC0000,2025,30,20,4.0,20964.749999995765,2119837.372500011,510658,245347
IC0000,2025,30,30,6.0,17172.049999998813,898334.852500003,144909,68074
IC0000,2026,1,0,0.0,198624.32499998386,10860789.813124966,2599286,1082123
IC0000,2026,1,2,0.4,15460.44999996807,6466462.032499975,1056371,529253
IC0000,2026,1,4,0.8,-31449.60000001674,4038335.69499999,528435,274912
IC0000,2026,1,6,1.2,-37948.300000007934,2341084.028749998,232956,126158
IC0000,2026,1,8,1.6,-29844.575000003482,1395899.8931250006,104958,58843
IC0000,2026,1,13,2.6,-8606.150000000398,526832.5899999997,14922,9101
IC0000,2026,1,20,4.0,657.3249999999998,275456.0993749998,1279,786
IC0000,2026,1,30,6.0,1135.949999999997,154945.48625000034,140,60
IC0000,2026,2,0,0.0,218164.07499999163,11273083.360624962,2599096,1143348
IC0000,2026,2,2,0.4,128796.12499996516,7828554.85187497,1386732,669377
IC0000,2026,2,4,0.8,72473.59999998001,5348272.672499982,770470,375844
IC0000,2026,2,6,1.2,37900.67499998907,3522204.4593749833,399926,197414
IC0000,2026,2,8,1.6,19636.074999994235,2390080.859374992,215966,107820
IC0000,2026,2,13,2.6,3944.524999998742,987963.2918749976,44701,23104
IC0000,2026,2,20,4.0,2358.3999999999514,361704.6762499999,4976,2608
IC0000,2026,2,30,6.0,2162.62499999999,249355.75562499944,473,220
IC0000,2026,3,0,0.0,205983.87499999275,11408008.750624962,2598906,1173921
IC0000,2026,3,2,0.4,153824.29999996754,8616562.907499975,1597452,766944
IC0000,2026,3,4,0.8,107643.69999997878,6305589.198749983,981527,472859
IC0000,2026,3,6,1.2,70394.32499998699,4459317.000624982,569572,275318
IC0000,2026,3,8,1.6,45624.82499999258,3212457.750624986,340639,165726
IC0000,2026,3,13,2.6,13319.199999998142,1474517.7674999975,94135,47131
IC0000,2026,3,20,4.0,4099.249999999783,605139.1437500005,16025,8158
IC0000,2026,3,30,6.0,3693.074999999949,347251.0331249994,1670,766
IC0000,2026,5,0,0.0,192035.97499999462,11466500.490624966,2598526,1196078
IC0000,2026,5,2,0.4,163633.62499997325,9276962.80687497,1809067,866150
IC0000,2026,5,4,0.8,132600.62499998003,7357680.836874981,1256136,600622
IC0000,2026,5,6,1.2,99455.74999998623,5666870.788749987,832644,398445
IC0000,2026,5,8,1.6,74896.29999999142,4411431.431249988,559783,268146
IC0000,2026,5,13,2.6,30821.199999996894,2323958.547499993,201314,97662
IC0000,2026,5,20,4.0,10880.32499999968,1033758.2243749992,49143,24194
IC0000,2026,5,30,6.0,4950.074999999849,475864.83687499946,8219,4007
IC0000,2026,10,0,0.0,135347.17499999647,11402530.51937497,2597576,1220491
IC0000,2026,10,2,0.4,125512.59999998016,9895942.011249973,2040131,982098
IC0000,2026,10,4,0.8,112917.24999998449,8477430.378749974,1601026,769716
IC0000,2026,10,6,1.2,97570.37499998795,7133027.29812499,1221456,586487
IC0000,2026,10,8,1.6,84265.37499999056,6005842.37312499,934510,448245
IC0000,2026,10,13,2.6,51558.924999995914,3776722.3456249945,455420,218698
IC0000,2026,10,20,4.0,28876.02499999979,1929225.5356249963,160605,76466
IC0000,2026,10,30,6.0,11786.79999999983,832874.6412499996,40988,19365
IC0000,2026,20,0,0.0,99596.29999999683,11329109.383749967,2595676,1229760
IC0000,2026,20,2,0.4,96487.74999998539,10266633.096249975,2204516,1060461
IC0000,2026,20,4,0.8,90023.3999999878,9228051.408749973,1872699,900378
IC0000,2026,20,6,1.2,81253.99999998945,8200951.223749977,1562417,751126
IC0000,2026,20,8,1.6,73629.34999999047,7302510.676249983,1305762,627931
IC0000,2026,20,13,2.6,57857.97499999472,5297573.458124986,799956,383852
IC0000,2026,20,20,4.0,39192.92500000002,3253038.480624992,382197,182764
IC0000,2026,20,30,6.0,20424.42499999986,1666361.2218749942,140532,66975
IC0000,2026,30,0,0.0,110338.64999999695,11287173.936249964,2593776,1226661
IC0000,2026,30,2,0.4,108747.29999998758,10434798.733749969,2277990,1089743
IC0000,2026,30,4,0.8,105551.54999998884,9588022.646249974,2002262,956701
IC0000,2026,30,6,1.2,99258.34999998966,8733641.446249975,1736933,828818
IC0000,2026,30,8,1.6,91692.74999999086,7953397.871249977,1505938,718069
IC0000,2026,30,13,2.6,71504.57499999425,6170571.46562498,1020055,486162
IC0000,2026,30,20,4.0,48315.849999999795,4160540.774999991,562455,267934
IC0000,2026,30,30,6.0,26842.40000000059,2390190.9574999954,244350,116439
IF0000,2015,1,0,0.0,321728.3249999782,21301655.50062509,5781447,2384731
IF0000,2015,1,2,0.4,194164.5249999364,14065844.12812503,2046359,1004951
IF0000,2015,1,4,0.8,113958.47499998022,8230101.430625009,700469,348846
IF0000,2015,1,6,1.2,57788.374999992906,4704420.421875008,268242,136185
IF0000,2015,1,8,1.6,31076.624999997228,2853912.5881250077,122086,62784
IF0000,2015,1,13,2.6,4359.024999999601,850082.1118750004,22867,12238
IF0000,2015,1,20,4.0,-113.17500000002201,208835.09812500037,3453,1904
IF0000,2015,1,30,6.0,-834.7000000000176,70254.52375000005,609,363
IF0000,2015,2,0,0.0,408560.5499999773,21751057.771250095,5780959,2471109
IF0000,2015,2,2,0.4,278384.8749999441,16234543.274375038,2703325,1314081
IF0000,2015,2,4,0.8,168780.64999997077,11393314.853750024,1267158,629621
IF0000,2015,2,6,1.2,106772.82499998706,7808810.5543750115,604443,304267
IF0000,2015,2,8,1.6,70693.32499999384,5609444.501875008,329215,167069
IF0000,2015,2,13,2.6,28433.174999998533,2612681.3806250044,90431,46309
IF0000,2015,2,20,4.0,8686.924999999846,940324.5056250022,19593,10005
IF0000,2015,2,30,6.0,254.49999999998454,274946.61125,3355,1786
IF0000,2015,3,0,0.0,367171.67499997723,22073081.81062512,5780471,2555858
IF0000,2015,3,2,0.4,265584.74999994563,17467844.318750065,3137672,1525338
IF0000,2015,3,4,0.8,156670.54999996757,13171751.285000047,1663933,829609
IF0000,2015,3,6,1.2,91783.69999998313,9811598.112500016,900888,458813
IF0000,2015,3,8,1.6,62773.249999991036,7598573.371250006,542054,278917
IF0000,2015,3,13,2.6,30124.84999999715,4171380.551250008,181672,94712
IF0000,2015,3,20,4.0,14156.52499999942,1864619.7106250012,49522,25591
IF0000,2015,3,30,6.0,4115.624999999966,684704.8293750009,10976,5660
IF0000,2015,5,0,0.0,300187.57499997836,22296784.2656251,5779495,2628653
IF0000,2015,5,2,0.4,227966.3249999505,18784161.33312506,3661912,1784691
IF0000,2015,5,4,0.8,136589.72499996444,15273189.154375045,2227796,1111165
IF0000,2015,5,6,1.2,76187.0749999779,12241829.896875026,1351873,689086
IF0000,2015,5,8,1.6,43381.874999988,10059130.406875018,883882,457595
IF0000,2015,5,13,2.6,18561.54999999563,6294924.240000013,352414,185980
IF0000,2015,5,20,4.0,12356.349999999195,3425089.956250006,120137,63827
IF0000,2015,5,30,6.0,7350.049999999745,1569595.0125000025,34181,17930
IF0000,2015,10,0,0.0,329235.8999999798,22473916.888750054,5777055,2678478
IF0000,2015,10,2,0.4,292403.6999999591,20027843.818750054,4234440,2051205
IF0000,2015,10,4,0.8,223168.17499996498,17432423.098125014,2984244,1465982
IF0000,2015,10,6,1.2,156656.02499997418,14977263.130625032,2053421,1025230
IF0000,2015,10,8,1.6,110275.97499998315,13040550.624375032,1469944,744274
IF0000,2015,10,13,2.6,53472.79999999253,9309749.321250021,690938,358282
IF0000,2015,10,20,4.0,27927.949999997953,5939318.4550000075,281563,147813
IF0000,2015,10,30,6.0,12793.474999999384,3354546.2631250033,101751,53664
IF0000,2015,20,0,0.0,377562.59999998414,22550975.401250053,5772175,2694021
IF0000,2015,20,2,0.4,355163.8249999681,20847062.473125074,4648921,2232420
IF0000,2015,20,4,0.8,303840.69999996945,18988261.948750038,3644981,1764204
IF0000,2015,20,6,1.2,243441.07499997498,17118934.705625042,2791761,1364708
IF0000,2015,20,8,1.6,191650.5999999813,15551806.257500028,2178781,1075846
IF0000,2015,20,13,2.6,102622.72499998969,12206507.04312503,1202751,607140
IF0000,2015,20,20,4.0,42982.32499999668,8782799.133125024,574382,297077
IF0000,2015,20,30,6.0,13160.074999998622,5787535.216875015,250242,131714
IF0000,2015,30,0,0.0,339183.8499999858,22562878.28625007,5767295,2714659
IF0000,2015,30,2,0.4,325664.39999997226,21185448.6237501,4842150,2332368
IF0000,2015,30,4,0.8,291889.7499999726,19676165.416250065,3985231,1930834
IF0000,2015,30,6,1.2,251874.42499997653,18115205.27062505,3210706,1565802
IF0000,2015,30,8,1.6,211400.0249999821,16767711.620625038,2619927,1286599
IF0000,2015,30,13,2.6,136958.19999998843,13772173.452500021,1590935,793929
IF0000,2015,30,20,4.0,72695.5749999959,10465551.929375006,832688,423857
IF0000,2015,30,30,6.0,30628.32499999821,7325170.82812501,393433,203622
IF0000,2016,1,0,0.0,64607.49999999127,3525197.111250014,3521559,1228910
IF0000,2016,1,2,0.4,-59008.7750000118,1444171.7568750028,511826,284234
IF0000,2016,1,4,0.8,-37076.600000002574,574042.1212500026,131508,80457
IF0000,2016,1,6,1.2,-18789.32500000069,357841.60562500026,40914,26539
IF0000,2016,1,8,1.6,-10201.725000000266,231199.20062500006,16173,10886
IF0000,2016,1,13,2.6,-2745.4000000000437,179288.09999999998,2958,2125
IF0000,2016,1,20,4.0,-239.60000000000264,158053.3149999998,495,361
IF0000,2016,1,30,6.0,358.1000000000031,148039.71499999982,115,72
IF0000,2016,2,0,0.0,97673.29999998439,3733373.233750013,3521072,1333052
IF0000,2016,2,2,0.4,-28054.550000018062,2141343.99625,798111,415635
IF0000,2016,2,4,0.8,-34425.25000000432,1043398.8025000015,226110,128535
IF0000,2016,2,6,1.2,-21500.000000001273,590003.0100000009,73955,44849
IF0000,2016,2,8,1.6,-13251.900000000423,498678.0499999997,29974,19058
IF0000,2016,2,13,2.6,-4522.100000000071,271551.00999999995,5802,3919
IF0000,2016,2,20,4.0,-1023.6750000000061,241666.8593749997,1140,819
IF0000,2016,2,30,6.0,-2.775000000000091,226827.92562499974,279,198
IF0000,2016,3,0,0.0,117906.89999998394,4080039.0787500134,3520585,1420738
IF0000,2016,3,2,0.4,5441.049999977882,2657385.8112500026,1033595,518357
IF0000,2016,3,4,0.8,-22279.600000005903,1500056.0100000019,322094,173581
IF0000,2016,3,6,1.2,-18175.600000001916,825049.5850000005,110915,63417
IF0000,2016,3,8,1.6,-13480.500000000746,699906.3050000007,46519,27899
IF0000,2016,3,13,2.6,-5717.000000000115,361237.7350000001,9050,5902
IF0000,2016,3,20,4.0,-1742.8000000000043,322092.1349999997,1817,1266
IF0000,2016,3,30,6.0,-356.12499999999864,303867.4168749997,417,288
IF0000,2016,5,0,0.0,146196.39999998384,4165433.7562500117,3519611,1475983
IF0000,2016,5,2,0.4,60193.499999974636,2746832.726250008,1380540,664049
IF0000,2016,5,4,0.8,8995.074999991515,1836026.5206250013,510874,257491
IF0000,2016,5,6,1.2,-5821.650000003262,982259.1800000009,196067,103435
IF0000,2016,5,8,1.6,-8982.15000000129,805233.1949999997,87442,47964
IF0000,2016,5,13,2.6,-5911.125000000196,634757.7168750004,17847,10651
IF0000,2016,5,20,4.0,-2396.2749999999933,489528.2993749995,3456,2195
IF0000,2016,5,30,6.0,-833.5250000000033,466906.45187499956,753,496
IF0000,2016,10,0,0.0,172868.24999998664,4199099.276250014,3517176,1516507
IF0000,2016,10,2,0.4,125646.27499997464,3150485.9506250066,1864329,865964
IF0000,2016,10,4,0.8,69399.22499998852,2206127.3681250033,905849,429078
IF0000,2016,10,6,1.2,32367.824999994154,1766896.4931250014,429814,208262
IF0000,2016,10,8,1.6,12645.499999997162,1194824.192500001,222763,110735
IF0000,2016,10,13,2.6,-2038.3000000006205,744886.2124999999,55028,28950
IF0000,2016,10,20,4.0,-3171.1500000000256,613098.13,11180,6228
IF0000,2016,10,30,6.0,-1979.4499999999994,563152.1300000002,2084,1244
IF0000,2016,20,0,0.0,163650.4999999892,4249745.058750018,3512306,1548664
IF0000,2016,20,2,0.4,139401.14999997843,3730894.8562500123,2306838,1064778
IF0000,2016,20,4,0.8,98974.69999998716,3221426.5137500055,1411762,657920
IF0000,2016,20,6,1.2,64543.69999999181,2545489.903750007,830521,391632
IF0000,2016,20,8,1.6,40963.54999999461,1875108.7112500016,509418,242911
IF0000,2016,20,13,2.6,11764.749999998214,980899.6662500016,167669,82294
IF0000,2016,20,20,4.0,1656.3999999998023,728970.1674999994,43533,21690
IF0000,2016,20,30,6.0,-1925.60000000004,609036.307499999,9065,4674
IF0000,2016,30,0,0.0,135879.74999999072,4253327.456250022,3507436,1568000
IF0000,2016,30,2,0.4,121702.69999998108,3847437.6687500114,2522789,1169183
IF0000,2016,30,4,0.8,95029.94999998732,3265183.3612500057,1712967,799382
IF0000,2016,30,6,1.2,67835.89999999086,2721059.7087500077,1116648,526207
IF0000,2016,30,8,1.6,47960.59999999361,2122677.573750002,747767,354941
IF0000,2016,30,13,2.6,18391.14999999757,1177321.3362500016,291843,141542
IF0000,2016,30,20,4.0,5376.424999999634,844767.075625,89107,43710
IF0000,2016,30,30,6.0,463.1499999999942,667885.6899999997,21676,10557
IF0000,2017,1,0,0.0,13858.249999989324,915276.6925000063,3496901,1174780
IF0000,2017,1,2,0.4,-48216.55000001119,177949.51750000176,325259,191886
IF0000,2017,1,4,0.8,-14360.550000001149,41999.07750000071,41427,28279
IF0000,2017,1,6,1.2,-4308.4000000002,15930.115000000254,7304,5472
IF0000,2017,1,8,1.6,-1532.5000000000173,9373.085000000057,1950,1500
IF0000,2017,1,13,2.6,-339.6000000000013,3770.714999999994,255,205
IF0000,2017,1,20,4.0,-95.15000000000191,2769.342499999979,54,43
IF0000,2017,1,30,6.0,-47.349999999999454,2393.162499999976,17,13
IF0000,2017,2,0,0.0,62824.79999998185,992145.9250000068,3496413,1244800
IF0000,2017,2,2,0.4,-28902.95000001578,254305.62750000102,483356,258320
IF0000,2017,2,4,0.8,-14413.000000001897,65900.34000000075,70644,43521
IF0000,2017,2,6,1.2,-5038.150000000336,24524.607500000326,12800,8730
IF0000,2017,2,8,1.6,-2148.450000000062,14058.637500000115,3563,2565
IF0000,2017,2,13,2.6,-508.6999999999971,7149.355000000018,468,360
IF0000,2017,2,20,4.0,-209.650000000001,3678.962500000008,101,78
IF0000,2017,2,30,6.0,-128.35000000000036,3120.272499999998,39,30
IF0000,2017,3,0,0.0,76667.19999998102,1061529.6550000065,3495925,1340411
IF0000,2017,3,2,0.4,-11555.15000002065,336811.6725000008,670618,339273
IF0000,2017,3,4,0.8,-12791.550000002939,94163.16250000063,112264,64165
IF0000,2017,3,6,1.2,-5554.250000000511,34000.0125000002,21346,13485
IF0000,2017,3,8,1.6,-2511.950000000128,18760.522500000097,6094,4031
IF0000,2017,3,13,2.6,-674.5500000000061,8319.547500000019,726,523
IF0000,2017,3,20,4.0,-245.65000000000146,5188.022499999988,146,112
IF0000,2017,3,30,6.0,-181.75000000000273,3078.792499999985,49,40
IF0000,2017,5,0,0.0,97150.24999998079,1107433.5325000077,3494949,1396700
IF0000,2017,5,2,0.4,19380.5499999736,465055.12250000064,982123,469648
IF0000,2017,5,4,0.8,-6342.850000005217,156859.30250000078,220112,114704
IF0000,2017,5,6,1.2,-5837.100000001199,59114.20500000014,49778,28404
IF0000,2017,5,8,1.6,-3359.1000000002696,30115.86500000014,14711,8939
IF0000,2017,5,13,2.6,-858.3500000000035,12639.002499999962,1629,1063
IF0000,2017,5,20,4.0,-326.40000000000055,6385.379999999982,253,179
IF0000,2017,5,30,6.0,-235.5999999999999,3313.3449999999857,70,55
IF0000,2017,10,0,0.0,105841.89999998428,1144346.835000008,3492509,1450681
IF0000,2017,10,2,0.4,54564.39999997087,650718.6900000018,1496939,688551
IF0000,2017,10,4,0.8,9687.149999990186,307577.2375000009,526565,255586
IF0000,2017,10,6,1.2,-3343.150000003527,139028.8325000004,167950,87054
IF0000,2017,10,8,1.6,-4209.700000001287,71730.08000000048,60682,32994
