code,year,n,k_ticks,k_pts,s_sum,s_ss,s_n,hits
IF0000,2024,1,20,4.0,-482.3500000000013,15798.557500000034,601,347
IF0000,2024,1,30,6.0,30.750000000002274,3121.852499999997,72,38
IF0000,2024,2,0,0.0,121971.54999997445,3653028.6162500205,5638261,2087354
IF0000,2024,2,2,0.4,46075.39999996716,1890002.1237500054,999920,484771
IF0000,2024,2,4,0.8,27289.69999999544,1039304.4437500029,210458,101632
IF0000,2024,2,6,1.2,16563.899999998725,633688.568750001,68718,32863
IF0000,2024,2,8,1.6,10112.19999999951,421529.85375000077,32694,15470
IF0000,2024,2,13,2.6,3147.6749999998874,163471.39312500024,8160,3856
IF0000,2024,2,20,4.0,667.8249999999548,43719.67062500001,1606,781
IF0000,2024,2,30,6.0,351.1000000000008,9418.335,232,103
IF0000,2024,3,0,0.0,133814.3999999732,3762914.8750000247,5637787,2200806
IF0000,2024,3,2,0.4,74777.54999995924,2172282.7475000075,1344207,638684
IF0000,2024,3,4,0.8,46013.14999999278,1279603.7425000018,339321,160796
IF0000,2024,3,6,1.2,29218.149999997815,827238.9125000007,114484,53439
IF0000,2024,3,8,1.6,21070.549999999086,577026.6375000009,54477,24844
IF0000,2024,3,13,2.6,8390.399999999838,251634.16500000042,14494,6518
IF0000,2024,3,20,4.0,2816.349999999935,86461.98250000011,3280,1451
IF0000,2024,3,30,6.0,764.4499999999862,23574.93250000008,577,253
IF0000,2024,5,0,0.0,140582.99999997427,3848742.120000023,5636839,2298156
IF0000,2024,5,2,0.4,96412.64999995402,2519633.577500009,1857580,871146
IF0000,2024,5,4,0.8,60804.04999998851,1634464.3775000044,604162,285205
IF0000,2024,5,6,1.2,40953.49999999601,1125294.5050000022,226194,106098
IF0000,2024,5,8,1.6,30186.599999998376,839742.6600000017,111367,51437
IF0000,2024,5,13,2.6,15988.449999999642,452451.9925000005,32294,14456
IF0000,2024,5,20,4.0,6150.149999999936,199573.5975000001,9376,4143
IF0000,2024,5,30,6.0,2165.0999999999826,67657.50000000009,2072,901
IF0000,2024,10,0,0.0,147245.6499999756,3925404.777500026,5634469,2374088
IF0000,2024,10,2,0.4,116037.39999995168,2930992.5350000146,2609892,1202344
IF0000,2024,10,4,0.8,79123.89999998252,2133673.955000008,1148842,532752
IF0000,2024,10,6,1.2,53411.54999999256,1591810.6125000038,510768,237864
IF0000,2024,10,8,1.6,39808.19999999612,1260262.5600000017,271098,125384
IF0000,2024,10,13,2.6,22745.549999999083,785494.7525000001,84988,38205
IF0000,2024,10,20,4.0,12375.449999999812,454898.74250000034,29610,12902
IF0000,2024,10,30,6.0,5761.599999999919,213690.4550000006,9604,4104
IF0000,2024,20,0,0.0,132502.1499999801,3964629.7075000233,5629729,2419557
IF0000,2024,20,2,0.4,114900.19999995545,3255108.855000017,3344882,1522994
IF0000,2024,20,4,0.8,86967.24999997806,2595698.3725000136,1881898,861554
IF0000,2024,20,6,1.2,65307.09999998758,2074872.0900000064,1013411,465265
IF0000,2024,20,8,1.6,52371.34999999281,1726632.0025000044,599189,273743
IF0000,2024,20,13,2.6,34999.99999999803,1175652.5700000024,206034,91540
IF0000,2024,20,20,4.0,20526.899999999736,770952.8850000009,73649,31710
IF0000,2024,20,30,6.0,11022.299999999896,458325.4000000003,27757,11646
IF0000,2024,30,0,0.0,118733.59999998356,3968520.585000023,5624989,2436592
IF0000,2024,30,2,0.4,108579.84999996069,3392381.6425000154,3724807,1686650
IF0000,2024,30,4,0.8,90639.99999997715,2825781.5400000107,2347527,1065465
IF0000,2024,30,6,1.2,71870.94999998547,2334615.6625000085,1403158,637364
IF0000,2024,30,8,1.6,58323.94999999025,1981742.6025000059,893192,404620
IF0000,2024,30,13,2.6,39694.89999999709,1401810.5800000038,335892,149694
IF0000,2024,30,20,4.0,26534.449999999397,948972.352500002,121856,52526
IF0000,2024,30,30,6.0,15311.749999999738,612876.2924999997,47302,19879
IF0000,2025,1,0,0.0,58306.299999961746,2185451.0750000323,6065418,1987414
IF0000,2025,1,2,0.4,-32694.700000034238,477651.05000000895,523980,275207
IF0000,2025,1,4,0.8,-9819.400000003418,97919.56000000227,51305,29944
IF0000,2025,1,6,1.2,-2158.1000000004415,29531.990000000485,6990,4304
IF0000,2025,1,8,1.6,-703.9000000000833,13054.110000000137,1795,1111
IF0000,2025,1,13,2.6,-147.80000000001064,3021.2400000000202,208,126
IF0000,2025,1,20,4.0,-11.199999999997544,609.540000000001,19,11
IF0000,2025,1,30,6.0,-9.099999999999909,165.38999999998293,3,2
IF0000,2025,2,0,0.0,73380.39999996185,2394868.275000036,6064948,2233945
IF0000,2025,2,2,0.4,6006.549999947628,753970.9825000099,945878,458515
IF0000,2025,2,4,0.8,-114.9000000080573,203053.73000000248,142012,71465
IF0000,2025,2,6,1.2,407.7999999988306,61563.24000000061,21886,11371
IF0000,2025,2,8,1.6,419.3999999998223,27586.36000000011,5232,2740
IF0000,2025,2,13,2.6,190.19999999999663,6552.900000000009,442,216
IF0000,2025,2,20,4.0,-1.6000000000021828,1299.260000000004,45,23
IF0000,2025,2,30,6.0,-1.4000000000010004,74.46000000000635,5,2
IF0000,2025,3,0,0.0,76509.99999996074,2492121.225000035,6064478,2354371
IF0000,2025,3,2,0.4,22431.299999938223,974610.2900000125,1332755,632653
IF0000,2025,3,4,0.8,6111.599999986337,327601.9000000032,276221,134276
IF0000,2025,3,6,1.2,2022.7999999971662,113795.42000000097,55688,27909
IF0000,2025,3,8,1.6,1320.6999999994364,51363.33000000054,15164,7599
IF0000,2025,3,13,2.6,656.6999999999748,11636.710000000077,1093,510
IF0000,2025,3,20,4.0,209.00000000000045,3253.659999999999,136,52
IF0000,2025,3,30,6.0,-5.999999999998181,575.5399999999998,14,7
IF0000,2025,5,0,0.0,90704.39999996238,2572086.445000042,6063538,2452955
IF0000,2025,5,2,0.4,45882.74999993229,1265923.1225000157,1910952,888679
IF0000,2025,5,4,0.8,18091.04999997736,546402.4925000061,560661,264385
IF0000,2025,5,6,1.2,7114.249999993394,228859.17250000202,151305,72674
IF0000,2025,5,8,1.6,4314.999999998252,114413.38000000117,50625,24382
IF0000,2025,5,13,2.6,1618.7999999998815,29490.900000000238,4557,2120
IF0000,2025,5,20,4.0,538.8999999999955,8374.92999999997,513,208
IF0000,2025,5,30,6.0,109.10000000000264,2465.4499999999816,86,34
IF0000,2025,10,0,0.0,94034.59999996448,2642918.515000039,6061188,2540203
IF0000,2025,10,2,0.4,63945.64999993323,1651574.222500022,2785126,1273445
IF0000,2025,10,4,0.8,34526.7499999658,936644.1925000121,1193247,550245
IF0000,2025,10,6,1.2,17547.049999985084,492491.32250000624,456698,212682
IF0000,2025,10,8,1.6,12312.049999994106,284647.16250000306,196682,91203
IF0000,2025,10,13,2.6,5607.49999999938,85470.47000000044,25995,11536
IF0000,2025,10,20,4.0,2283.2999999999624,28451.270000000102,3124,1227
IF0000,2025,10,30,6.0,560.9000000000133,9300.130000000003,490,189
IF0000,2025,20,0,0.0,76637.69999997287,2680843.125000039,6056488,2600074
IF0000,2025,20,2,0.4,62228.19999994104,1956702.575000027,3611115,1636732
IF0000,2025,20,4,0.8,40953.39999995968,1336935.4950000176,2031851,926409
IF0000,2025,20,6,1.2,23504.89999997641,850925.5250000106,1034517,475758
IF0000,2025,20,8,1.6,16161.299999988423,566368.725000008,560467,258426
IF0000,2025,20,13,2.6,9528.249999997523,211779.40250000256,119120,53935
IF0000,2025,20,20,4.0,4270.899999999829,71168.09000000004,17764,7642
IF0000,2025,20,30,6.0,1655.1999999999675,26201.49999999993,2835,1118
IF0000,2025,30,0,0.0,70863.49999997561,2689991.8050000407,6051788,2618141
IF0000,2025,30,2,0.4,61190.79999994804,2097427.3350000293,4031252,1818329
IF0000,2025,30,4,0.8,44090.84999996058,1550693.3425000207,2558735,1159110
IF0000,2025,30,6,1.2,26756.34999997295,1078195.0525000142,1486527,678387
IF0000,2025,30,8,1.6,17997.24999998397,771247.7425000097,900955,413043
IF0000,2025,30,13,2.6,8912.949999995468,327137.0925000038,245223,112517
IF0000,2025,30,20,4.0,4798.099999999515,113598.27000000096,44515,19907
IF0000,2025,30,30,6.0,2124.7999999999656,42390.320000000094,7601,3208
IF0000,2026,1,0,0.0,47812.39999997966,1297653.0300000266,2473920,856645
IF0000,2026,1,2,0.4,-16416.900000021527,333033.6450000057,297312,154531
IF0000,2026,1,4,0.8,-8022.100000002878,86575.09000000198,41500,24062
IF0000,2026,1,6,1.2,-1993.7000000003618,29280.73000000027,6492,4035
IF0000,2026,1,8,1.6,-712.8000000000748,16010.020000000131,1888,1220
IF0000,2026,1,13,2.6,19.39999999999509,7160.300000000022,246,155
IF0000,2026,1,20,4.0,126.39999999999873,2754.60000000001,29,14
IF0000,2026,1,30,6.0,3.7999999999992724,626.7799999999753,5,3
IF0000,2026,2,0,0.0,58398.49999997832,1411928.7000000277,2473730,952133
IF0000,2026,2,2,0.4,8900.99999996876,501243.16500000807,499129,240781
IF0000,2026,2,4,0.8,-513.5500000065867,167161.16250000332,102496,51619
IF0000,2026,2,6,1.2,-525.450000001284,58367.83250000094,18922,10067
IF0000,2026,2,8,1.6,325.5499999997219,30175.132500000487,5180,2778
IF0000,2026,2,13,2.6,390.6499999999878,9462.622500000154,426,220
IF0000,2026,2,20,4.0,224.15000000000327,4241.612500000059,64,26
IF0000,2026,2,30,6.0,68.19999999999891,2105.899999999995,18,8
IF0000,2026,3,0,0.0,60305.79999997646,1459598.2600000296,2473540,998159
IF0000,2026,3,2,0.4,21373.099999964033,633335.4350000104,683201,323124
IF0000,2026,3,4,0.8,5312.349999989871,250671.2125000037,181782,87953
IF0000,2026,3,6,1.2,504.4499999977297,95231.48250000177,42482,21314
IF0000,2026,3,8,1.6,302.64999999946394,48377.342500000916,13496,7033
IF0000,2026,3,13,2.6,830.1499999999751,16271.752500000202,1119,530
IF0000,2026,3,20,4.0,374.2000000000053,6960.260000000001,142,56
IF0000,2026,3,30,6.0,170.69999999999618,3997.049999999953,35,12
IF0000,2026,5,0,0.0,61354.89999997761,1498878.580000031,2473160,1038123
IF0000,2026,5,2,0.4,35318.59999996234,801979.7250000135,942549,438777
IF0000,2026,5,4,0.8,15277.89999998427,392005.29500000615,341033,160226
IF0000,2026,5,6,1.2,5121.899999995221,173844.09500000247,104125,49631
IF0000,2026,5,8,1.6,1928.1499999985435,93775.15250000128,39297,19099
IF0000,2026,5,13,2.6,1010.9499999999416,28360.05250000022,3987,1905
IF0000,2026,5,20,4.0,722.7000000000135,12032.39000000008,480,194
IF0000,2026,5,30,6.0,279.1000000000031,5618.38999999998,94,36
IF0000,2026,10,0,0.0,49608.44999998042,1529605.3225000321,2472210,1076675
IF0000,2026,10,2,0.4,37076.19999996571,1011463.9600000182,1305901,605661
IF0000,2026,10,4,0.8,22948.249999977983,624716.6025000106,663244,308006
IF0000,2026,10,6,1.2,11158.399999989913,348123.2000000054,288214,134596
IF0000,2026,10,8,1.6,6310.399999995914,210684.76000000368,138561,65025
IF0000,2026,10,13,2.6,1438.7999999994336,64149.20000000081,21482,10136
IF0000,2026,10,20,4.0,230.49999999999363,21125.47000000014,2373,1123
IF0000,2026,10,30,6.0,359.2000000000098,11513.079999999994,487,216
IF0000,2026,20,0,0.0,39291.94999998409,1537948.1425000322,2470310,1095110
IF0000,2026,20,2,0.4,33276.799999970724,1163182.340000023,1616045,745718
IF0000,2026,20,4,0.8,23950.49999997606,843548.335000014,1035137,478428
IF0000,2026,20,6,1.2,15084.849999984719,563932.2825000088,591132,274100
IF0000,2026,20,8,1.6,10175.099999991697,393176.0700000061,355225,164918
IF0000,2026,20,13,2.6,3008.299999997833,148232.970000003,88810,41392
IF0000,2026,20,20,4.0,710.5999999997266,42289.76000000095,13867,6451
IF0000,2026,20,30,6.0,-211.90000000006057,12304.750000000276,1768,837
IF0000,2026,30,0,0.0,40425.14999998578,1537990.1225000322,2468410,1099263
IF0000,2026,30,2,0.4,35896.19999997452,1233041.5500000257,1768630,811716
IF0000,2026,30,4,0.8,28938.59999997636,957123.8900000189,1249652,572989
IF0000,2026,30,6,1.2,20188.649999983183,694928.4375000125,804063,369052
IF0000,2026,30,8,1.6,13679.999999990076,517797.06500000897,535615,246856
IF0000,2026,30,13,2.6,4437.549999996479,227881.53250000396,171499,80178
IF0000,2026,30,20,4.0,614.6999999995478,72486.41000000118,34584,16457
IF0000,2026,30,30,6.0,400.79999999988377,19342.320000000425,5242,2428
IH0000,2015,1,0,0.0,15906.299999985436,7723747.680000027,3429363,1438644
IH0000,2015,1,2,0.4,-38405.25000002339,4607412.6712500155,1148781,595109
IH0000,2015,1,4,0.8,-29215.725000006,2317579.170625005,358721,192826
IH0000,2015,1,6,1.2,-21105.675000001844,1167386.6518750016,123131,69018
IH0000,2015,1,8,1.6,-13915.575000000656,630757.7818750007,50383,29262
IH0000,2015,1,13,2.6,-4813.60000000004,186323.36500000025,8626,5339
IH0000,2015,1,20,4.0,-1000.4499999999973,45045.78249999992,1210,762
IH0000,2015,1,30,6.0,-346.95000000000437,19722.07749999996,198,130
IH0000,2015,2,0,0.0,94363.02499998576,7954492.856875022,3429009,1497185
IH0000,2015,2,2,0.4,31342.049999975185,5404056.243750013,1491135,753117
IH0000,2015,2,4,0.8,2830.6999999908257,3295241.6112500066,616359,321713
IH0000,2015,2,6,1.2,-5225.850000003817,1986415.348750003,258974,139046
IH0000,2015,2,8,1.6,-5499.025000001715,1252798.6106250002,119698,65448
IH0000,2015,2,13,2.6,-3533.6000000001886,443700.24250000145,23934,13543
IH0000,2015,2,20,4.0,-1003.3500000000151,134958.30875000008,4056,2383
IH0000,2015,2,30,6.0,-731.8000000000034,48735.99999999994,665,414
IH0000,2015,3,0,0.0,106107.24999998671,8086995.792500035,3428655,1538380
IH0000,2015,3,2,0.4,48998.47499997501,5906233.254375014,1727121,863351
IH0000,2015,3,4,0.8,8202.49999998941,3991390.6612500064,824022,425838
IH0000,2015,3,6,1.2,-8242.150000005306,2676380.4537500073,399422,212854
IH0000,2015,3,8,1.6,-10685.750000002676,1860529.4987500021,209466,113863
IH0000,2015,3,13,2.6,-5393.575000000581,818824.3393749999,52732,29277
IH0000,2015,3,20,4.0,-1972.1500000000583,279979.5962500002,10267,5803
IH0000,2015,3,30,6.0,-770.499999999995,94670.8950000001,1798,1019
IH0000,2015,5,0,0.0,92142.69999998783,8193279.977500036,3427947,1574918
IH0000,2015,5,2,0.4,50820.39999997582,6495275.557500024,2034326,1010225
IH0000,2015,5,4,0.8,5897.599999987955,4851886.7175000105,1132142,579397
IH0000,2015,5,6,1.2,-17623.075000007022,3591679.569375006,631993,333304
IH0000,2015,5,8,1.6,-24326.60000000423,2730443.6412500036,373752,202021
IH0000,2015,5,13,2.6,-15220.525000001251,1449761.9668750037,118752,65947
IH0000,2015,5,20,4.0,-5494.35000000015,645718.95875,30466,17046
IH0000,2015,5,30,6.0,-1894.4749999999858,237966.30062500024,6212,3514
IH0000,2015,10,0,0.0,107315.04999998896,8274190.737500021,3426177,1594363
IH0000,2015,10,2,0.4,81881.09999997937,7069950.545000017,2387623,1167587
IH0000,2015,10,4,0.8,36396.04999998679,5801318.097500015,1574490,786014
IH0000,2015,10,6,1.2,2525.6999999910913,4718476.59125001,1016104,519161
IH0000,2015,10,8,1.6,-16114.850000006318,3881970.0837500095,677004,353114
IH0000,2015,10,13,2.6,-22976.87500000239,2452605.0081250025,271677,146510
IH0000,2015,10,20,4.0,-13257.925000000661,1365122.4768750006,90250,49519
IH0000,2015,10,30,6.0,-4704.525000000174,665879.0618750011,25771,14236
IH0000,2015,20,0,0.0,130633.34999999171,8314784.3275000295,3422637,1599763
IH0000,2015,20,2,0.4,116978.74999998328,7468149.636250019,2665944,1285784
IH0000,2015,20,4,0.8,85996.8999999875,6528786.813750019,1994267,972200
IH0000,2015,20,6,1.2,51830.12499999009,5646335.790625019,1453210,718554
IH0000,2015,20,8,1.6,23972.37499999203,4907565.293125006,1074215,538822
IH0000,2015,20,13,2.6,-10112.775000003803,3507260.0456250007,526794,273612
IH0000,2015,20,20,4.0,-15794.925000001022,2248018.5981250033,214957,114818
IH0000,2015,20,30,6.0,-10803.775000000438,1294860.255625002,76146,41356
IH0000,2015,30,0,0.0,127377.6999999928,8323265.897500031,3419097,1608821
IH0000,2015,30,2,0.4,118844.12499998586,7642124.859375024,2798777,1349611
IH0000,2015,30,4,0.8,101017.67499998854,6866410.86187502,2219713,1077038
IH0000,2015,30,6,1.2,75499.12499999061,6114225.214375016,1719085,841484
IH0000,2015,30,8,1.6,52876.874999991975,5452525.776875009,1343226,663436
IH0000,2015,30,13,2.6,15424.399999995625,4120785.5687500113,736873,372763
IH0000,2015,30,20,4.0,-3838.85000000117,2803440.7362500033,335545,174105
IH0000,2015,30,30,6.0,-7565.550000000527,1719075.6312500024,131251,69647
IH0000,2016,1,0,0.0,-10047.52500000538,858242.1643750038,2254158,830399
IH0000,2016,1,2,0.4,-51281.95000000645,215084.79000000126,272025,163287
IH0000,2016,1,4,0.8,-24180.45000000106,83067.68500000077,60957,40884
IH0000,2016,1,6,1.2,-10816.85000000027,41475.12500000033,17952,12659
IH0000,2016,1,8,1.6,-5335.9500000000735,23335.190000000206,6573,4821
IH0000,2016,1,13,2.6,-1274.2250000000179,8759.869375000078,1008,769
IH0000,2016,1,20,4.0,-239.5750000000039,4139.841875000002,154,118
IH0000,2016,1,30,6.0,-97.05000000000064,1410.368749999986,27,21
IH0000,2016,2,0,0.0,-574.6250000099299,888493.6618750044,2253671,840860
IH0000,2016,2,2,0.4,-47706.15000000865,306456.42750000115,399034,224067
IH0000,2016,2,4,0.8,-28306.9750000016,121451.92687500086,98584,62029
IH0000,2016,2,6,1.2,-14068.275000000462,59676.3218750005,29998,20155
IH0000,2016,2,8,1.6,-7271.0750000001535,33043.40187500034,11008,7725
IH0000,2016,2,13,2.6,-2133.8750000000305,12214.461875000157,1769,1324
IH0000,2016,2,20,4.0,-608.2750000000087,5751.581875000066,328,250
IH0000,2016,2,30,6.0,-143.75000000000182,2637.848750000031,64,45
IH0000,2016,3,0,0.0,-1949.350000009586,951981.9762500045,2253184,920227
IH0000,2016,3,2,0.4,-43021.02500001129,387263.3606250009,532322,288234
IH0000,2016,3,4,0.8,-29535.92500000233,159683.39562500097,139580,83908
IH0000,2016,3,6,1.2,-15603.075000000656,77437.07312500065,43427,27768
IH0000,2016,3,8,1.6,-8465.075000000239,43429.63312500024,16028,10784
IH0000,2016,3,13,2.6,-2519.0500000000384,16044.21250000009,2575,1846
IH0000,2016,3,20,4.0,-763.7500000000043,6516.692500000042,436,329
IH0000,2016,3,30,6.0,-232.84999999999945,3732.562500000017,90,66
IH0000,2016,5,0,0.0,2245.0499999901886,987023.3575000059,2252210,957165
IH0000,2016,5,2,0.4,-26926.625000014275,501452.24312500143,731967,376610
IH0000,2016,5,4,0.8,-25772.57500000341,227229.21062500117,221793,123848
IH0000,2016,5,6,1.2,-15442.825000001036,114607.47812500046,75018,44231
IH0000,2016,5,8,1.6,-9712.82500000042,62467.343125000356,28639,17861
IH0000,2016,5,13,2.6,-3031.7000000000658,20987.40250000012,4444,3009
IH0000,2016,5,20,4.0,-943.2000000000078,8075.862500000021,713,528
IH0000,2016,5,30,6.0,-277.2000000000037,3894.4224999999788,147,112
IH0000,2016,10,0,0.0,15325.999999991847,1012496.7300000049,2249775,982101
IH0000,2016,10,2,0.4,-1568.800000015122,643202.8350000025,1025022,501582
IH0000,2016,10,4,0.8,-11059.150000005515,360685.6050000011,415708,212403
IH0000,2016,10,6,1.2,-10406.050000002106,206490.1800000006,170074,90024
IH0000,2016,10,8,1.6,-7944.350000000941,121489.15000000023,74877,40899
IH0000,2016,10,13,2.6,-3692.950000000128,40778.055,13074,7689
IH0000,2016,10,20,4.0,-1357.5500000000006,14676.194999999943,2033,1300
IH0000,2016,10,30,6.0,-449.4000000000012,6465.392499999944,338,225
IH0000,2016,20,0,0.0,29536.299999993207,1024630.3000000055,2244905,991703
IH0000,2016,20,2,0.4,20104.64999998615,758461.6225000019,1311744,619739
IH0000,2016,20,4,0.8,7726.449999993201,511914.8225000016,692537,334403
IH0000,2016,20,6,1.2,1278.474999996402,337444.0531250009,356752,175819
IH0000,2016,20,8,1.6,-1567.375000001964,225762.2856250005,190062,95196
IH0000,2016,20,13,2.6,-2972.3500000002964,91636.02500000011,46241,24236
IH0000,2016,20,20,4.0,-1147.5000000000236,33509.97749999998,8239,4535
IH0000,2016,20,30,6.0,-408.00000000001296,12042.332499999988,1263,705
IH0000,2016,30,0,0.0,31292.34999999475,1028088.8575000052,2240035,995329
IH0000,2016,30,2,0.4,24955.499999987813,814676.6200000041,1463286,684517
IH0000,2016,30,4,0.8,15682.84999999309,601927.8975000025,880233,416807
IH0000,2016,30,6,1.2,7571.149999995745,436273.40750000154,510184,245676
IH0000,2016,30,8,1.6,3243.54999999731,316150.432500001,303201,147967
IH0000,2016,30,13,2.6,-700.000000000703,145510.1800000003,90434,45351
IH0000,2016,30,20,4.0,-1028.3750000000437,56241.28562500017,19102,9868
IH0000,2016,30,30,6.0,104.44999999996912,21384.81000000005,3396,1677
IH0000,2017,1,0,0.0,-27963.85000000921,552634.1312500043,2714601,968489
IH0000,2017,1,2,0.4,-44040.72500000851,96131.97562500219,235632,146728
IH0000,2017,1,4,0.8,-11879.37500000084,21572.58312500061,28923,21058
IH0000,2017,1,6,1.2,-3017.5750000001312,6448.96312500012,4479,3537
IH0000,2017,1,8,1.6,-1007.075000000028,2578.693125000042,1066,871
IH0000,2017,1,13,2.6,-182.97499999999718,783.0831249999743,109,92
IH0000,2017,1,20,4.0,-54.79999999999791,369.4399999999756,16,14
IH0000,2017,1,30,6.0,-26.099999999999,278.3899999999852,4,3
IH0000,2017,2,0,0.0,13394.39999998524,576527.7787500045,2714113,958828
IH0000,2017,2,2,0.4,-31777.87500001062,126849.81812500136,318057,177948
IH0000,2017,2,4,0.8,-12249.925000001098,29076.195625000484,42295,28139
IH0000,2017,2,6,1.2,-3457.3250000001617,8651.635625000168,6722,4929
IH0000,2017,2,8,1.6,-1320.9750000000363,3994.9431250000443,1774,1362
IH0000,2017,2,13,2.6,-266.6749999999988,1567.1931249999848,169,143
IH0000,2017,2,20,4.0,-80.94999999999618,642.5424999999824,28,21
IH0000,2017,2,30,6.0,-41.69999999999891,497.8299999999957,7,5
IH0000,2017,3,0,0.0,15392.699999985209,623918.8212500048,2713625,1052518
IH0000,2017,3,2,0.4,-25884.550000014468,171854.87875000105,449371,237968
IH0000,2017,3,4,0.8,-12864.325000001729,40463.835625000516,64918,39878
IH0000,2017,3,6,1.2,-4139.325000000272,11721.25562500017,10586,7258
IH0000,2017,3,8,1.6,-1556.7750000000601,5007.483125000064,2631,1907
IH0000,2017,3,13,2.6,-305.17500000000246,1769.0631249999913,243,184
IH0000,2017,3,20,4.0,-112.74999999999545,1034.122499999959,41,30
IH0000,2017,3,30,6.0,-78.29999999999745,884.1099999999701,14,11
IH0000,2017,5,0,0.0,32632.299999985138,649507.5312500045,2712649,1086609
IH0000,2017,5,2,0.4,-8019.950000018545,240225.46875000038,662851,326524
IH0000,2017,5,4,0.8,-10937.275000003008,67846.33562500046,123875,67975
IH0000,2017,5,6,1.2,-4752.875000000529,19942.875625000226,22906,13812
IH0000,2017,5,8,1.6,-1974.3750000001255,8309.985625000072,5850,3740
IH0000,2017,5,13,2.6,-425.925000000007,2259.4431250000052,477,334
IH0000,2017,5,20,4.0,-160.72499999999673,1210.983124999971,72,55
IH0000,2017,5,30,6.0,-89.94999999999845,929.4624999999728,18,15
IH0000,2017,10,0,0.0,45381.24999998722,672615.2812500052,2710209,1119171
IH0000,2017,10,2,0.4,16900.099999978127,349233.6087500006,1039004,482221
IH0000,2017,10,4,0.8,-2535.250000006079,141817.1462500005,312225,153611
IH0000,2017,10,6,1.2,-4776.375000001815,52945.45562500008,82457,43290
IH0000,2017,10,8,1.6,-3143.47500000063,22184.605625000153,24966,13811
IH0000,2017,10,13,2.6,-640.0250000000624,4726.903124999993,2115,1247
IH0000,2017,10,20,4.0,-177.5750000000021,1864.380624999998,200,113
IH0000,2017,10,30,6.0,-93.37499999999955,1038.760624999986,32,23
IH0000,2017,20,0,0.0,43658.47499998942,684575.5031250044,2705329,1146342
IH0000,2017,20,2,0.4,28434.624999978863,449914.530625002,1441497,653557
IH0000,2017,20,4,0.8,9091.82499999112,250164.55062500125,646186,300215
IH0000,2017,20,6,1.2,328.32499999624315,125793.24562500083,252027,120818
IH0000,2017,20,8,1.6,-1274.8750000018085,65314.8256250003,103725,50765
IH0000,2017,20,13,2.6,-1326.375000000231,13466.515625000058,12281,6486
IH0000,2017,20,20,4.0,-194.87500000000045,2863.010624999987,1112,551
IH0000,2017,20,30,6.0,-109.400000000001,1022.4199999999961,70,39
IH0000,2017,30,0,0.0,35060.399999991656,688116.9100000055,2700449,1159764
IH0000,2017,30,2,0.4,27408.099999981223,497059.08000000304,1647420,743947
IH0000,2017,30,4,0.8,14580.84999999033,317848.92750000185,883899,403372
IH0000,2017,30,6,1.2,5006.6499999946645,184247.86750000127,419396,194762
IH0000,2017,30,8,1.6,1163.5499999970643,107816.26250000072,203487,95722
IH0000,2017,30,13,2.6,-141.1500000004794,28493.21250000007,34070,16243
IH0000,2017,30,20,4.0,-255.8000000000211,5071.299999999933,3374,1681
IH0000,2017,30,30,6.0,-74.49999999999955,1105.0899999999867,249,114
IH0000,2018,1,0,0.0,-34813.25000001344,1582331.6775000144,3968157,1495478
IH0000,2018,1,2,0.4,-97413.15000001897,409903.28750000516,598533,350501
IH0000,2018,1,4,0.8,-37231.900000002526,109203.96000000188,102459,68868
IH0000,2018,1,6,1.2,-12065.000000000444,34255.04000000067,19889,14734
IH0000,2018,1,8,1.6,-4409.300000000115,14843.730000000138,5377,4120
IH0000,2018,1,13,2.6,-759.400000000011,3351.1399999999876,592,465
IH0000,2018,1,20,4.0,-112.19999999999754,589.9999999999869,52,42
IH0000,2018,1,30,6.0,-19.599999999998545,167.4399999999882,6,5
IH0000,2018,2,0,0.0,40599.49999998135,1668263.0500000122,3967671,1526234
IH0000,2018,2,2,0.4,-53078.70000002251,530888.6450000039,790092,419779
IH0000,2018,2,4,0.8,-30710.500000003653,151945.42000000193,153030,91706
IH0000,2018,2,6,1.2,-12376.750000000746,49822.54250000065,31798,21181
IH0000,2018,2,8,1.6,-5134.450000000193,22148.212500000252,8947,6307
IH0000,2018,2,13,2.6,-856.5499999999979,5329.182499999986,908,661
IH0000,2018,2,20,4.0,-160.59999999999536,1017.759999999974,102,75
IH0000,2018,2,30,6.0,-30.09999999999809,281.18999999998954,13,8
IH0000,2018,3,0,0.0,44087.59999998149,1764221.7000000167,3967185,1633785
IH0000,2018,3,2,0.4,-33796.0500000276,681284.7275000033,1058747,541395
IH0000,2018,3,4,0.8,-27628.65000000557,216250.95750000174,235706,132620
IH0000,2018,3,6,1.2,-12907.30000000136,74114.59500000064,52716,32393
IH0000,2018,3,8,1.6,-5858.100000000324,32322.795000000257,15107,9859
IH0000,2018,3,13,2.6,-985.9000000000146,7849.070000000013,1482,1004
IH0000,2018,3,20,4.0,-188.50000000000273,1581.509999999974,167,113
IH0000,2018,3,30,6.0,-43.49999999999727,516.0499999999768,25,15
IH0000,2018,5,0,0.0,60310.149999981695,1821721.7525000144,3966213,1689728
IH0000,2018,5,2,0.4,1660.1499999685147,887682.1975000028,1447056,709237
IH0000,2018,5,4,0.8,-19492.800000008832,346302.68000000186,421996,221682
IH0000,2018,5,6,1.2,-13752.00000000267,134774.2350000008,115069,65099
IH0000,2018,5,8,1.6,-7367.300000000854,61563.14500000043,36628,21717
IH0000,2018,5,13,2.6,-1285.1000000000372,13886.004999999943,3487,2170
