code,factor,J,k,bucket,mean_dy,n,nrows
IC0000,mpb,20,240,neg0.1,-1.5845122,35131,35130098
IC0000,mpb,20,240,neg1,-1.0557765,351304,35130098
IC0000,mpb,20,240,neg5,-0.70903665,1756515,35130098
IC0000,mpb,20,240,pos5,-0.4011618,1757008,35130098
IC0000,mpb,20,240,pos1,-0.99666667,351303,35130098
IC0000,mpb,20,240,pos0.1,-2.144909,35160,35130098
IC0000,mpb,20,600,neg0.1,-1.9369764,32234,32228359
IC0000,mpb,20,600,neg1,-1.6652232,322373,32228359
IC0000,mpb,20,600,neg5,-1.1969358,1612351,32228359
IC0000,mpb,20,600,pos5,-0.91350615,1611508,32228359
IC0000,mpb,20,600,pos1,-1.5283186,322473,32228359
IC0000,mpb,20,600,pos0.1,-1.56716,32229,32228359
IC0000,mpb,60,1,neg0.1,-0.06861964,36389,36388670
IC0000,mpb,60,1,neg1,-0.062822886,363904,36388670
IC0000,mpb,60,1,neg5,-0.057194434,1819434,36388670
IC0000,mpb,60,1,pos5,0.05033216,1819453,36388670
IC0000,mpb,60,1,pos1,0.053668838,363889,36388670
IC0000,mpb,60,1,pos0.1,0.043639563,36389,36388670
IC0000,mpb,60,20,neg0.1,0.23795827,36332,36327943
IC0000,mpb,60,20,neg1,-0.112087235,363284,36327943
IC0000,mpb,60,20,neg5,-0.13525698,1816398,36327943
IC0000,mpb,60,20,pos5,0.0015803028,1816424,36327943
IC0000,mpb,60,20,pos1,-0.15230359,363281,36327943
IC0000,mpb,60,20,pos0.1,-0.07046906,36328,36327943
IC0000,mpb,60,60,neg0.1,-0.22552057,36163,36162301
IC0000,mpb,60,60,neg1,-0.10491422,361624,36162301
IC0000,mpb,60,60,neg5,-0.21420166,1808177,36162301
IC0000,mpb,60,60,pos5,-0.0040461984,1808117,36162301
IC0000,mpb,60,60,pos1,-0.29788262,361624,36162301
IC0000,mpb,60,60,pos0.1,-0.45079634,36166,36162301
IC0000,mpb,60,120,neg0.1,-0.97106344,35837,35835482
IC0000,mpb,60,120,neg1,-0.48314828,358361,35835482
IC0000,mpb,60,120,neg5,-0.3204823,1791790,35835482
IC0000,mpb,60,120,pos5,-0.022624766,1791908,35835482
IC0000,mpb,60,120,pos1,-0.49251324,358366,35835482
IC0000,mpb,60,120,pos0.1,-1.4447622,35836,35835482
IC0000,mpb,60,240,neg0.1,-2.2736163,35018,35017978
IC0000,mpb,60,240,neg1,-1.1370033,350207,35017978
IC0000,mpb,60,240,neg5,-0.68296844,1750903,35017978
IC0000,mpb,60,240,pos5,-0.43963388,1750899,35017978
IC0000,mpb,60,240,pos1,-1.0575732,350180,35017978
IC0000,mpb,60,240,pos0.1,-2.2341871,35019,35017978
IC0000,mpb,60,600,neg0.1,-1.4509135,32127,32126363
IC0000,mpb,60,600,neg1,-1.8942132,321264,32126363
IC0000,mpb,60,600,neg5,-1.3311026,1606330,32126363
IC0000,mpb,60,600,pos5,-1.0572729,1606336,32126363
IC0000,mpb,60,600,pos1,-1.8174373,321276,32126363
IC0000,mpb,60,600,pos0.1,-0.24414045,32127,32126363
IC0000,mpb,120,1,neg0.1,-0.041702338,36209,36208313
IC0000,mpb,120,1,neg1,-0.04423283,362084,36208313
IC0000,mpb,120,1,neg5,-0.04061387,1810416,36208313
IC0000,mpb,120,1,pos5,0.035461187,1810416,36208313
IC0000,mpb,120,1,pos1,0.03189694,362088,36208313
IC0000,mpb,120,1,pos0.1,0.035170812,36209,36208313
IC0000,mpb,120,20,neg0.1,0.25232378,36148,36147765
IC0000,mpb,120,20,neg1,-0.12879069,361478,36147765
IC0000,mpb,120,20,neg5,-0.10912648,1807389,36147765
IC0000,mpb,120,20,pos5,0.05239409,1807389,36147765
IC0000,mpb,120,20,pos1,-0.0671258,361478,36147765
IC0000,mpb,120,20,pos0.1,-0.07625595,36148,36147765
IC0000,mpb,120,60,neg0.1,-0.20807281,35985,35984055
IC0000,mpb,120,60,neg1,-0.086187586,359843,35984055
IC0000,mpb,120,60,neg5,-0.13879423,1799203,35984055
IC0000,mpb,120,60,pos5,0.027832601,1799203,35984055
IC0000,mpb,120,60,pos1,-0.20478293,359842,35984055
IC0000,mpb,120,60,pos0.1,-0.41500625,35985,35984055
IC0000,mpb,120,120,neg0.1,-1.10659,35660,35659577
IC0000,mpb,120,120,neg1,-0.53721577,356596,35659577
IC0000,mpb,120,120,neg5,-0.33824039,1782979,35659577
IC0000,mpb,120,120,pos5,-0.02801709,1783001,35659577
IC0000,mpb,120,120,pos1,-0.594544,356596,35659577
IC0000,mpb,120,120,pos0.1,-2.4806085,35660,35659577
IC0000,mpb,120,240,neg0.1,-2.6129763,34848,34847329
IC0000,mpb,120,240,neg1,-0.84511447,348480,34847329
IC0000,mpb,120,240,neg5,-0.56762695,1742367,34847329
IC0000,mpb,120,240,pos5,-0.40738058,1742367,34847329
IC0000,mpb,120,240,pos1,-0.95839584,348475,34847329
IC0000,mpb,120,240,pos0.1,-3.1994948,34848,34847329
IC0000,mpb,120,600,neg0.1,-2.427546,31972,31971231
IC0000,mpb,120,600,neg1,-1.9891919,319713,31971231
IC0000,mpb,120,600,neg5,-1.2726188,1598562,31971231
IC0000,mpb,120,600,pos5,-0.99344474,1598562,31971231
IC0000,mpb,120,600,pos1,-2.0679126,319713,31971231
IC0000,mpb,120,600,pos0.1,-1.5938321,31972,31971231
IF0000,voi,1,1,neg0.1,-1.2406815,42818,36876946
IF0000,voi,1,1,neg1,-0.8292965,402177,36876946
IF0000,voi,1,1,neg5,-0.5622496,1898944,36876946
IF0000,voi,1,1,pos5,0.5775319,1862570,36876946
IF0000,voi,1,1,pos1,0.8647012,389039,36876946
IF0000,voi,1,1,pos0.1,1.3032708,40754,36876946
IF0000,voi,1,20,neg0.1,-2.0008426,42721,36819506
IF0000,voi,1,20,neg1,-1.2836126,401456,36819506
IF0000,voi,1,20,neg5,-0.93811053,1895977,36819506
IF0000,voi,1,20,pos5,0.9788572,1859786,36819506
IF0000,voi,1,20,pos1,1.3928427,388443,36819506
IF0000,voi,1,20,pos0.1,2.1547043,40697,36819506
IF0000,voi,1,60,neg0.1,-1.8714027,42497,36694131
IF0000,voi,1,60,neg1,-1.2348012,399736,36694131
IF0000,voi,1,60,neg5,-0.9304001,1888932,36694131
IF0000,voi,1,60,pos5,0.9715945,1852722,36694131
IF0000,voi,1,60,pos1,1.3341094,386767,36694131
IF0000,voi,1,60,pos0.1,2.032215,40509,36694131
IF0000,voi,1,120,neg0.1,-1.7486506,42055,36494634
IF0000,voi,1,120,neg1,-1.1378591,396644,36494634
IF0000,voi,1,120,neg5,-0.87540615,1877023,36494634
IF0000,voi,1,120,pos5,0.9578465,1840523,36494634
IF0000,voi,1,120,pos1,1.3270838,383767,36494634
IF0000,voi,1,120,pos0.1,2.0582728,40113,36494634
IF0000,voi,1,240,neg0.1,-1.3616028,41352,36065647
IF0000,voi,1,240,neg1,-0.9082676,390571,36065647
IF0000,voi,1,240,neg5,-0.79946744,1852480,36065647
IF0000,voi,1,240,pos5,0.8981263,1817088,36065647
IF0000,voi,1,240,pos1,1.2015332,378290,36065647
IF0000,voi,1,240,pos0.1,1.8250444,39430,36065647
IF0000,voi,1,600,neg0.1,-0.9357701,39164,34607287
IF0000,voi,1,600,neg1,-0.84570104,372044,34607287
IF0000,voi,1,600,neg5,-0.8484203,1773800,34607287
IF0000,voi,1,600,pos5,0.7629585,1737907,34607287
IF0000,voi,1,600,pos1,0.9946889,359719,34607287
IF0000,voi,1,600,pos0.1,1.7674623,37080,34607287
IF0000,voi,5,1,neg0.1,-0.5861795,37770,36864922
IF0000,voi,5,1,neg1,-0.44706714,387746,36864922
IF0000,voi,5,1,neg5,-0.2989327,2054449,36864922
IF0000,voi,5,1,pos5,0.3111153,2004596,36864922
IF0000,voi,5,1,pos1,0.46577436,380811,36864922
IF0000,voi,5,1,pos0.1,0.5940521,39308,36864922
IF0000,voi,5,20,neg0.1,-1.2193236,37700,36807498
IF0000,voi,5,20,neg1,-0.83913225,387287,36807498
IF0000,voi,5,20,neg5,-0.604181,2051891,36807498
IF0000,voi,5,20,pos5,0.6443382,2002374,36807498
IF0000,voi,5,20,pos1,0.94211674,380464,36807498
IF0000,voi,5,20,pos0.1,1.1948667,39273,36807498
IF0000,voi,5,60,neg0.1,-1.2657024,37542,36682174
IF0000,voi,5,60,neg1,-0.7888307,385977,36682174
IF0000,voi,5,60,neg5,-0.5947209,2045504,36682174
IF0000,voi,5,60,pos5,0.6280827,1995652,36682174
IF0000,voi,5,60,pos1,0.8973468,379160,36682174
IF0000,voi,5,60,pos0.1,1.0893404,39120,36682174
IF0000,voi,5,120,neg0.1,-1.0274526,37246,36482704
IF0000,voi,5,120,neg1,-0.6867423,383325,36482704
IF0000,voi,5,120,neg5,-0.50938463,2033594,36482704
IF0000,voi,5,120,pos5,0.61022204,1982979,36482704
IF0000,voi,5,120,pos1,0.9338513,376402,36482704
IF0000,voi,5,120,pos0.1,1.1729541,38834,36482704
IF0000,voi,5,240,neg0.1,-0.22623345,36564,36053871
IF0000,voi,5,240,neg1,-0.31134573,377887,36053871
IF0000,voi,5,240,neg5,-0.33314532,2007828,36053871
IF0000,voi,5,240,pos5,0.5173119,1958918,36053871
IF0000,voi,5,240,pos1,0.7475028,371414,36053871
IF0000,voi,5,240,pos0.1,0.8950111,38185,36053871
IF0000,voi,5,600,neg0.1,0.03369537,34619,34595917
IF0000,voi,5,600,neg1,-0.19517513,360963,34595917
IF0000,voi,5,600,neg5,-0.34728736,1924068,34595917
IF0000,voi,5,600,pos5,0.4521064,1873434,34595917
IF0000,voi,5,600,pos1,0.66552526,353221,34595917
IF0000,voi,5,600,pos0.1,1.1914837,35943,34595917
IF0000,voi,20,1,neg0.1,-0.27335924,37330,36819832
IF0000,voi,20,1,neg1,-0.20222466,370348,36819832
IF0000,voi,20,1,neg5,-0.14340013,1851379,36819832
IF0000,voi,20,1,pos5,0.14645329,1936655,36819832
IF0000,voi,20,1,pos1,0.20816816,369581,36819832
IF0000,voi,20,1,pos0.1,0.25518677,37692,36819832
IF0000,voi,20,20,neg0.1,-0.967651,37250,36762421
IF0000,voi,20,20,neg1,-0.49537137,369980,36762421
IF0000,voi,20,20,neg5,-0.35979864,1849194,36762421
IF0000,voi,20,20,pos5,0.40420234,1934322,36762421
IF0000,voi,20,20,pos1,0.5901403,369169,36762421
IF0000,voi,20,20,pos0.1,0.8872661,37624,36762421
IF0000,voi,20,60,neg0.1,-1.2888703,37162,36637275
IF0000,voi,20,60,neg1,-0.49078938,368814,36637275
IF0000,voi,20,60,neg5,-0.29735523,1843825,36637275
IF0000,voi,20,60,pos5,0.40018588,1928084,36637275
IF0000,voi,20,60,pos1,0.5889678,368004,36637275
IF0000,voi,20,60,pos0.1,0.65670246,37501,36637275
IF0000,voi,20,120,neg0.1,-0.6088458,36786,36438005
IF0000,voi,20,120,neg1,-0.17389737,366055,36438005
IF0000,voi,20,120,neg5,-0.14538078,1832952,36438005
IF0000,voi,20,120,pos5,0.35290128,1914721,36438005
IF0000,voi,20,120,pos1,0.66272795,365051,36438005
IF0000,voi,20,120,pos0.1,0.7074027,37162,36438005
IF0000,voi,20,240,neg0.1,0.7222579,37371,36009629
IF0000,voi,20,240,neg1,0.35144037,380248,36009629
IF0000,voi,20,240,neg5,0.07976512,1807068,36009629
IF0000,voi,20,240,pos5,0.24336578,1890465,36009629
IF0000,voi,20,240,pos1,0.5168125,380282,36009629
IF0000,voi,20,240,pos0.1,0.2304207,36416,36009629
IF0000,voi,20,600,neg0.1,0.69374967,35102,34553113
IF0000,voi,20,600,neg1,0.3455193,361249,34553113
IF0000,voi,20,600,neg5,0.034083217,1728446,34553113
IF0000,voi,20,600,pos5,0.23114745,1801268,34553113
IF0000,voi,20,600,pos1,0.47294155,359370,34553113
IF0000,voi,20,600,pos0.1,0.30271122,35187,34553113
IF0000,voi,60,1,neg0.1,-0.16105281,36873,36699592
IF0000,voi,60,1,neg1,-0.09688469,371488,36699592
IF0000,voi,60,1,neg5,-0.06898603,1878373,36699592
IF0000,voi,60,1,pos5,0.07404409,1880886,36699592
IF0000,voi,60,1,pos1,0.10325691,368140,36699592
IF0000,voi,60,1,pos0.1,0.13205111,37175,36699592
IF0000,voi,60,20,neg0.1,-0.7347615,36831,36642200
IF0000,voi,60,20,neg1,-0.2180336,371124,36642200
IF0000,voi,60,20,neg5,-0.14651477,1876036,36642200
IF0000,voi,60,20,pos5,0.21031633,1878140,36642200
IF0000,voi,60,20,pos1,0.26480243,367693,36642200
IF0000,voi,60,20,pos0.1,0.3334455,37150,36642200
IF0000,voi,60,60,neg0.1,-1.3622879,36707,36517255
IF0000,voi,60,60,neg1,-0.22275506,369821,36517255
IF0000,voi,60,60,neg5,-0.009657096,1869972,36517255
IF0000,voi,60,60,pos5,0.18120316,1870442,36517255
IF0000,voi,60,60,pos1,0.29055303,366403,36517255
IF0000,voi,60,60,pos0.1,0.29591754,37061,36517255
IF0000,voi,60,120,neg0.1,-0.218261,37194,36318521
IF0000,voi,60,120,neg1,0.4007732,367043,36318521
IF0000,voi,60,120,neg5,0.25435486,1858840,36318521
IF0000,voi,60,120,pos5,0.11313742,1857679,36318521
IF0000,voi,60,120,pos1,0.13510874,363522,36318521
IF0000,voi,60,120,pos0.1,0.5750399,36927,36318521
IF0000,voi,60,240,neg0.1,1.0257075,36079,35891107
IF0000,voi,60,240,neg1,0.9689437,359219,35891107
IF0000,voi,60,240,neg5,0.42490342,1828412,35891107
IF0000,voi,60,240,pos5,0.056794893,1832251,35891107
IF0000,voi,60,240,pos1,0.05423468,368316,35891107
IF0000,voi,60,240,pos0.1,-0.5580454,36058,35891107
IF0000,voi,60,600,neg0.1,1.5959374,35174,34437837
IF0000,voi,60,600,neg1,0.67592806,351118,34437837
IF0000,voi,60,600,neg5,0.17389198,1746432,34437837
IF0000,voi,60,600,pos5,0.15055157,1741008,34437837
IF0000,voi,60,600,pos1,0.2998525,346407,34437837
IF0000,voi,60,600,pos0.1,0.072640054,35022,34437837
IF0000,voi,120,1,neg0.1,-0.11738501,36589,36519232
IF0000,voi,120,1,neg1,-0.0662573,370246,36519232
IF0000,voi,120,1,neg5,-0.04241613,1832699,36519232
IF0000,voi,120,1,pos5,0.0477723,1853773,36519232
IF0000,voi,120,1,pos1,0.067353934,365361,36519232
IF0000,voi,120,1,pos0.1,0.084367044,36922,36519232
IF0000,voi,120,20,neg0.1,-0.45526496,36515,36461891
IF0000,voi,120,20,neg1,-0.12094521,369655,36461891
IF0000,voi,120,20,neg5,-0.036798347,1830517,36461891
IF0000,voi,120,20,pos5,0.1417266,1850383,36461891
IF0000,voi,120,20,pos1,0.22839043,364711,36461891
IF0000,voi,120,20,pos0.1,0.21942231,36906,36461891
IF0000,voi,120,60,neg0.1,-0.020801106,36849,36337114
IF0000,voi,120,60,neg1,0.16415812,368075,36337114
IF0000,voi,120,60,neg5,0.15187262,1824631,36337114
IF0000,voi,120,60,pos5,0.08055777,1842808,36337114
IF0000,voi,120,60,pos1,0.13422944,371420,36337114
IF0000,voi,120,60,pos0.1,0.08606002,36858,36337114
IF0000,voi,120,120,neg0.1,1.6324081,36463,36138839
IF0000,voi,120,120,neg1,0.6683001,364976,36138839
IF0000,voi,120,120,neg5,0.42912138,1811773,36138839
IF0000,voi,120,120,pos5,0.08504997,1831582,36138839
IF0000,voi,120,120,pos1,-0.0018623943,368880,36138839
IF0000,voi,120,120,pos0.1,0.34078434,36617,36138839
IF0000,voi,120,240,neg0.1,1.2927262,35786,35712284
IF0000,voi,120,240,neg1,0.92589194,364724,35712284
IF0000,voi,120,240,neg5,0.48535874,1827748,35712284
IF0000,voi,120,240,pos5,0.15942006,1804820,35712284
IF0000,voi,120,240,pos1,0.06381691,362639,35712284
IF0000,voi,120,240,pos0.1,-0.41416067,36213,35712284
IF0000,voi,120,600,neg0.1,2.566821,34555,34263625
IF0000,voi,120,600,neg1,0.5341366,344059,34263625
IF0000,voi,120,600,neg5,0.14117886,1749791,34263625
IF0000,voi,120,600,pos5,0.48068994,1753671,34263625
IF0000,voi,120,600,pos1,0.41771707,347885,34263625
IF0000,voi,120,600,pos0.1,0.80619687,34695,34263625
IF0000,oir,1,1,neg0.1,-0.6208193,38181,36879952
IF0000,oir,1,1,neg1,-0.5781662,372271,36879952
IF0000,oir,1,1,neg5,-0.5274713,2187118,36879952
IF0000,oir,1,1,pos5,0.52849454,2181013,36879952
IF0000,oir,1,1,pos1,0.57580143,369373,36879952
IF0000,oir,1,1,pos0.1,0.6172317,37959,36879952
IF0000,oir,1,20,neg0.1,-0.48217288,38060,36822504
IF0000,oir,1,20,neg1,-0.21957158,371125,36822504
IF0000,oir,1,20,neg5,-0.27091637,2182179,36822504
IF0000,oir,1,20,pos5,0.26807445,2176759,36822504
IF0000,oir,1,20,pos1,0.18777698,368477,36822504
IF0000,oir,1,20,pos0.1,0.33934656,37861,36822504
IF0000,oir,1,60,neg0.1,-0.27898943,37781,36697116
IF0000,oir,1,60,neg1,-0.09733522,368736,36697116
IF0000,oir,1,60,neg5,-0.19460763,2171495,36697116
IF0000,oir,1,60,pos5,0.18437774,2167439,36697116
IF0000,oir,1,60,pos1,0.024095483,367268,36697116
IF0000,oir,1,60,pos0.1,-0.093251176,37651,36697116
IF0000,oir,1,120,neg0.1,-0.058231805,37428,36497612
IF0000,oir,1,120,neg1,0.044265717,364989,36497612
IF0000,oir,1,120,neg5,-0.13663709,2154470,36497612
IF0000,oir,1,120,pos5,0.16779839,2152035,36497612
IF0000,oir,1,120,pos1,0.025195854,421359,36497612
IF0000,oir,1,120,pos0.1,-0.13572961,37280,36497612
IF0000,oir,1,240,neg0.1,0.07995311,36684,36068577
IF0000,oir,1,240,neg1,0.29302824,361559,36068577
IF0000,oir,1,240,neg5,-0.05165261,2120977,36068577
IF0000,oir,1,240,pos5,0.115807734,2119444,36068577
IF0000,oir,1,240,pos1,0.025167363,413472,36068577
IF0000,oir,1,240,pos0.1,-0.060770683,36539,36068577
IF0000,oir,1,600,neg0.1,1.0581748,36545,34610128
IF0000,oir,1,600,neg1,0.6347817,393592,34610128
IF0000,oir,1,600,neg5,0.04586776,2016340,34610128
IF0000,oir,1,600,pos5,-0.015463645,2018832,34610128
IF0000,oir,1,600,pos1,-0.12964512,390948,34610128
IF0000,oir,1,600,pos0.1,-0.024370918,36601,34610128
IF0000,oir,5,1,neg0.1,-0.14792362,36867,36864922
IF0000,oir,5,1,neg1,-0.1222783,368704,36864922
IF0000,oir,5,1,neg5,-0.11720735,1843852,36864922
IF0000,oir,5,1,pos5,0.11489259,1843300,36864922
IF0000,oir,5,1,pos1,0.11642443,368707,36864922
IF0000,oir,5,1,pos0.1,0.14691603,36868,36864922
IF0000,oir,5,20,neg0.1,0.34751013,36809,36807498
IF0000,oir,5,20,neg1,0.25158417,368648,36807498
IF0000,oir,5,20,neg5,0.13391744,1843774,36807498
IF0000,oir,5,20,pos5,-0.16530472,1840389,36807498
IF0000,oir,5,20,pos1,-0.35827887,368075,36807498
IF0000,oir,5,20,pos0.1,-0.49630514,36808,36807498
IF0000,oir,5,60,neg0.1,0.5130578,36683,36682174
IF0000,oir,5,60,neg1,0.41150478,366822,36682174
IF0000,oir,5,60,neg5,0.23981602,1834867,36682174
IF0000,oir,5,60,pos5,-0.28447223,1834223,36682174
IF0000,oir,5,60,pos1,-0.53442603,366830,36682174
IF0000,oir,5,60,pos0.1,-0.8548783,36683,36682174
IF0000,oir,5,120,neg0.1,0.6046783,36488,36482704
IF0000,oir,5,120,neg1,0.50377285,364844,36482704
IF0000,oir,5,120,neg5,0.30659688,1824138,36482704
IF0000,oir,5,120,pos5,-0.32042813,1824136,36482704
IF0000,oir,5,120,pos1,-0.6069737,364828,36482704
IF0000,oir,5,120,pos0.1,-0.99183184,36483,36482704
IF0000,oir,5,240,neg0.1,1.0126754,36054,36053871
IF0000,oir,5,240,neg1,0.7126069,360541,36053871
IF0000,oir,5,240,neg5,0.42082155,1806950,36053871
IF0000,oir,5,240,pos5,-0.3822158,1806766,36053871
IF0000,oir,5,240,pos1,-0.66937417,360539,36053871
IF0000,oir,5,240,pos0.1,-1.1215122,36054,36053871
IF0000,oir,5,600,neg0.1,1.7681813,34596,34595917
IF0000,oir,5,600,neg1,1.0873941,345967,34595917
IF0000,oir,5,600,neg5,0.5299441,1729823,34595917
IF0000,oir,5,600,pos5,-0.5519051,1729802,34595917
IF0000,oir,5,600,pos1,-0.8977114,345977,34595917
IF0000,oir,5,600,pos0.1,-1.1823332,34596,34595917
IF0000,oir,20,1,neg0.1,-0.02854427,36820,36819832
IF0000,oir,20,1,neg1,-0.032076318,368200,36819832
IF0000,oir,20,1,neg5,-0.03659087,1840992,36819832
IF0000,oir,20,1,pos5,0.033461306,1840992,36819832
IF0000,oir,20,1,pos1,0.024549225,368199,36819832
IF0000,oir,20,1,pos0.1,0.018848453,36820,36819832
IF0000,oir,20,20,neg0.1,0.47055462,36763,36762421
IF0000,oir,20,20,neg1,0.3047113,367625,36762421
IF0000,oir,20,20,neg5,0.16433458,1838122,36762421
IF0000,oir,20,20,pos5,-0.20573705,1838123,36762421
IF0000,oir,20,20,pos1,-0.3935056,367625,36762421
IF0000,oir,20,20,pos0.1,-0.5796317,36763,36762421
IF0000,oir,20,60,neg0.1,0.6007697,36638,36637275
IF0000,oir,20,60,neg1,0.45858604,366374,36637275
IF0000,oir,20,60,neg5,0.29278767,1831865,36637275
IF0000,oir,20,60,pos5,-0.33913824,1831868,36637275
IF0000,oir,20,60,pos1,-0.6226728,366373,36637275
IF0000,oir,20,60,pos0.1,-0.81340414,36638,36637275
IF0000,oir,20,120,neg0.1,0.6480145,36439,36438005
IF0000,oir,20,120,neg1,0.6252686,364381,36438005
IF0000,oir,20,120,neg5,0.35308146,1821901,36438005
IF0000,oir,20,120,pos5,-0.390695,1821916,36438005
IF0000,oir,20,120,pos1,-0.7773347,364381,36438005
IF0000,oir,20,120,pos0.1,-1.1177036,36439,36438005
IF0000,oir,20,240,neg0.1,0.94754237,36010,36009629
IF0000,oir,20,240,neg1,0.91275686,360097,36009629
IF0000,oir,20,240,neg5,0.5235992,1800506,36009629
IF0000,oir,20,240,pos5,-0.44302443,1800482,36009629
IF0000,oir,20,240,pos1,-0.9687473,360097,36009629
IF0000,oir,20,240,pos0.1,-1.1111497,36010,36009629
IF0000,oir,20,600,neg0.1,1.8942814,34554,34553113
IF0000,oir,20,600,neg1,1.3752185,345532,34553113
IF0000,oir,20,600,neg5,0.7239135,1727656,34553113
IF0000,oir,20,600,pos5,-0.6529677,1727656,34553113
IF0000,oir,20,600,pos1,-1.2042575,345532,34553113
IF0000,oir,20,600,pos0.1,-1.4583117,34554,34553113
IF0000,oir,60,1,neg0.1,-0.0038828338,36700,36699592
IF0000,oir,60,1,neg1,-0.011106388,366996,36699592
IF0000,oir,60,1,neg5,-0.015815431,1834980,36699592
IF0000,oir,60,1,pos5,0.011200013,1834998,36699592
IF0000,oir,60,1,pos1,0.0071063447,366996,36699592
IF0000,oir,60,1,pos0.1,0.005095368,36700,36699592
IF0000,oir,60,20,neg0.1,0.38306087,36643,36642200
IF0000,oir,60,20,neg1,0.22530852,366422,36642200
IF0000,oir,60,20,neg5,0.13376626,1832110,36642200
IF0000,oir,60,20,pos5,-0.17619303,1832110,36642200
IF0000,oir,60,20,pos1,-0.27715722,366422,36642200
IF0000,oir,60,20,pos0.1,-0.35529298,36643,36642200
IF0000,oir,60,60,neg0.1,0.4492853,36518,36517255
IF0000,oir,60,60,neg1,0.4200735,365173,36517255
IF0000,oir,60,60,neg5,0.23293313,1825863,36517255
IF0000,oir,60,60,pos5,-0.29795033,1825863,36517255
IF0000,oir,60,60,pos1,-0.4457408,365173,36517255
IF0000,oir,60,60,pos0.1,-0.81333864,36518,36517255
IF0000,oir,60,120,neg0.1,0.70310307,36319,36318521
IF0000,oir,60,120,neg1,0.5455111,363186,36318521
IF0000,oir,60,120,neg5,0.33102855,1815934,36318521
IF0000,oir,60,120,pos5,-0.39943814,1815927,36318521
IF0000,oir,60,120,pos1,-0.6299968,363186,36318521
IF0000,oir,60,120,pos0.1,-1.1373386,36319,36318521
IF0000,oir,60,240,neg0.1,1.1208487,35892,35891107
IF0000,oir,60,240,neg1,0.9140667,358912,35891107
IF0000,oir,60,240,neg5,0.5379534,1794556,35891107
IF0000,oir,60,240,pos5,-0.5076406,1794560,35891107
IF0000,oir,60,240,pos1,-0.92879176,358912,35891107
IF0000,oir,60,240,pos0.1,-1.5430458,35892,35891107
IF0000,oir,60,600,neg0.1,2.4590278,34438,34437837
IF0000,oir,60,600,neg1,1.6127856,344379,34437837
IF0000,oir,60,600,neg5,0.9139946,1721892,34437837
IF0000,oir,60,600,pos5,-0.7530458,1721892,34437837
IF0000,oir,60,600,pos1,-1.290806,344379,34437837
IF0000,oir,60,600,pos0.1,-1.8993409,34438,34437837
IF0000,oir,120,1,neg0.1,-0.00095837895,36520,36519232
IF0000,oir,120,1,neg1,-0.0044277958,365193,36519232
IF0000,oir,120,1,neg5,-0.008800566,1825962,36519232
IF0000,oir,120,1,pos5,0.00865133,1825962,36519232
IF0000,oir,120,1,pos1,0.0035077343,365193,36519232
IF0000,oir,120,1,pos0.1,-0.01000794,36521,36519232
IF0000,oir,120,20,neg0.1,0.27486148,36462,36461891
IF0000,oir,120,20,neg1,0.18853378,364619,36461891
IF0000,oir,120,20,neg5,0.10655561,1823095,36461891
IF0000,oir,120,20,pos5,-0.10798203,1823095,36461891
IF0000,oir,120,20,pos1,-0.15753567,364619,36461891
IF0000,oir,120,20,pos0.1,-0.4070128,36462,36461891
IF0000,oir,120,60,neg0.1,0.4950465,36338,36337114
IF0000,oir,120,60,neg1,0.36438003,363372,36337114
IF0000,oir,120,60,neg5,0.24226823,1816856,36337114
IF0000,oir,120,60,pos5,-0.1957526,1816857,36337114
IF0000,oir,120,60,pos1,-0.31285846,363372,36337114
IF0000,oir,120,60,pos0.1,-0.77573067,36338,36337114
IF0000,oir,120,120,neg0.1,0.8476384,36141,36138839
IF0000,oir,120,120,neg1,0.51844966,361389,36138839
IF0000,oir,120,120,neg5,0.40211004,1806942,36138839
IF0000,oir,120,120,pos5,-0.282871,1806942,36138839
IF0000,oir,120,120,pos1,-0.48122382,361389,36138839
IF0000,oir,120,120,pos0.1,-0.868231,36139,36138839
IF0000,oir,120,240,neg0.1,1.1325147,35713,35712284
IF0000,oir,120,240,neg1,0.9311946,357123,35712284
IF0000,oir,120,240,neg5,0.6474377,1785615,35712284
IF0000,oir,120,240,pos5,-0.511533,1785615,35712284
IF0000,oir,120,240,pos1,-0.88714254,357123,35712284
IF0000,oir,120,240,pos0.1,-1.4052446,35713,35712284
IF0000,oir,120,600,neg0.1,2.626649,34264,34263625
IF0000,oir,120,600,neg1,1.6496696,342638,34263625
IF0000,oir,120,600,neg5,1.150034,1713182,34263625
IF0000,oir,120,600,pos5,-0.62084824,1713182,34263625
IF0000,oir,120,600,pos1,-1.052563,342637,34263625
IF0000,oir,120,600,pos0.1,-2.0466087,34264,34263625
IF0000,mpb,1,1,neg0.1,-1.0666802,36930,36876946
IF0000,mpb,1,1,neg1,-0.6108218,374078,36876946
IF0000,mpb,1,1,neg5,-0.45373592,1907722,36876946
IF0000,mpb,1,1,pos5,0.4393379,1899902,36876946
IF0000,mpb,1,1,pos1,0.588169,373028,36876946
IF0000,mpb,1,1,pos0.1,0.97266406,36966,36876946
IF0000,mpb,1,20,neg0.1,-0.77815276,40298,36819506
IF0000,mpb,1,20,neg1,-0.5520265,372829,36819506
IF0000,mpb,1,20,neg5,-0.50691146,1902921,36819506
IF0000,mpb,1,20,pos5,0.4456744,1895137,36819506
IF0000,mpb,1,20,pos1,0.5080645,371752,36819506
