code,rank,q,voi,n_total,cum1,cum20,cum120
IH0000,8371763,0.2640660138302339,-1.0,31703296,-1.487997e+06,-4.388483e+06,-4.412562e+06
IH0000,8379691,0.2643160824666306,-1.0,31703296,-1.489176e+06,-4.389841e+06,-4.413504e+06
IH0000,8387619,0.2645661511030273,-1.0,31703296,-1.490451e+06,-4.393329e+06,-4.419036e+06
IH0000,8395547,0.26481621973942393,-1.0,31703296,-1.491879e+06,-4.396733e+06,-4.420904e+06
IH0000,8403475,0.26506628837582064,-1.0,31703296,-1.492782e+06,-4.397714e+06,-4.416409e+06
IH0000,8411402,0.2653163254697556,-1.0,31703296,-1.493715e+06,-4.398619e+06,-4.411521e+06
IH0000,8419330,0.26556639410615224,-1.0,31703296,-1.494725e+06,-4.400444e+06,-4.413828e+06
IH0000,8427258,0.2658164627425489,-1.0,31703296,-1.49567e+06,-4.40306e+06,-4.420905e+06
IH0000,8435186,0.2660665313789456,-1.0,31703296,-1.496818e+06,-4.405619e+06,-4.420072e+06
IH0000,8443114,0.26631660001534224,-1.0,31703296,-1.497734e+06,-4.408294e+06,-4.419338e+06
IH0000,8451041,0.2665666371092772,-1.0,31703296,-1.499011e+06,-4.412557e+06,-4.42747e+06
IH0000,8458969,0.2668167057456739,-1.0,31703296,-1.500363e+06,-4.417947e+06,-4.437167e+06
IH0000,8466897,0.26706677438207055,-1.0,31703296,-1.502011e+06,-4.424845e+06,-4.446337e+06
IH0000,8474825,0.26731684301846725,-1.0,31703296,-1.503714e+06,-4.431443e+06,-4.460242e+06
IH0000,8482753,0.2675669116548639,-1.0,31703296,-1.50505e+06,-4.435238e+06,-4.464463e+06
IH0000,8490680,0.26781694874879886,-1.0,31703296,-1.506035e+06,-4.436011e+06,-4.461979e+06
IH0000,8498608,0.26806701738519556,-1.0,31703296,-1.506706e+06,-4.436941e+06,-4.462158e+06
IH0000,8506536,0.2683170860215922,-1.0,31703296,-1.50781e+06,-4.441287e+06,-4.473673e+06
IH0000,8514464,0.26856715465798886,-1.0,31703296,-1.508944e+06,-4.443537e+06,-4.466446e+06
IH0000,8522392,0.26881722329438557,-1.0,31703296,-1.51017e+06,-4.447481e+06,-4.476951e+06
IH0000,8530319,0.2690672603883205,-1.0,31703296,-1.511123e+06,-4.451924e+06,-4.48294e+06
IH0000,8538247,0.26931732902471717,-1.0,31703296,-1.511812e+06,-4.454311e+06,-4.48663e+06
IH0000,8546175,0.26956739766111387,-1.0,31703296,-1.512154e+06,-4.454575e+06,-4.480674e+06
IH0000,8554103,0.2698174662975105,-1.0,31703296,-1.512715e+06,-4.456243e+06,-4.485545e+06
IH0000,8562031,0.27006753493390717,-1.0,31703296,-1.513111e+06,-4.457747e+06,-4.490355e+06
IH0000,8569958,0.2703175720278422,-1.0,31703296,-1.513837e+06,-4.45985e+06,-4.492538e+06
IH0000,8577886,0.27056764066423883,-1.0,31703296,-1.514366e+06,-4.460744e+06,-4.488697e+06
IH0000,8585814,0.2708177093006355,-1.0,31703296,-1.514772e+06,-4.461207e+06,-4.489066e+06
IH0000,8593742,0.2710677779370322,-1.0,31703296,-1.515191e+06,-4.46149e+06,-4.484047e+06
IH0000,8601670,0.27131784657342883,-1.0,31703296,-1.516127e+06,-4.463138e+06,-4.484402e+06
IH0000,8609597,0.2715678836673638,-1.0,31703296,-1.516998e+06,-4.464752e+06,-4.482267e+06
IH0000,8617525,0.2718179523037605,-1.0,31703296,-1.517812e+06,-4.466084e+06,-4.479626e+06
IH0000,8625453,0.27206802094015714,-1.0,31703296,-1.518561e+06,-4.46769e+06,-4.467286e+06
IH0000,8633381,0.2723180895765538,-1.0,31703296,-1.519684e+06,-4.473684e+06,-4.483717e+06
IH0000,8641309,0.2725681582129505,-1.0,31703296,-1.520778e+06,-4.476814e+06,-4.484481e+06
IH0000,8649237,0.27281822684934715,-1.0,31703296,-1.52193e+06,-4.48002e+06,-4.489417e+06
IH0000,8657164,0.2730682639432821,-1.0,31703296,-1.522884e+06,-4.481761e+06,-4.488778e+06
IH0000,8665092,0.2733183325796788,-1.0,31703296,-1.524022e+06,-4.484631e+06,-4.491037e+06
IH0000,8673020,0.27356840121607545,-1.0,31703296,-1.524847e+06,-4.486556e+06,-4.490322e+06
IH0000,8680948,0.2738184698524721,-1.0,31703296,-1.525689e+06,-4.488516e+06,-4.490234e+06
IH0000,8688876,0.2740685384888688,-1.0,31703296,-1.526899e+06,-4.491381e+06,-4.494351e+06
IH0000,8696803,0.27431857558280376,-1.0,31703296,-1.527922e+06,-4.49481e+06,-4.498396e+06
IH0000,8704731,0.2745686442192004,-1.0,31703296,-1.528611e+06,-4.497052e+06,-4.502855e+06
IH0000,8712659,0.2748187128555971,-1.0,31703296,-1.529472e+06,-4.499374e+06,-4.508353e+06
IH0000,8720587,0.27506878149199376,-1.0,31703296,-1.530339e+06,-4.501807e+06,-4.513165e+06
IH0000,8728515,0.2753188501283904,-1.0,31703296,-1.531473e+06,-4.505766e+06,-4.521046e+06
IH0000,8736442,0.2755688872223254,-1.0,31703296,-1.532648e+06,-4.510541e+06,-4.528132e+06
IH0000,8744370,0.27581895585872207,-1.0,31703296,-1.533818e+06,-4.51517e+06,-4.535726e+06
IH0000,8752298,0.2760690244951187,-1.0,31703296,-1.535079e+06,-4.517418e+06,-4.53829e+06
IH0000,8760226,0.2763190931315154,-1.0,31703296,-1.536055e+06,-4.520073e+06,-4.543194e+06
IH0000,8768154,0.2765691617679121,-1.0,31703296,-1.536863e+06,-4.522661e+06,-4.552013e+06
IH0000,8776081,0.276819198861847,-1.0,31703296,-1.538115e+06,-4.527767e+06,-4.562506e+06
IH0000,8784009,0.27706926749824373,-1.0,31703296,-1.539502e+06,-4.532348e+06,-4.563669e+06
IH0000,8791937,0.2773193361346404,-1.0,31703296,-1.540612e+06,-4.53546e+06,-4.56487e+06
IH0000,8799865,0.27756940477103703,-1.0,31703296,-1.541693e+06,-4.538213e+06,-4.568272e+06
IH0000,8807793,0.27781947340743374,-1.0,31703296,-1.542471e+06,-4.540608e+06,-4.566803e+06
IH0000,8815720,0.2780695105013687,-1.0,31703296,-1.543064e+06,-4.543842e+06,-4.570673e+06
IH0000,8823648,0.27831957913776534,-1.0,31703296,-1.543358e+06,-4.546228e+06,-4.574585e+06
IH0000,8831576,0.27856964777416204,-1.0,31703296,-1.54369e+06,-4.546978e+06,-4.578117e+06
IH0000,8839504,0.2788197164105587,-1.0,31703296,-1.54413e+06,-4.548874e+06,-4.584552e+06
IH0000,8847432,0.27906978504695534,-1.0,31703296,-1.544359e+06,-4.549542e+06,-4.58191e+06
IH0000,8855359,0.27931982214089035,-1.0,31703296,-1.544813e+06,-4.55092e+06,-4.585554e+06
IH0000,8863287,0.279569890777287,-1.0,31703296,-1.545242e+06,-4.551942e+06,-4.582376e+06
IH0000,8871215,0.27981995941368365,-1.0,31703296,-1.545729e+06,-4.554251e+06,-4.588611e+06
IH0000,8879143,0.28007002805008036,-1.0,31703296,-1.546364e+06,-4.556019e+06,-4.591081e+06
IH0000,8887071,0.280320096686477,-1.0,31703296,-1.5468e+06,-4.555993e+06,-4.588464e+06
IH0000,8894998,0.28057013378041196,-1.0,31703296,-1.546916e+06,-4.55657e+06,-4.585615e+06
IH0000,8902926,0.28082020241680866,-1.0,31703296,-1.547002e+06,-4.557311e+06,-4.586917e+06
IH0000,8910854,0.2810702710532053,-1.0,31703296,-1.547778e+06,-4.561788e+06,-4.601648e+06
IH0000,8918782,0.281320339689602,-1.0,31703296,-1.548276e+06,-4.564075e+06,-4.605715e+06
IH0000,8926710,0.28157040832599867,-1.0,31703296,-1.548761e+06,-4.566013e+06,-4.610032e+06
IH0000,8934638,0.2818204769623953,-1.0,31703296,-1.5493e+06,-4.568183e+06,-4.610892e+06
IH0000,8942565,0.28207051405633027,-1.0,31703296,-1.5498e+06,-4.569483e+06,-4.611472e+06
IH0000,8950493,0.282320582692727,-1.0,31703296,-1.550296e+06,-4.571855e+06,-4.618684e+06
IH0000,8958421,0.2825706513291236,-1.0,31703296,-1.551017e+06,-4.575283e+06,-4.62906e+06
IH0000,8966349,0.28282071996552033,-1.0,31703296,-1.551956e+06,-4.578029e+06,-4.63237e+06
IH0000,8974277,0.283070788601917,-1.0,31703296,-1.55233e+06,-4.579247e+06,-4.628924e+06
IH0000,8982204,0.28332082569585193,-1.0,31703296,-1.55323e+06,-4.582174e+06,-4.634695e+06
IH0000,8990132,0.28357089433224864,-1.0,31703296,-1.554138e+06,-4.585813e+06,-4.644851e+06
IH0000,8998060,0.2838209629686453,-1.0,31703296,-1.55505e+06,-4.590284e+06,-4.656342e+06
IH0000,9005988,0.28407103160504193,-1.0,31703296,-1.556635e+06,-4.598298e+06,-4.673958e+06
IH0000,9013916,0.28432110024143864,-1.0,31703296,-1.558015e+06,-4.6035e+06,-4.682297e+06
IH0000,9021843,0.2845711373353736,-1.0,31703296,-1.559594e+06,-4.610623e+06,-4.696907e+06
IH0000,9029771,0.28482120597177024,-1.0,31703296,-1.561445e+06,-4.616039e+06,-4.696564e+06
IH0000,9037699,0.28507127460816695,-1.0,31703296,-1.562565e+06,-4.618762e+06,-4.693578e+06
IH0000,9045627,0.2853213432445636,-1.0,31703296,-1.563505e+06,-4.621524e+06,-4.690452e+06
IH0000,9053555,0.28557141188096025,-1.0,31703296,-1.564812e+06,-4.624362e+06,-4.695009e+06
IH0000,9061482,0.28582144897489525,-1.0,31703296,-1.565839e+06,-4.626887e+06,-4.695071e+06
IH0000,9069410,0.2860715176112919,-1.0,31703296,-1.566675e+06,-4.630827e+06,-4.69893e+06
IH0000,9077338,0.28632158624768855,-1.0,31703296,-1.567512e+06,-4.633646e+06,-4.699885e+06
IH0000,9085266,0.28657165488408526,-1.0,31703296,-1.568177e+06,-4.636263e+06,-4.701669e+06
IH0000,9093194,0.2868217235204819,-1.0,31703296,-1.568492e+06,-4.638129e+06,-4.703254e+06
IH0000,9101121,0.28707176061441686,-1.0,31703296,-1.56895e+06,-4.639633e+06,-4.701829e+06
IH0000,9109049,0.28732182925081357,-1.0,31703296,-1.569259e+06,-4.64211e+06,-4.706239e+06
IH0000,9116977,0.2875718978872102,-1.0,31703296,-1.569861e+06,-4.643389e+06,-4.707141e+06
IH0000,9124905,0.28782196652360686,-1.0,31703296,-1.570182e+06,-4.643992e+06,-4.697918e+06
IH0000,9132833,0.28807203516000357,-1.0,31703296,-1.570732e+06,-4.645781e+06,-4.702778e+06
IH0000,9140760,0.2883220722539385,-1.0,31703296,-1.571084e+06,-4.64704e+06,-4.705368e+06
IH0000,9148688,0.28857214089033517,-1.0,31703296,-1.571219e+06,-4.647936e+06,-4.702086e+06
IH0000,9156616,0.2888222095267319,-1.0,31703296,-1.571513e+06,-4.649721e+06,-4.70692e+06
IH0000,9164544,0.2890722781631285,-1.0,31703296,-1.571942e+06,-4.650361e+06,-4.704474e+06
IH0000,9172472,0.2893223467995252,-1.0,31703296,-1.572376e+06,-4.650932e+06,-4.705489e+06
IH0000,9180400,0.2895724154359219,-1.0,31703296,-1.572437e+06,-4.651334e+06,-4.706247e+06
IH0000,9188327,0.28982245252985683,-1.0,31703296,-1.572829e+06,-4.653658e+06,-4.713074e+06
IH0000,9196255,0.2900725211662535,-1.0,31703296,-1.573294e+06,-4.655579e+06,-4.718375e+06
IH0000,9204183,0.2903225898026502,-1.0,31703296,-1.573641e+06,-4.656174e+06,-4.717625e+06
IH0000,9212111,0.29057265843904684,-1.0,31703296,-1.573815e+06,-4.657733e+06,-4.720682e+06
IH0000,9220039,0.2908227270754435,-1.0,31703296,-1.574065e+06,-4.658334e+06,-4.721823e+06
IH0000,9227966,0.2910727641693785,-1.0,31703296,-1.574163e+06,-4.658077e+06,-4.720546e+06
IH0000,9235894,0.29132283280577514,-1.0,31703296,-1.574376e+06,-4.658896e+06,-4.71916e+06
IH0000,9243822,0.2915729014421718,-1.0,31703296,-1.574633e+06,-4.658617e+06,-4.714471e+06
IH0000,9251750,0.2918229700785685,-1.0,31703296,-1.574988e+06,-4.658807e+06,-4.713654e+06
IH0000,9259678,0.29207303871496515,-1.0,31703296,-1.575393e+06,-4.6598e+06,-4.714846e+06
IH0000,9267605,0.2923230758089001,-1.0,31703296,-1.575671e+06,-4.659424e+06,-4.708845e+06
IH0000,9275533,0.2925731444452968,-1.0,31703296,-1.576137e+06,-4.660682e+06,-4.709132e+06
IH0000,9283461,0.29282321308169346,-1.0,31703296,-1.576711e+06,-4.662991e+06,-4.712615e+06
IH0000,9291389,0.2930732817180901,-1.0,31703296,-1.577399e+06,-4.665666e+06,-4.720656e+06
IH0000,9299317,0.2933233503544868,-1.0,31703296,-1.578395e+06,-4.669212e+06,-4.727515e+06
IH0000,9307244,0.29357338744842176,-1.0,31703296,-1.579223e+06,-4.672545e+06,-4.731539e+06
IH0000,9315172,0.2938234560848184,-1.0,31703296,-1.580165e+06,-4.676038e+06,-4.734416e+06
IH0000,9323100,0.2940735247212151,-1.0,31703296,-1.580769e+06,-4.677304e+06,-4.733993e+06
IH0000,9331028,0.29432359335761177,-1.0,31703296,-1.581307e+06,-4.678126e+06,-4.733749e+06
IH0000,9338956,0.2945736619940085,-1.0,31703296,-1.581547e+06,-4.678678e+06,-4.733023e+06
IH0000,9346883,0.2948236990879434,-1.0,31703296,-1.581824e+06,-4.681034e+06,-4.744875e+06
IH0000,9354811,0.2950737677243401,-1.0,31703296,-1.58198e+06,-4.680783e+06,-4.738852e+06
IH0000,9362739,0.2953238363607367,-1.0,31703296,-1.582365e+06,-4.682301e+06,-4.740448e+06
IH0000,9370667,0.29557390499713343,-1.0,31703296,-1.582635e+06,-4.684848e+06,-4.746585e+06
IH0000,9378595,0.2958239736335301,-1.0,31703296,-1.582997e+06,-4.686157e+06,-4.746781e+06
IH0000,9386522,0.29607401072746503,-1.0,31703296,-1.58358e+06,-4.686948e+06,-4.744124e+06
IH0000,9394450,0.29632407936386174,-1.0,31703296,-1.583946e+06,-4.688186e+06,-4.747327e+06
IH0000,9402378,0.2965741480002584,-1.0,31703296,-1.584384e+06,-4.69017e+06,-4.753197e+06
IH0000,9410306,0.2968242166366551,-1.0,31703296,-1.584692e+06,-4.691135e+06,-4.756585e+06
IH0000,9418234,0.29707428527305174,-1.0,31703296,-1.585106e+06,-4.692617e+06,-4.758242e+06
IH0000,9426161,0.2973243223669867,-1.0,31703296,-1.585573e+06,-4.693958e+06,-4.761883e+06
IH0000,9434089,0.2975743910033834,-1.0,31703296,-1.586054e+06,-4.695956e+06,-4.763781e+06
IH0000,9442017,0.29782445963978005,-1.0,31703296,-1.586539e+06,-4.69823e+06,-4.770485e+06
IH0000,9449945,0.2980745282761767,-1.0,31703296,-1.586866e+06,-4.698385e+06,-4.767513e+06
IH0000,9457873,0.2983245969125734,-1.0,31703296,-1.587295e+06,-4.69903e+06,-4.767784e+06
IH0000,9465801,0.29857466554897005,-1.0,31703296,-1.587596e+06,-4.699816e+06,-4.771339e+06
IH0000,9473728,0.298824702642905,-1.0,31703296,-1.587725e+06,-4.699833e+06,-4.768715e+06
IH0000,9481656,0.2990747712793017,-1.0,31703296,-1.58805e+06,-4.700817e+06,-4.770622e+06
IH0000,9489584,0.29932483991569836,-1.0,31703296,-1.58847e+06,-4.70099e+06,-4.767992e+06
IH0000,9497512,0.299574908552095,-1.0,31703296,-1.588707e+06,-4.701403e+06,-4.767865e+06
IH0000,9505440,0.2998249771884917,-1.0,31703296,-1.588969e+06,-4.702427e+06,-4.772036e+06
IH0000,9513367,0.30007501428242667,-1.0,31703296,-1.58931e+06,-4.703345e+06,-4.769752e+06
IH0000,9521295,0.3003250829188233,-1.0,31703296,-1.589573e+06,-4.703064e+06,-4.763784e+06
IH0000,9529223,0.30057515155522,-1.0,31703296,-1.589662e+06,-4.705284e+06,-4.769602e+06
IH0000,9537151,0.30082522019161667,-1.0,31703296,-1.59035e+06,-4.709578e+06,-4.784591e+06
IH0000,9545079,0.3010752888280133,-1.0,31703296,-1.591052e+06,-4.712305e+06,-4.784064e+06
IH0000,9553006,0.30132532592194833,-1.0,31703296,-1.591656e+06,-4.71329e+06,-4.779844e+06
IH0000,9560934,0.301575394558345,-1.0,31703296,-1.592281e+06,-4.715572e+06,-4.782769e+06
IH0000,9568862,0.30182546319474163,-1.0,31703296,-1.593207e+06,-4.719677e+06,-4.790789e+06
IH0000,9576790,0.30207553183113833,-1.0,31703296,-1.594119e+06,-4.722685e+06,-4.798518e+06
IH0000,9584718,0.302325600467535,-1.0,31703296,-1.594621e+06,-4.723489e+06,-4.794796e+06
IH0000,9592645,0.30257563756146993,-1.0,31703296,-1.594978e+06,-4.725118e+06,-4.797473e+06
IH0000,9600573,0.30282570619786664,-1.0,31703296,-1.595172e+06,-4.725719e+06,-4.793602e+06
IH0000,9608501,0.3030757748342633,-1.0,31703296,-1.595461e+06,-4.727621e+06,-4.800674e+06
IH0000,9616429,0.30332584347065994,-1.0,31703296,-1.595864e+06,-4.730469e+06,-4.80899e+06
IH0000,9624357,0.30357591210705664,-1.0,31703296,-1.596222e+06,-4.732182e+06,-4.8107e+06
IH0000,9632284,0.3038259492009916,-1.0,31703296,-1.596761e+06,-4.735327e+06,-4.815779e+06
IH0000,9640212,0.30407601783738825,-1.0,31703296,-1.597112e+06,-4.736903e+06,-4.815004e+06
IH0000,9648140,0.30432608647378495,-1.0,31703296,-1.597239e+06,-4.737693e+06,-4.814164e+06
IH0000,9656068,0.3045761551101816,-1.0,31703296,-1.597737e+06,-4.739908e+06,-4.819493e+06
IH0000,9663996,0.30482622374657825,-1.0,31703296,-1.598212e+06,-4.74113e+06,-4.818215e+06
IH0000,9671923,0.30507626084051326,-1.0,31703296,-1.59873e+06,-4.741262e+06,-4.815702e+06
IH0000,9679851,0.3053263294769099,-1.0,31703296,-1.599194e+06,-4.741812e+06,-4.813644e+06
IH0000,9687779,0.30557639811330656,-1.0,31703296,-1.599435e+06,-4.742735e+06,-4.815506e+06
IH0000,9695707,0.30582646674970326,-1.0,31703296,-1.599701e+06,-4.743979e+06,-4.821261e+06
IH0000,9703635,0.3060765353860999,-1.0,31703296,-1.600019e+06,-4.743962e+06,-4.818526e+06
IH0000,9711562,0.30632657248003486,-1.0,31703296,-1.600338e+06,-4.745319e+06,-4.820081e+06
IH0000,9719490,0.30657664111643157,-1.0,31703296,-1.60093e+06,-4.746365e+06,-4.818606e+06
IH0000,9727418,0.3068267097528282,-1.0,31703296,-1.60174e+06,-4.748308e+06,-4.819824e+06
IH0000,9735346,0.30707677838922487,-1.0,31703296,-1.602513e+06,-4.751464e+06,-4.82687e+06
IH0000,9743274,0.3073268470256216,-1.0,31703296,-1.603201e+06,-4.752895e+06,-4.828819e+06
IH0000,9751202,0.3075769156620182,-1.0,31703296,-1.60354e+06,-4.753835e+06,-4.829228e+06
IH0000,9759129,0.3078269527559532,-1.0,31703296,-1.60349e+06,-4.754896e+06,-4.833265e+06
IH0000,9767057,0.3080770213923499,-1.0,31703296,-1.60396e+06,-4.756819e+06,-4.837493e+06
IH0000,9774985,0.30832709002874653,-1.0,31703296,-1.60446e+06,-4.758602e+06,-4.840522e+06
IH0000,9782913,0.3085771586651432,-1.0,31703296,-1.605215e+06,-4.762608e+06,-4.847907e+06
IH0000,9790841,0.3088272273015399,-1.0,31703296,-1.605444e+06,-4.765437e+06,-4.85163e+06
IH0000,9798768,0.30907726439547484,-1.0,31703296,-1.605696e+06,-4.766683e+06,-4.854739e+06
IH0000,9806696,0.3093273330318715,-1.0,31703296,-1.605604e+06,-4.766545e+06,-4.85383e+06
IH0000,9814624,0.3095774016682682,-1.0,31703296,-1.605697e+06,-4.766276e+06,-4.853553e+06
IH0000,9822552,0.30982747030466484,-1.0,31703296,-1.605702e+06,-4.76696e+06,-4.856106e+06
IH0000,9830480,0.31007753894106155,-1.0,31703296,-1.605685e+06,-4.767492e+06,-4.857292e+06
IH0000,9838407,0.3103275760349965,-1.0,31703296,-1.605762e+06,-4.767953e+06,-4.859674e+06
IH0000,9846335,0.31057764467139315,-1.0,31703296,-1.605924e+06,-4.76911e+06,-4.862608e+06
IH0000,9854263,0.31082771330778985,-1.0,31703296,-1.606386e+06,-4.770572e+06,-4.86043e+06
IH0000,9862191,0.3110777819441865,-1.0,31703296,-1.60702e+06,-4.772617e+06,-4.863108e+06
IH0000,9870119,0.31132785058058315,-1.0,31703296,-1.607514e+06,-4.773621e+06,-4.862059e+06
IH0000,9878046,0.3115778876745181,-1.0,31703296,-1.607891e+06,-4.775566e+06,-4.865767e+06
IH0000,9885974,0.3118279563109148,-1.0,31703296,-1.608655e+06,-4.779798e+06,-4.87449e+06
IH0000,9893902,0.31207802494731146,-1.0,31703296,-1.609187e+06,-4.781818e+06,-4.876376e+06
IH0000,9901830,0.31232809358370817,-1.0,31703296,-1.609608e+06,-4.784011e+06,-4.881878e+06
IH0000,9909758,0.3125781622201048,-1.0,31703296,-1.610084e+06,-4.786146e+06,-4.886169e+06
IH0000,9917685,0.31282819931403977,-1.0,31703296,-1.610542e+06,-4.789334e+06,-4.893831e+06
IH0000,9925613,0.3130782679504365,-1.0,31703296,-1.61101e+06,-4.792024e+06,-4.89721e+06
IH0000,9933541,0.3133283365868331,-1.0,31703296,-1.61138e+06,-4.793671e+06,-4.898149e+06
IH0000,9941469,0.3135784052232298,-1.0,31703296,-1.61185e+06,-4.794993e+06,-4.896565e+06
IH0000,9949397,0.3138284738596265,-1.0,31703296,-1.612283e+06,-4.796267e+06,-4.897285e+06
IH0000,9957324,0.31407851095356143,-1.0,31703296,-1.61259e+06,-4.797422e+06,-4.896361e+06
IH0000,9965252,0.3143285795899581,-1.0,31703296,-1.612936e+06,-4.798397e+06,-4.898429e+06
IH0000,9973180,0.3145786482263548,-1.0,31703296,-1.613211e+06,-4.799456e+06,-4.898721e+06
IH0000,9981108,0.31482871686275143,-1.0,31703296,-1.613403e+06,-4.801072e+06,-4.90268e+06
IH0000,9989036,0.3150787854991481,-1.0,31703296,-1.613379e+06,-4.801767e+06,-4.904103e+06
IH0000,9996963,0.3153288225930831,-1.0,31703296,-1.613239e+06,-4.801787e+06,-4.903887e+06
IH0000,10004891,0.31557889122947974,-1.0,31703296,-1.613184e+06,-4.801811e+06,-4.902972e+06
IH0000,10012819,0.3158289598658764,-1.0,31703296,-1.613215e+06,-4.802301e+06,-4.903273e+06
IH0000,10020747,0.3160790285022731,-1.0,31703296,-1.613282e+06,-4.803142e+06,-4.905735e+06
IH0000,10028675,0.31632909713866975,-1.0,31703296,-1.613441e+06,-4.80435e+06,-4.908225e+06
IH0000,10036603,0.3165791657750664,-1.0,31703296,-1.613448e+06,-4.805542e+06,-4.910661e+06
IH0000,10044530,0.3168292028690014,-1.0,31703296,-1.613482e+06,-4.807389e+06,-4.917841e+06
IH0000,10052458,0.31707927150539805,-1.0,31703296,-1.613628e+06,-4.807989e+06,-4.919455e+06
IH0000,10060386,0.3173293401417947,-1.0,31703296,-1.613913e+06,-4.808615e+06,-4.91547e+06
IH0000,10068314,0.3175794087781914,-1.0,31703296,-1.613845e+06,-4.809626e+06,-4.917496e+06
IH0000,10076242,0.31782947741458806,-1.0,31703296,-1.614052e+06,-4.811742e+06,-4.924725e+06
IH0000,10084169,0.318079514508523,-1.0,31703296,-1.614228e+06,-4.812303e+06,-4.921997e+06
IH0000,10092097,0.3183295831449197,-1.0,31703296,-1.614589e+06,-4.813377e+06,-4.92171e+06
IH0000,10100025,0.31857965178131636,-1.0,31703296,-1.614724e+06,-4.813784e+06,-4.920222e+06
IH0000,10107953,0.318829720417713,-1.0,31703296,-1.614827e+06,-4.81452e+06,-4.922743e+06
IH0000,10115881,0.3190797890541097,-1.0,31703296,-1.614931e+06,-4.81385e+06,-4.915345e+06
IH0000,10123808,0.31932982614804467,-1.0,31703296,-1.615257e+06,-4.814372e+06,-4.917517e+06
IH0000,10131736,0.3195798947844413,-1.0,31703296,-1.61552e+06,-4.815569e+06,-4.920865e+06
IH0000,10139664,0.319829963420838,-1.0,31703296,-1.61586e+06,-4.816977e+06,-4.924527e+06
IH0000,10147592,0.3200800320572347,-1.0,31703296,-1.616227e+06,-4.818358e+06,-4.926091e+06
IH0000,10155520,0.3203301006936313,-1.0,31703296,-1.616491e+06,-4.81914e+06,-4.925169e+06
IH0000,10163447,0.32058013778756633,-1.0,31703296,-1.617004e+06,-4.81965e+06,-4.925676e+06
IH0000,10171375,0.320830206423963,-1.0,31703296,-1.617566e+06,-4.822771e+06,-4.935937e+06
IH0000,10179303,0.32108027506035963,-1.0,31703296,-1.617933e+06,-4.82378e+06,-4.932188e+06
IH0000,10187231,0.32133034369675634,-1.0,31703296,-1.618849e+06,-4.828579e+06,-4.941756e+06
IH0000,10195159,0.321580412333153,-1.0,31703296,-1.619718e+06,-4.829985e+06,-4.936185e+06
IH0000,10203086,0.32183044942708794,-1.0,31703296,-1.620435e+06,-4.830919e+06,-4.93428e+06
IH0000,10211014,0.32208051806348464,-1.0,31703296,-1.621287e+06,-4.834835e+06,-4.942546e+06
IH0000,10218942,0.3223305866998813,-1.0,31703296,-1.622213e+06,-4.838509e+06,-4.947998e+06
IH0000,10226870,0.32258065533627794,-1.0,31703296,-1.623687e+06,-4.844123e+06,-4.954731e+06
IH0000,10234798,0.32283072397267465,-1.0,31703296,-1.623955e+06,-4.845701e+06,-4.952638e+06
IH0000,10242725,0.3230807610666096,-1.0,31703296,-1.624321e+06,-4.847102e+06,-4.952834e+06
IH0000,10250653,0.32333082970300625,-1.0,31703296,-1.624503e+06,-4.847476e+06,-4.952166e+06
IH0000,10258581,0.32358089833940296,-1.0,31703296,-1.624524e+06,-4.84741e+06,-4.945619e+06
IH0000,10266509,0.3238309669757996,-1.0,31703296,-1.624721e+06,-4.84816e+06,-4.945425e+06
IH0000,10274437,0.3240810356121963,-1.0,31703296,-1.624834e+06,-4.849398e+06,-4.950377e+06
IH0000,10282364,0.32433107270613126,-1.0,31703296,-1.625097e+06,-4.850492e+06,-4.951227e+06
IH0000,10290292,0.3245811413425279,-1.0,31703296,-1.625542e+06,-4.851565e+06,-4.951162e+06
IH0000,10298220,0.32483120997892456,-1.0,31703296,-1.625894e+06,-4.852145e+06,-4.949454e+06
IH0000,10306148,0.32508127861532127,-1.0,31703296,-1.626302e+06,-4.853095e+06,-4.952939e+06
IH0000,10314076,0.3253313472517179,-1.0,31703296,-1.62657e+06,-4.854086e+06,-4.954326e+06
IH0000,10322004,0.3255814158881146,-1.0,31703296,-1.626904e+06,-4.854849e+06,-4.953723e+06
IH0000,10329931,0.3258314529820496,-1.0,31703296,-1.627375e+06,-4.856976e+06,-4.95817e+06
IH0000,10337859,0.3260815216184462,-1.0,31703296,-1.627656e+06,-4.857727e+06,-4.956314e+06
IH0000,10345787,0.32633159025484293,-1.0,31703296,-1.628084e+06,-4.859109e+06,-4.956971e+06
IH0000,10353715,0.3265816588912396,-1.0,31703296,-1.628684e+06,-4.86138e+06,-4.961245e+06
IH0000,10361643,0.32683172752763623,-1.0,31703296,-1.629081e+06,-4.861843e+06,-4.960305e+06
IH0000,10369570,0.32708176462157124,-1.0,31703296,-1.629537e+06,-4.86351e+06,-4.961177e+06
IH0000,10377498,0.3273318332579679,-1.0,31703296,-1.630103e+06,-4.865184e+06,-4.961631e+06
IH0000,10385426,0.32758190189436454,-1.0,31703296,-1.630546e+06,-4.866006e+06,-4.96342e+06
IH0000,10393354,0.32783197053076124,-1.0,31703296,-1.631119e+06,-4.867335e+06,-4.965652e+06
IH0000,10401282,0.3280820391671579,-1.0,31703296,-1.63158e+06,-4.868558e+06,-4.968706e+06
IH0000,10409209,0.32833207626109284,-1.0,31703296,-1.632195e+06,-4.870491e+06,-4.972061e+06
IH0000,10417137,0.32858214489748955,-1.0,31703296,-1.63267e+06,-4.871985e+06,-4.966291e+06
