code,factor,basis,J,k,bucket,mean_dy,n,nrows
IM0000,voi,last,1,600,neg5,-0.7673615,1268565,19379740
IM0000,voi,last,1,600,pos5,1.0716598,1260177,19379740
IM0000,voi,last,1,600,pos1,1.3460989,242006,19379740
IM0000,voi,last,1,600,pos0.1,1.9363995,21069,19379740
IM0000,voi,last,5,1,neg0.1,-1.1140907,22412,22312512
IM0000,voi,last,5,1,neg1,-0.8663832,236340,22312512
IM0000,voi,last,5,1,neg5,-0.6649948,1145024,22312512
IM0000,voi,last,5,1,pos5,0.66897786,1143283,22312512
IM0000,voi,last,5,1,pos1,0.869669,236659,22312512
IM0000,voi,last,5,1,pos0.1,1.0540746,22358,22312512
IM0000,voi,last,5,5,neg0.1,-1.7628783,22402,22305371
IM0000,voi,last,5,5,neg1,-1.7222027,236273,22305371
IM0000,voi,last,5,5,neg5,-1.4352587,1144671,22305371
IM0000,voi,last,5,5,pos5,1.4409266,1142925,22305371
IM0000,voi,last,5,5,pos1,1.78733,236592,22305371
IM0000,voi,last,5,5,pos0.1,1.7368821,22355,22305371
IM0000,voi,last,5,20,neg0.1,-1.4061143,22341,22274228
IM0000,voi,last,5,20,neg1,-1.5468498,235785,22274228
IM0000,voi,last,5,20,neg5,-1.4461447,1142598,22274228
IM0000,voi,last,5,20,pos5,1.5634352,1140992,22274228
IM0000,voi,last,5,20,pos1,1.922657,236117,22274228
IM0000,voi,last,5,20,pos0.1,1.888316,22304,22274228
IM0000,voi,last,5,60,neg0.1,-0.7938657,23344,22151897
IM0000,voi,last,5,60,neg1,-1.0244321,233382,22151897
IM0000,voi,last,5,60,neg5,-1.1096562,1133442,22151897
IM0000,voi,last,5,60,pos5,1.3538042,1132177,22151897
IM0000,voi,last,5,60,pos1,1.6246768,233977,22151897
IM0000,voi,last,5,60,pos0.1,1.6289252,23343,22151897
IM0000,voi,last,5,120,neg0.1,-0.19550975,22894,21913537
IM0000,voi,last,5,120,neg1,-0.56208026,229010,21913537
IM0000,voi,last,5,120,neg5,-0.7777921,1115865,21913537
IM0000,voi,last,5,120,pos5,0.9694542,1114458,21913537
IM0000,voi,last,5,120,pos1,1.0964261,229502,21913537
IM0000,voi,last,5,120,pos0.1,0.7916248,22877,21913537
IM0000,voi,last,5,240,neg0.1,-0.20043902,21867,21329986
IM0000,voi,last,5,240,neg1,-0.1368986,219637,21329986
IM0000,voi,last,5,240,neg5,-0.514882,1076468,21329986
IM0000,voi,last,5,240,pos5,0.66706896,1074688,21329986
IM0000,voi,last,5,240,pos1,0.6109332,220119,21329986
IM0000,voi,last,5,240,pos0.1,0.5098953,21879,21329986
IM0000,voi,last,5,600,neg0.1,0.07471149,19930,19374444
IM0000,voi,last,5,600,neg1,0.3769358,216448,19374444
IM0000,voi,last,5,600,neg5,-0.13214451,1127228,19374444
IM0000,voi,last,5,600,pos5,0.7586738,1122004,19374444
IM0000,voi,last,5,600,pos1,0.9208395,216901,19374444
IM0000,voi,last,5,600,pos0.1,0.3689713,20278,19374444
IM0000,voi,last,20,1,neg0.1,-0.445294,22365,22285962
IM0000,voi,last,20,1,neg1,-0.37304977,228243,22285962
IM0000,voi,last,20,1,neg5,-0.30152592,1170367,22285962
IM0000,voi,last,20,1,pos5,0.31439036,1167892,22285962
IM0000,voi,last,20,1,pos1,0.3934677,232047,22285962
IM0000,voi,last,20,1,pos0.1,0.42499456,23005,22285962
IM0000,voi,last,20,5,neg0.1,-0.7207534,22353,22278830
IM0000,voi,last,20,5,neg1,-0.69952184,228163,22278830
IM0000,voi,last,20,5,neg5,-0.63930196,1169973,22278830
IM0000,voi,last,20,5,pos5,0.6977097,1167563,22278830
IM0000,voi,last,20,5,pos1,0.8315229,231984,22278830
IM0000,voi,last,20,5,pos0.1,0.87102276,22283,22278830
IM0000,voi,last,20,20,neg0.1,-0.59468555,22279,22247920
IM0000,voi,last,20,20,neg1,-0.49141595,227573,22247920
IM0000,voi,last,20,20,neg5,-0.5412065,1167547,22247920
IM0000,voi,last,20,20,pos5,0.73192465,1165676,22247920
IM0000,voi,last,20,20,pos1,0.81238097,231613,22247920
IM0000,voi,last,20,20,pos0.1,1.3621209,22255,22247920
IM0000,voi,last,20,60,neg0.1,0.40041348,22734,22126349
IM0000,voi,last,20,60,neg1,0.26400945,224973,22126349
IM0000,voi,last,20,60,neg5,-0.10735011,1157670,22126349
IM0000,voi,last,20,60,pos5,0.35501993,1155983,22126349
IM0000,voi,last,20,60,pos1,0.44995725,229324,22126349
IM0000,voi,last,20,60,pos0.1,1.2013038,22702,22126349
IM0000,voi,last,20,120,neg0.1,2.60381,22204,21889135
IM0000,voi,last,20,120,neg1,0.62740535,220446,21889135
IM0000,voi,last,20,120,neg5,0.25788337,1138534,21889135
IM0000,voi,last,20,120,pos5,-0.119359896,1136504,21889135
IM0000,voi,last,20,120,pos1,-0.20583849,224647,21889135
IM0000,voi,last,20,120,pos0.1,0.17202082,22288,21889135
IM0000,voi,last,20,240,neg0.1,2.154149,21836,21306755
IM0000,voi,last,20,240,neg1,0.97076446,221340,21306755
IM0000,voi,last,20,240,neg5,0.5644234,1095348,21306755
IM0000,voi,last,20,240,pos5,-0.36163196,1092904,21306755
IM0000,voi,last,20,240,pos1,-0.6079855,214413,21306755
IM0000,voi,last,20,240,pos0.1,-0.59255356,21836,21306755
IM0000,voi,last,20,600,neg0.1,0.4604773,19862,19354041
IM0000,voi,last,20,600,neg1,0.8353933,202428,19354041
IM0000,voi,last,20,600,neg5,0.6496773,969586,19354041
IM0000,voi,last,20,600,pos5,0.1137504,1036770,19354041
IM0000,voi,last,20,600,pos1,0.2385515,195899,19354041
IM0000,voi,last,20,600,pos0.1,0.20715785,19531,19354041
IM0000,voi,last,60,1,neg0.1,-0.25478783,22505,22215162
IM0000,voi,last,60,1,neg1,-0.18225548,227845,22215162
IM0000,voi,last,60,1,neg5,-0.14316016,1129106,22215162
IM0000,voi,last,60,1,pos5,0.15522736,1133621,22215162
IM0000,voi,last,60,1,pos1,0.18455863,222558,22215162
IM0000,voi,last,60,1,pos0.1,0.23827828,22373,22215162
IM0000,voi,last,60,5,neg0.1,-0.42092857,22486,22208035
IM0000,voi,last,60,5,neg1,-0.33339334,227755,22208035
IM0000,voi,last,60,5,neg5,-0.2689185,1128710,22208035
IM0000,voi,last,60,5,pos5,0.3404703,1133250,22208035
IM0000,voi,last,60,5,pos1,0.37218615,222472,22208035
IM0000,voi,last,60,5,pos0.1,0.56431925,22365,22208035
IM0000,voi,last,60,20,neg0.1,-0.1472113,22376,22177432
IM0000,voi,last,60,20,neg1,0.02346742,227166,22177432
IM0000,voi,last,60,20,neg5,0.003359181,1126465,22177432
IM0000,voi,last,60,20,pos5,0.31824365,1131215,22177432
IM0000,voi,last,60,20,pos1,0.2531161,222072,22177432
IM0000,voi,last,60,20,pos0.1,0.94231886,22347,22177432
IM0000,voi,last,60,60,neg0.1,2.0980675,22097,22057185
IM0000,voi,last,60,60,neg1,0.9169253,224256,22057185
IM0000,voi,last,60,60,neg5,0.5466771,1115750,22057185
IM0000,voi,last,60,60,pos5,-0.093999565,1121186,22057185
IM0000,voi,last,60,60,pos1,-0.20365953,225548,22057185
IM0000,voi,last,60,60,pos0.1,0.7253099,22185,22057185
IM0000,voi,last,60,120,neg0.1,3.7565079,22050,21822729
IM0000,voi,last,60,120,neg1,1.4687724,219405,21822729
IM0000,voi,last,60,120,neg5,0.8115333,1097504,21822729
IM0000,voi,last,60,120,pos5,-0.39752132,1101224,21822729
IM0000,voi,last,60,120,pos1,-0.61617744,221123,21822729
IM0000,voi,last,60,120,pos0.1,-0.4021862,22139,21822729
IM0000,voi,last,60,240,neg0.1,3.0092554,21393,21243145
IM0000,voi,last,60,240,neg1,1.3178825,214164,21243145
IM0000,voi,last,60,240,neg5,1.0066426,1092191,21243145
IM0000,voi,last,60,240,pos5,-0.5890204,1094519,21243145
IM0000,voi,last,60,240,pos1,-1.1523961,216167,21243145
IM0000,voi,last,60,240,pos0.1,-2.2065368,21662,21243145
IM0000,voi,last,60,600,neg0.1,0.115839854,19432,19298690
IM0000,voi,last,60,600,neg1,1.0821183,196156,19298690
IM0000,voi,last,60,600,neg5,1.0072348,998789,19298690
IM0000,voi,last,60,600,pos5,-0.02630399,996921,19298690
IM0000,voi,last,60,600,pos1,0.21040052,197471,19298690
IM0000,voi,last,60,600,pos0.1,-1.4450413,19733,19298690
IM0000,voi,last,120,1,neg0.1,-0.15696923,22463,22108963
IM0000,voi,last,120,1,neg1,-0.11323138,222456,22108963
IM0000,voi,last,120,1,neg5,-0.085285544,1128081,22108963
IM0000,voi,last,120,1,pos5,0.09155869,1111877,22108963
IM0000,voi,last,120,1,pos1,0.11891957,223504,22108963
IM0000,voi,last,120,1,pos0.1,0.16422683,22201,22108963
IM0000,voi,last,120,5,neg0.1,-0.13445003,22447,22101846
IM0000,voi,last,120,5,neg1,-0.16837797,222345,22101846
IM0000,voi,last,120,5,neg5,-0.14001583,1127594,22101846
IM0000,voi,last,120,5,pos5,0.18151489,1111413,22101846
IM0000,voi,last,120,5,pos1,0.22549559,223419,22101846
IM0000,voi,last,120,5,pos0.1,0.4215885,22197,22101846
IM0000,voi,last,120,20,neg0.1,0.48507062,22372,22071424
IM0000,voi,last,120,20,neg1,0.2173176,221786,22071424
IM0000,voi,last,120,20,neg5,0.15808156,1125147,22071424
IM0000,voi,last,120,20,pos5,0.06838702,1109231,22071424
IM0000,voi,last,120,20,pos1,0.06278735,222943,22071424
IM0000,voi,last,120,20,pos0.1,0.6683043,22186,22071424
IM0000,voi,last,120,60,neg0.1,2.7502818,22173,21953284
IM0000,voi,last,120,60,neg1,1.1047816,223522,21953284
IM0000,voi,last,120,60,neg5,0.6820054,1115258,21953284
IM0000,voi,last,120,60,pos5,-0.23978806,1099375,21953284
IM0000,voi,last,120,60,pos1,-0.3075602,220695,21953284
IM0000,voi,last,120,60,pos0.1,0.6704566,22252,21953284
IM0000,voi,last,120,120,neg0.1,2.4174163,21899,21721255
IM0000,voi,last,120,120,neg1,1.5177997,218880,21721255
IM0000,voi,last,120,120,neg5,0.9109303,1096175,21721255
IM0000,voi,last,120,120,pos5,-0.33986676,1105392,21721255
IM0000,voi,last,120,120,pos1,-0.49254394,220559,21721255
IM0000,voi,last,120,120,pos0.1,0.2691832,21829,21721255
IM0000,voi,last,120,240,neg0.1,0.74523455,21404,21145788
IM0000,voi,last,120,240,neg1,1.285642,215406,21145788
IM0000,voi,last,120,240,neg5,0.85135376,1076213,21145788
IM0000,voi,last,120,240,pos5,-0.41272575,1060920,21145788
IM0000,voi,last,120,240,pos1,-0.78118896,212992,21145788
IM0000,voi,last,120,240,pos0.1,-2.237705,21228,21145788
IM0000,voi,last,120,600,neg0.1,-0.33079848,19462,19213682
IM0000,voi,last,120,600,neg1,0.836344,192868,19213682
IM0000,voi,last,120,600,neg5,0.73490804,970882,19213682
IM0000,voi,last,120,600,pos5,0.1993581,978044,19213682
IM0000,voi,last,120,600,pos1,0.015362042,192878,19213682
IM0000,voi,last,120,600,pos0.1,-1.0895461,19342,19213682
IM0000,voi,last,240,1,neg0.1,-0.11729038,22099,21896563
IM0000,voi,last,240,1,neg1,-0.07238891,219937,21896563
IM0000,voi,last,240,1,neg5,-0.050429057,1106148,21896563
IM0000,voi,last,240,1,pos5,0.059235267,1105068,21896563
IM0000,voi,last,240,1,pos1,0.071891785,219274,21896563
IM0000,voi,last,240,1,pos0.1,0.11227511,21955,21896563
IM0000,voi,last,240,5,neg0.1,-0.18097869,22091,21889452
IM0000,voi,last,240,5,neg1,-0.09869675,219835,21889452
IM0000,voi,last,240,5,neg5,-0.07168322,1105726,21889452
IM0000,voi,last,240,5,pos5,0.12770565,1104587,21889452
IM0000,voi,last,240,5,pos1,0.13404837,219197,21889452
IM0000,voi,last,240,5,pos0.1,0.31177357,21939,21889452
IM0000,voi,last,240,20,neg0.1,0.03974231,22042,21859341
IM0000,voi,last,240,20,neg1,0.18061644,219227,21859341
IM0000,voi,last,240,20,neg5,0.13627812,1103442,21859341
IM0000,voi,last,240,20,pos5,0.10491067,1102538,21859341
IM0000,voi,last,240,20,pos1,-0.010889334,218838,21859341
IM0000,voi,last,240,20,pos0.1,0.5833105,21882,21859341
IM0000,voi,last,240,60,neg0.1,0.8585144,21769,21743308
IM0000,voi,last,240,60,neg1,0.8393584,219445,21743308
IM0000,voi,last,240,60,neg5,0.46919745,1092864,21743308
IM0000,voi,last,240,60,pos5,-0.023046033,1093724,21743308
IM0000,voi,last,240,60,pos1,-0.34370452,219872,21743308
IM0000,voi,last,240,60,pos0.1,0.5892424,21845,21743308
IM0000,voi,last,240,120,neg0.1,0.47226205,21613,21515437
IM0000,voi,last,240,120,neg1,0.86962175,217705,21515437
IM0000,voi,last,240,120,neg5,0.4853828,1090086,21515437
IM0000,voi,last,240,120,pos5,-0.019378588,1075775,21515437
IM0000,voi,last,240,120,pos1,-0.65134126,215655,21515437
IM0000,voi,last,240,120,pos0.1,0.8012316,21598,21515437
IM0000,voi,last,240,240,neg0.1,-1.8956361,21013,20949635
IM0000,voi,last,240,240,neg1,0.30937037,212286,20949635
IM0000,voi,last,240,240,neg5,0.3865774,1047754,20949635
IM0000,voi,last,240,240,pos5,0.01425771,1061601,20949635
IM0000,voi,last,240,240,pos1,-0.032183886,210478,20949635
IM0000,voi,last,240,240,pos0.1,0.87516046,21035,20949635
IM0000,voi,last,240,600,neg0.1,1.0945367,19146,19041782
IM0000,voi,last,240,600,neg1,-0.32498717,192823,19041782
IM0000,voi,last,240,600,neg5,0.40831488,954626,19041782
IM0000,voi,last,240,600,pos5,0.71406573,955940,19041782
IM0000,voi,last,240,600,pos1,-0.2341786,192524,19041782
IM0000,voi,last,240,600,pos0.1,-0.30806845,19223,19041782
IM0000,voi,last,600,1,neg0.1,-0.033827726,21373,21259363
IM0000,voi,last,600,1,neg1,-0.031787664,213888,21259363
IM0000,voi,last,600,1,neg5,-0.028946826,1066680,21259363
IM0000,voi,last,600,1,pos5,0.03433118,1065329,21259363
IM0000,voi,last,600,1,pos1,0.046755336,213751,21259363
IM0000,voi,last,600,1,pos0.1,0.038524628,21337,21259363
IM0000,voi,last,600,5,neg0.1,0.021670958,21365,21252255
IM0000,voi,last,600,5,neg1,-0.00708155,213795,21252255
IM0000,voi,last,600,5,neg5,-0.045241546,1066365,21252255
IM0000,voi,last,600,5,pos5,0.08192651,1064808,21252255
IM0000,voi,last,600,5,pos1,0.099458866,213626,21252255
IM0000,voi,last,600,5,pos0.1,0.019224457,21327,21252255
IM0000,voi,last,600,20,neg0.1,0.64919865,21277,21222535
IM0000,voi,last,600,20,neg1,0.2535543,213051,21222535
IM0000,voi,last,600,20,neg5,0.058086403,1064225,21222535
IM0000,voi,last,600,20,pos5,0.10574365,1062740,21222535
IM0000,voi,last,600,20,pos1,0.11669701,213116,21222535
IM0000,voi,last,600,20,pos0.1,-0.38788646,21282,21222535
IM0000,voi,last,600,60,neg0.1,3.049395,21156,21110966
IM0000,voi,last,600,60,neg1,0.9782249,212031,21110966
IM0000,voi,last,600,60,neg5,0.29956913,1063187,21110966
IM0000,voi,last,600,60,pos5,0.14114124,1062581,21110966
IM0000,voi,last,600,60,pos1,0.2695503,211378,21110966
IM0000,voi,last,600,60,pos0.1,-0.55525225,21248,21110966
IM0000,voi,last,600,120,neg0.1,3.4660282,20988,20894756
IM0000,voi,last,600,120,neg1,1.0210193,209236,20894756
IM0000,voi,last,600,120,neg5,0.42449376,1045377,20894756
IM0000,voi,last,600,120,pos5,0.18077523,1046493,20894756
IM0000,voi,last,600,120,pos1,0.57294226,209707,20894756
IM0000,voi,last,600,120,pos0.1,0.5447989,20938,20894756
IM0000,voi,last,600,240,neg0.1,1.4368287,20484,20354741
IM0000,voi,last,600,240,neg1,-0.12727906,203922,20354741
IM0000,voi,last,600,240,neg5,0.66477686,1024282,20354741
IM0000,voi,last,600,240,pos5,0.31204507,1017901,20354741
IM0000,voi,last,600,240,pos1,0.69664997,205103,20354741
IM0000,voi,last,600,240,pos0.1,2.3845704,20454,20354741
IM0000,voi,last,600,600,neg0.1,-6.24457,18645,18511880
IM0000,voi,last,600,600,neg1,-1.8819503,185227,18511880
IM0000,voi,last,600,600,neg5,0.95782095,929917,18511880
IM0000,voi,last,600,600,pos5,0.802272,932291,18511880
IM0000,voi,last,600,600,pos1,-0.5834429,185552,18511880
IM0000,voi,last,600,600,pos0.1,5.931338,18540,18511880
IM0000,oir,last,1,1,neg0.1,-0.31632423,22341,22321360
IM0000,oir,last,1,1,neg1,-0.21123691,253308,22321360
IM0000,oir,last,1,1,neg5,-0.20134509,1137624,22321360
IM0000,oir,last,1,1,pos5,0.20324318,1127905,22321360
IM0000,oir,last,1,1,pos1,0.22513601,249618,22321360
IM0000,oir,last,1,1,pos0.1,0.26126394,23482,22321360
IM0000,oir,last,1,5,neg0.1,0.043489944,22327,22314200
IM0000,oir,last,1,5,neg1,0.026437199,253166,22314200
IM0000,oir,last,1,5,neg5,-0.113362394,1137079,22314200
IM0000,oir,last,1,5,pos5,0.121191695,1127371,22314200
IM0000,oir,last,1,5,pos1,-0.011808846,249474,22314200
IM0000,oir,last,1,5,pos0.1,-0.09241191,23471,22314200
IM0000,oir,last,1,20,neg0.1,0.42759207,22318,22282872
IM0000,oir,last,1,20,neg1,0.26076832,252546,22282872
IM0000,oir,last,1,20,neg5,0.00716271,1134766,22282872
IM0000,oir,last,1,20,pos5,0.06441053,1124785,22282872
IM0000,oir,last,1,20,pos1,-0.110199064,248768,22282872
IM0000,oir,last,1,20,pos0.1,-0.11200855,23400,22282872
IM0000,oir,last,1,60,neg0.1,1.0907377,23342,22160267
IM0000,oir,last,1,60,neg1,0.49291077,250027,22160267
IM0000,oir,last,1,60,neg5,0.17356351,1125490,22160267
IM0000,oir,last,1,60,pos5,-0.039514445,1115997,22160267
IM0000,oir,last,1,60,pos1,-0.22319649,246451,22160267
IM0000,oir,last,1,60,pos0.1,-0.2570354,23133,22160267
IM0000,oir,last,1,120,neg0.1,0.8936524,22859,21921672
IM0000,oir,last,1,120,neg1,0.5156438,245753,21921672
IM0000,oir,last,1,120,neg5,0.21349096,1108876,21921672
IM0000,oir,last,1,120,pos5,-0.090270914,1100288,21921672
IM0000,oir,last,1,120,pos1,-0.32017666,242488,21921672
IM0000,oir,last,1,120,pos0.1,-0.3670103,22795,21921672
IM0000,oir,last,1,240,neg0.1,1.0417486,21845,21337532
IM0000,oir,last,1,240,neg1,0.604545,236568,21337532
IM0000,oir,last,1,240,neg5,0.17396368,1071626,21337532
IM0000,oir,last,1,240,pos5,-0.15572731,1069228,21337532
IM0000,oir,last,1,240,pos1,-0.5072659,233211,21337532
IM0000,oir,last,1,240,pos0.1,-1.0921504,21823,21337532
IM0000,oir,last,1,600,neg0.1,0.62835795,20474,19381065
IM0000,oir,last,1,600,neg1,0.91014016,209593,19381065
IM0000,oir,last,1,600,neg5,0.247066,985089,19381065
IM0000,oir,last,1,600,pos5,-0.032879133,980774,19381065
IM0000,oir,last,1,600,pos1,-0.12848246,207468,19381065
IM0000,oir,last,1,600,pos0.1,-0.6860723,19393,19381065
IM0000,oir,last,5,1,neg0.1,-0.05404921,22313,22312512
IM0000,oir,last,5,1,neg1,-0.03470508,223195,22312512
IM0000,oir,last,5,1,neg5,-0.03918963,1116724,22312512
IM0000,oir,last,5,1,pos5,0.031929083,1115660,22312512
IM0000,oir,last,5,1,pos1,0.03011303,223126,22312512
IM0000,oir,last,5,1,pos0.1,0.071572624,22313,22312512
IM0000,oir,last,5,5,neg0.1,0.06989151,22306,22305371
IM0000,oir,last,5,5,neg1,0.050949503,223064,22305371
IM0000,oir,last,5,5,neg5,-0.016181586,1116207,22305371
IM0000,oir,last,5,5,pos5,0.012881197,1115269,22305371
IM0000,oir,last,5,5,pos1,-0.084347285,223054,22305371
IM0000,oir,last,5,5,pos0.1,-0.05796127,22308,22305371
IM0000,oir,last,5,20,neg0.1,0.781055,22275,22274228
IM0000,oir,last,5,20,neg1,0.37774137,222745,22274228
IM0000,oir,last,5,20,neg5,0.15979736,1114255,22274228
IM0000,oir,last,5,20,pos5,-0.10591852,1113724,22274228
IM0000,oir,last,5,20,pos1,-0.37854776,222923,22274228
IM0000,oir,last,5,20,pos0.1,-0.4474523,22275,22274228
IM0000,oir,last,5,60,neg0.1,1.0607169,22152,22151897
IM0000,oir,last,5,60,neg1,0.62266,221527,22151897
IM0000,oir,last,5,60,neg5,0.34234253,1108793,22151897
IM0000,oir,last,5,60,pos5,-0.25512555,1108419,22151897
IM0000,oir,last,5,60,pos1,-0.6355395,221596,22151897
IM0000,oir,last,5,60,pos0.1,-0.7191676,22152,22151897
IM0000,oir,last,5,120,neg0.1,0.86383134,21914,21913537
IM0000,oir,last,5,120,neg1,0.6753729,219153,21913537
IM0000,oir,last,5,120,neg5,0.41040048,1097450,21913537
IM0000,oir,last,5,120,pos5,-0.30900446,1095680,21913537
IM0000,oir,last,5,120,pos1,-0.7019208,219284,21913537
IM0000,oir,last,5,120,pos0.1,-0.67077345,21915,21913537
IM0000,oir,last,5,240,neg0.1,1.1720501,21331,21329986
IM0000,oir,last,5,240,neg1,0.7186077,213492,21329986
IM0000,oir,last,5,240,neg5,0.3556742,1067595,21329986
IM0000,oir,last,5,240,pos5,-0.39079794,1066500,21329986
IM0000,oir,last,5,240,pos1,-1.0077244,213350,21329986
IM0000,oir,last,5,240,pos0.1,-2.06376,21330,21329986
IM0000,oir,last,5,600,neg0.1,1.1077677,19375,19374444
IM0000,oir,last,5,600,neg1,0.57480115,193747,19374444
IM0000,oir,last,5,600,neg5,0.28739744,968749,19374444
IM0000,oir,last,5,600,pos5,-0.23964465,968726,19374444
IM0000,oir,last,5,600,pos1,-0.80598277,193756,19374444
IM0000,oir,last,5,600,pos0.1,-1.4315355,19375,19374444
IM0000,oir,last,20,1,neg0.1,0.016333124,22286,22285962
IM0000,oir,last,20,1,neg1,0.006093512,222860,22285962
IM0000,oir,last,20,1,neg5,-0.004604689,1114299,22285962
IM0000,oir,last,20,1,pos5,0.0062227463,1114299,22285962
IM0000,oir,last,20,1,pos1,-0.00834156,222860,22285962
IM0000,oir,last,20,1,pos0.1,-0.022298995,22288,22285962
IM0000,oir,last,20,5,neg0.1,0.17931685,22279,22278830
IM0000,oir,last,20,5,neg1,0.11355934,222791,22278830
IM0000,oir,last,20,5,neg5,0.05756014,1113948,22278830
IM0000,oir,last,20,5,pos5,-0.03636974,1113948,22278830
IM0000,oir,last,20,5,pos1,-0.1088025,222789,22278830
IM0000,oir,last,20,5,pos0.1,-0.24111311,22280,22278830
IM0000,oir,last,20,20,neg0.1,0.83598524,22248,22247920
IM0000,oir,last,20,20,neg1,0.42426285,222480,22247920
IM0000,oir,last,20,20,neg5,0.25509262,1112396,22247920
IM0000,oir,last,20,20,pos5,-0.18767688,1112396,22247920
IM0000,oir,last,20,20,pos1,-0.3693228,222491,22247920
IM0000,oir,last,20,20,pos0.1,-0.60904354,22248,22247920
IM0000,oir,last,20,60,neg0.1,1.138157,22127,22126349
IM0000,oir,last,20,60,neg1,0.60922426,221265,22126349
IM0000,oir,last,20,60,neg5,0.48551232,1106318,22126349
IM0000,oir,last,20,60,pos5,-0.39940867,1106318,22126349
IM0000,oir,last,20,60,pos1,-0.67336303,221264,22126349
IM0000,oir,last,20,60,pos0.1,-1.1107646,22128,22126349
IM0000,oir,last,20,120,neg0.1,1.3297246,21891,21889135
IM0000,oir,last,20,120,neg1,0.8057634,218898,21889135
IM0000,oir,last,20,120,neg5,0.57155234,1094493,21889135
IM0000,oir,last,20,120,pos5,-0.4413184,1094457,21889135
IM0000,oir,last,20,120,pos1,-0.70147836,218892,21889135
IM0000,oir,last,20,120,pos0.1,-1.6640931,21890,21889135
IM0000,oir,last,20,240,neg0.1,1.5631952,21307,21306755
IM0000,oir,last,20,240,neg1,0.6938724,213068,21306755
IM0000,oir,last,20,240,neg5,0.54447746,1065348,21306755
IM0000,oir,last,20,240,pos5,-0.503987,1065341,21306755
IM0000,oir,last,20,240,pos1,-1.028925,213069,21306755
IM0000,oir,last,20,240,pos0.1,-3.3454263,21307,21306755
IM0000,oir,last,20,600,neg0.1,2.1956084,19355,19354041
IM0000,oir,last,20,600,neg1,0.48787078,193541,19354041
IM0000,oir,last,20,600,neg5,0.36014563,967703,19354041
IM0000,oir,last,20,600,pos5,-0.49981347,967703,19354041
IM0000,oir,last,20,600,pos1,-0.6235785,193541,19354041
IM0000,oir,last,20,600,pos0.1,-2.7785068,19355,19354041
IM0000,oir,last,60,1,neg0.1,0.014494059,22216,22215162
IM0000,oir,last,60,1,neg1,0.009047859,222152,22215162
IM0000,oir,last,60,1,neg5,0.0008084562,1110759,22215162
IM0000,oir,last,60,1,pos5,0.0014323539,1110759,22215162
IM0000,oir,last,60,1,pos1,-0.009781591,222152,22215162
IM0000,oir,last,60,1,pos0.1,-0.0048613613,22216,22215162
IM0000,oir,last,60,5,neg0.1,0.12026656,22209,22208035
IM0000,oir,last,60,5,neg1,0.09784718,222081,22208035
IM0000,oir,last,60,5,neg5,0.045551598,1110455,22208035
IM0000,oir,last,60,5,pos5,-0.03702513,1110408,22208035
IM0000,oir,last,60,5,pos1,-0.09335332,222081,22208035
IM0000,oir,last,60,5,pos0.1,-0.105452746,22209,22208035
IM0000,oir,last,60,20,neg0.1,0.47650826,22178,22177432
IM0000,oir,last,60,20,neg1,0.3547875,221775,22177432
IM0000,oir,last,60,20,neg5,0.190646,1108872,22177432
IM0000,oir,last,60,20,pos5,-0.18761137,1108872,22177432
IM0000,oir,last,60,20,pos1,-0.3596315,221777,22177432
IM0000,oir,last,60,20,pos0.1,-0.3942195,22178,22177432
IM0000,oir,last,60,60,neg0.1,0.79603773,22058,22057185
IM0000,oir,last,60,60,neg1,0.4888381,220572,22057185
IM0000,oir,last,60,60,neg5,0.4353074,1102862,22057185
IM0000,oir,last,60,60,pos5,-0.34040132,1102860,22057185
IM0000,oir,last,60,60,pos1,-0.5665089,220572,22057185
IM0000,oir,last,60,60,pos0.1,-0.66143805,22058,22057185
IM0000,oir,last,60,120,neg0.1,2.0242405,21823,21822729
IM0000,oir,last,60,120,neg1,0.85425794,218228,21822729
IM0000,oir,last,60,120,neg5,0.6399381,1091143,21822729
IM0000,oir,last,60,120,pos5,-0.45650178,1091137,21822729
IM0000,oir,last,60,120,pos1,-0.99928516,218228,21822729
IM0000,oir,last,60,120,pos0.1,-1.2057921,21823,21822729
IM0000,oir,last,60,240,neg0.1,2.3018734,21244,21243145
IM0000,oir,last,60,240,neg1,0.91937655,212432,21243145
IM0000,oir,last,60,240,neg5,0.64873,1062163,21243145
IM0000,oir,last,60,240,pos5,-0.62327546,1062158,21243145
IM0000,oir,last,60,240,pos1,-1.4382108,212432,21243145
IM0000,oir,last,60,240,pos0.1,-2.03907,21244,21243145
IM0000,oir,last,60,600,neg0.1,2.4705944,19299,19298690
IM0000,oir,last,60,600,neg1,0.7492836,192987,19298690
IM0000,oir,last,60,600,neg5,0.5349718,964935,19298690
IM0000,oir,last,60,600,pos5,-0.601643,964936,19298690
IM0000,oir,last,60,600,pos1,-1.1486214,192987,19298690
IM0000,oir,last,60,600,pos0.1,-1.2098036,19299,19298690
IM0000,oir,last,120,1,neg0.1,0.011397557,22110,22108963
IM0000,oir,last,120,1,neg1,0.0034058527,221090,22108963
IM0000,oir,last,120,1,neg5,0.0021312607,1105449,22108963
IM0000,oir,last,120,1,pos5,0.0011316668,1105449,22108963
IM0000,oir,last,120,1,pos1,0.0004930119,221090,22108963
IM0000,oir,last,120,1,pos0.1,-0.016418653,22109,22108963
IM0000,oir,last,120,5,neg0.1,0.079721294,22102,22101846
IM0000,oir,last,120,5,neg1,0.055823255,221019,22101846
