code,rank,q,mpb,n_total,cum1,cum5,cum10,cum20
IC0000,352612,0.060265140503068616,-3.5,5851011,777831.0,1.282356e+06,1.373113e+06,1.397698e+06
IC0000,354075,0.06051518276072289,-3.5,5851011,780207.0,1.286336e+06,1.377186e+06,1.401722e+06
IC0000,355538,0.06076522501837717,-3.5,5851011,781943.0,1.2903e+06,1.381767e+06,1.40608e+06
IC0000,357001,0.06101526727603144,-3.4230769,5851011,783806.0,1.292661e+06,1.384529e+06,1.409019e+06
IC0000,358464,0.06126530953368572,-3.4166667,5851011,785785.0,1.295381e+06,1.38696e+06,1.411372e+06
IC0000,359928,0.06151552270197407,-3.35,5851011,787074.0,1.29642e+06,1.388516e+06,1.412767e+06
IC0000,361391,0.061765564959628344,-3.3333333,5851011,788803.0,1.298163e+06,1.390054e+06,1.413982e+06
IC0000,362854,0.06201560721728262,-3.25,5851011,790406.0,1.300478e+06,1.391874e+06,1.415412e+06
IC0000,364317,0.062265649474936895,-3.25,5851011,791517.0,1.303654e+06,1.395879e+06,1.419611e+06
IC0000,365780,0.06251569173259117,-3.25,5851011,792875.0,1.306769e+06,1.399513e+06,1.423087e+06
IC0000,367243,0.06276573399024545,-3.25,5851011,794125.0,1.309757e+06,1.402749e+06,1.426853e+06
IC0000,368706,0.06301577624789972,-3.25,5851011,796097.0,1.313499e+06,1.406186e+06,1.430183e+06
IC0000,370169,0.063265818505554,-3.25,5851011,798645.0,1.316731e+06,1.408947e+06,1.432494e+06
IC0000,371633,0.06351603167384234,-3.25,5851011,800557.0,1.319889e+06,1.412299e+06,1.435865e+06
IC0000,373096,0.06376607393149662,-3.25,5851011,802817.0,1.322502e+06,1.414483e+06,1.437457e+06
IC0000,374559,0.0640161161891509,-3.25,5851011,805518.0,1.325659e+06,1.417712e+06,1.44095e+06
IC0000,376022,0.06426615844680518,-3.25,5851011,808172.0,1.329601e+06,1.421581e+06,1.444549e+06
IC0000,377485,0.06451620070445944,-3.25,5851011,810490.0,1.332996e+06,1.425218e+06,1.449019e+06
IC0000,378948,0.06476624296211372,-3.25,5851011,812309.0,1.33633e+06,1.428453e+06,1.452054e+06
IC0000,380411,0.065016285219768,-3.25,5851011,813806.0,1.33954e+06,1.431854e+06,1.455357e+06
IC0000,381874,0.06526632747742228,-3.25,5851011,815168.0,1.342693e+06,1.43548e+06,1.459604e+06
IC0000,383337,0.06551636973507656,-3.25,5851011,816510.0,1.346224e+06,1.439135e+06,1.463363e+06
IC0000,384801,0.0657665829033649,-3.25,5851011,817956.0,1.349411e+06,1.442921e+06,1.467467e+06
IC0000,386264,0.06601662516101918,-3.25,5851011,819353.0,1.352562e+06,1.446864e+06,1.471723e+06
IC0000,387727,0.06626666741867346,-3.25,5851011,820639.0,1.355664e+06,1.450583e+06,1.4755e+06
IC0000,389190,0.06651670967632774,-3.25,5851011,822229.0,1.358876e+06,1.453649e+06,1.478672e+06
IC0000,390653,0.066766751933982,-3.25,5851011,823596.0,1.361703e+06,1.456731e+06,1.481606e+06
IC0000,392116,0.06701679419163628,-3.25,5851011,825065.0,1.365222e+06,1.460445e+06,1.485871e+06
IC0000,393579,0.06726683644929056,-3.25,5851011,826704.0,1.368714e+06,1.46416e+06,1.489428e+06
IC0000,395042,0.06751687870694484,-3.25,5851011,828414.0,1.37249e+06,1.468415e+06,1.494013e+06
IC0000,396506,0.06776709187523319,-3.25,5851011,830564.0,1.375983e+06,1.471858e+06,1.497302e+06
IC0000,397969,0.06801713413288746,-3.25,5851011,832523.0,1.379246e+06,1.475628e+06,1.501285e+06
IC0000,399432,0.06826717639054174,-3.25,5851011,834046.0,1.382781e+06,1.479749e+06,1.505065e+06
IC0000,400895,0.06851721864819602,-3.25,5851011,835424.0,1.386009e+06,1.483532e+06,1.508846e+06
