code,rank,q,voi,n_total,cum1,cum5,cum10,cum20
IM0000,3141208,0.5051262659682738,0.0,6218659,-1.172645e+06,-2.927938e+06,-3.325588e+06,-3.432382e+06
IM0000,3142763,0.5053763198786105,0.0,6218659,-1.172869e+06,-2.928175e+06,-3.326203e+06,-3.433966e+06
IM0000,3144318,0.5056263737889471,0.0,6218659,-1.172755e+06,-2.927951e+06,-3.325923e+06,-3.433145e+06
IM0000,3145873,0.5058764276992838,0.0,6218659,-1.172601e+06,-2.927605e+06,-3.325195e+06,-3.431312e+06
IM0000,3147428,0.5061264816096204,0.0,6218659,-1.172671e+06,-2.927872e+06,-3.325311e+06,-3.432054e+06
IM0000,3148983,0.506376535519957,0.0,6218659,-1.172746e+06,-2.928102e+06,-3.325625e+06,-3.432066e+06
IM0000,3150538,0.5066265894302936,0.0,6218659,-1.172815e+06,-2.928452e+06,-3.326053e+06,-3.432766e+06
IM0000,3152093,0.5068766433406302,0.0,6218659,-1.172845e+06,-2.928576e+06,-3.325921e+06,-3.432801e+06
IM0000,3153649,0.50712685805734,0.0,6218659,-1.172844e+06,-2.928543e+06,-3.325793e+06,-3.432806e+06
IM0000,3155204,0.5073769119676766,0.0,6218659,-1.172791e+06,-2.928685e+06,-3.325854e+06,-3.432809e+06
IM0000,3156759,0.5076269658780133,0.0,6218659,-1.172791e+06,-2.928846e+06,-3.325934e+06,-3.432904e+06
IM0000,3158314,0.5078770197883499,0.0,6218659,-1.172854e+06,-2.929096e+06,-3.326119e+06,-3.433504e+06
IM0000,3159869,0.5081270736986865,0.0,6218659,-1.172964e+06,-2.929419e+06,-3.326879e+06,-3.434849e+06
IM0000,3161424,0.5083771276090231,0.0,6218659,-1.172921e+06,-2.929402e+06,-3.327202e+06,-3.435741e+06
IM0000,3162979,0.5086271815193597,0.0,6218659,-1.172884e+06,-2.929701e+06,-3.327815e+06,-3.436546e+06
IM0000,3164534,0.5088772354296963,0.0,6218659,-1.172954e+06,-2.92945e+06,-3.327665e+06,-3.43623e+06
IM0000,3166089,0.5091272893400329,0.0,6218659,-1.172895e+06,-2.929382e+06,-3.327611e+06,-3.436193e+06
IM0000,3167644,0.5093773432503695,0.0,6218659,-1.172914e+06,-2.929188e+06,-3.327477e+06,-3.436319e+06
IM0000,3169199,0.5096273971607062,0.0,6218659,-1.17287e+06,-2.929299e+06,-3.327341e+06,-3.435926e+06
IM0000,3170754,0.5098774510710428,0.0,6218659,-1.172956e+06,-2.929315e+06,-3.32764e+06,-3.437082e+06
IM0000,3172309,0.5101275049813794,0.0,6218659,-1.172931e+06,-2.929358e+06,-3.327765e+06,-3.437524e+06
IM0000,3173864,0.5103775588917161,0.0,6218659,-1.172835e+06,-2.929376e+06,-3.328051e+06,-3.438279e+06
IM0000,3175419,0.5106276128020527,0.0,6218659,-1.172899e+06,-2.929495e+06,-3.328161e+06,-3.43859e+06
IM0000,3176974,0.5108776667123893,0.0,6218659,-1.172848e+06,-2.929736e+06,-3.328688e+06,-3.439675e+06
IM0000,3178529,0.5111277206227259,0.0,6218659,-1.172893e+06,-2.929655e+06,-3.328273e+06,-3.438541e+06
IM0000,3180084,0.5113777745330625,0.0,6218659,-1.172788e+06,-2.929396e+06,-3.327562e+06,-3.437388e+06
IM0000,3181639,0.5116278284433992,0.0,6218659,-1.172829e+06,-2.929436e+06,-3.327365e+06,-3.436782e+06
IM0000,3183195,0.511878043160109,0.0,6218659,-1.172765e+06,-2.929401e+06,-3.327373e+06,-3.437133e+06
IM0000,3184750,0.5121280970704456,0.0,6218659,-1.172943e+06,-2.929414e+06,-3.327414e+06,-3.437173e+06
IM0000,3186305,0.5123781509807822,0.0,6218659,-1.172971e+06,-2.929542e+06,-3.327727e+06,-3.437791e+06
IM0000,3187860,0.5126282048911188,0.0,6218659,-1.173093e+06,-2.929969e+06,-3.328281e+06,-3.438043e+06
IM0000,3189415,0.5128782588014554,0.0,6218659,-1.173075e+06,-2.930015e+06,-3.328283e+06,-3.437531e+06
IM0000,3190970,0.513128312711792,0.0,6218659,-1.173079e+06,-2.929991e+06,-3.328349e+06,-3.437443e+06
IM0000,3192525,0.5133783666221287,0.0,6218659,-1.17295e+06,-2.930163e+06,-3.328591e+06,-3.437806e+06
IM0000,3194080,0.5136284205324653,0.0,6218659,-1.173009e+06,-2.930325e+06,-3.32861e+06,-3.437894e+06
IM0000,3195635,0.5138784744428019,0.0,6218659,-1.173047e+06,-2.930216e+06,-3.328438e+06,-3.437225e+06
IM0000,3197190,0.5141285283531385,0.0,6218659,-1.173067e+06,-2.930275e+06,-3.328558e+06,-3.437366e+06
IM0000,3198745,0.5143785822634751,0.0,6218659,-1.172917e+06,-2.930298e+06,-3.328897e+06,-3.438358e+06
IM0000,3200300,0.5146286361738117,0.0,6218659,-1.172879e+06,-2.929939e+06,-3.328263e+06,-3.437704e+06
IM0000,3201855,0.5148786900841483,0.0,6218659,-1.172888e+06,-2.930069e+06,-3.328605e+06,-3.438336e+06
IM0000,3203410,0.5151287439944849,0.0,6218659,-1.172801e+06,-2.930249e+06,-3.328797e+06,-3.438026e+06
IM0000,3204965,0.5153787979048216,0.0,6218659,-1.172707e+06,-2.93064e+06,-3.329182e+06,-3.438715e+06
IM0000,3206520,0.5156288518151583,0.0,6218659,-1.172774e+06,-2.930529e+06,-3.329094e+06,-3.438299e+06
IM0000,3208075,0.5158789057254949,0.0,6218659,-1.172715e+06,-2.930552e+06,-3.329287e+06,-3.438514e+06
IM0000,3209630,0.5161289596358315,0.0,6218659,-1.172894e+06,-2.930867e+06,-3.32966e+06,-3.439002e+06
IM0000,3211185,0.5163790135461681,0.0,6218659,-1.172882e+06,-2.930737e+06,-3.329387e+06,-3.438485e+06
IM0000,3212741,0.5166292282628779,0.0,6218659,-1.172809e+06,-2.930814e+06,-3.32937e+06,-3.43835e+06
IM0000,3214296,0.5168792821732145,0.0,6218659,-1.172879e+06,-2.930994e+06,-3.329481e+06,-3.438807e+06
IM0000,3215851,0.5171293360835512,0.0,6218659,-1.172925e+06,-2.930949e+06,-3.329605e+06,-3.439168e+06
IM0000,3217406,0.5173793899938878,0.0,6218659,-1.172837e+06,-2.930865e+06,-3.329396e+06,-3.439035e+06
IM0000,3218961,0.5176294439042244,0.0,6218659,-1.172806e+06,-2.930443e+06,-3.328762e+06,-3.437427e+06
IM0000,3220516,0.517879497814561,0.0,6218659,-1.172832e+06,-2.930428e+06,-3.328772e+06,-3.437402e+06
IM0000,3222071,0.5181295517248976,0.0,6218659,-1.172782e+06,-2.930234e+06,-3.328653e+06,-3.43688e+06
IM0000,3223626,0.5183796056352342,0.0,6218659,-1.172756e+06,-2.930525e+06,-3.3288e+06,-3.436556e+06
IM0000,3225181,0.5186296595455708,0.0,6218659,-1.172761e+06,-2.930505e+06,-3.328786e+06,-3.436872e+06
IM0000,3226736,0.5188797134559074,0.0,6218659,-1.172708e+06,-2.930619e+06,-3.328872e+06,-3.437239e+06
IM0000,3228291,0.519129767366244,0.0,6218659,-1.172788e+06,-2.930608e+06,-3.328676e+06,-3.43643e+06
IM0000,3229846,0.5193798212765807,0.0,6218659,-1.172825e+06,-2.930797e+06,-3.328809e+06,-3.436928e+06
IM0000,3231401,0.5196298751869173,0.0,6218659,-1.172757e+06,-2.930914e+06,-3.328902e+06,-3.436875e+06
IM0000,3232956,0.5198799290972539,0.0,6218659,-1.172891e+06,-2.930935e+06,-3.329387e+06,-3.437727e+06
IM0000,3234511,0.5201299830075905,0.0,6218659,-1.172916e+06,-2.931156e+06,-3.329647e+06,-3.438194e+06
IM0000,3236066,0.5203800369179271,0.0,6218659,-1.172852e+06,-2.931405e+06,-3.329847e+06,-3.438889e+06
IM0000,3237621,0.5206300908282637,0.0,6218659,-1.17284e+06,-2.93169e+06,-3.330701e+06,-3.440004e+06
IM0000,3239176,0.5208801447386004,0.0,6218659,-1.172965e+06,-2.931918e+06,-3.330789e+06,-3.440465e+06
IM0000,3240732,0.5211303594553102,0.0,6218659,-1.172901e+06,-2.931708e+06,-3.330534e+06,-3.440419e+06
IM0000,3242287,0.5213804133656469,0.0,6218659,-1.172997e+06,-2.932153e+06,-3.331276e+06,-3.441546e+06
IM0000,3243842,0.5216304672759835,0.0,6218659,-1.173055e+06,-2.932252e+06,-3.331777e+06,-3.443031e+06
IM0000,3245397,0.5218805211863201,0.0,6218659,-1.173062e+06,-2.932297e+06,-3.331664e+06,-3.442683e+06
IM0000,3246952,0.5221305750966567,0.0,6218659,-1.173041e+06,-2.93238e+06,-3.331621e+06,-3.442751e+06
IM0000,3248507,0.5223806290069933,0.0,6218659,-1.173054e+06,-2.932614e+06,-3.331926e+06,-3.443294e+06
IM0000,3250062,0.52263068291733,0.0,6218659,-1.173005e+06,-2.932361e+06,-3.331755e+06,-3.443131e+06
IM0000,3251617,0.5228807368276666,0.0,6218659,-1.173059e+06,-2.932642e+06,-3.331792e+06,-3.44274e+06
IM0000,3253172,0.5231307907380032,0.0,6218659,-1.173116e+06,-2.93248e+06,-3.331376e+06,-3.441856e+06
IM0000,3254727,0.5233808446483398,0.0,6218659,-1.172998e+06,-2.932408e+06,-3.331156e+06,-3.441669e+06
IM0000,3256282,0.5236308985586764,0.0,6218659,-1.173009e+06,-2.932348e+06,-3.331039e+06,-3.441641e+06
IM0000,3257837,0.523880952469013,0.0,6218659,-1.173e+06,-2.932469e+06,-3.330929e+06,-3.441273e+06
IM0000,3259392,0.5241310063793496,0.0,6218659,-1.17295e+06,-2.932611e+06,-3.331138e+06,-3.441544e+06
IM0000,3260947,0.5243810602896862,0.0,6218659,-1.172989e+06,-2.932555e+06,-3.331011e+06,-3.441015e+06
IM0000,3262502,0.5246311142000228,0.0,6218659,-1.173086e+06,-2.932574e+06,-3.330579e+06,-3.440574e+06
IM0000,3264057,0.5248811681103595,0.0,6218659,-1.173016e+06,-2.932674e+06,-3.330747e+06,-3.440439e+06
IM0000,3265612,0.5251312220206961,0.0,6218659,-1.172856e+06,-2.932328e+06,-3.330219e+06,-3.439206e+06
IM0000,3267167,0.5253812759310327,0.0,6218659,-1.172887e+06,-2.93209e+06,-3.329652e+06,-3.437959e+06
IM0000,3268722,0.5256313298413693,0.0,6218659,-1.172766e+06,-2.931991e+06,-3.329582e+06,-3.437712e+06
IM0000,3270278,0.5258815445580791,0.0,6218659,-1.17283e+06,-2.931829e+06,-3.329222e+06,-3.437104e+06
IM0000,3271833,0.5261315984684157,0.0,6218659,-1.172898e+06,-2.93182e+06,-3.32924e+06,-3.437757e+06
IM0000,3273388,0.5263816523787525,0.0,6218659,-1.172876e+06,-2.931825e+06,-3.329342e+06,-3.437869e+06
IM0000,3274943,0.5266317062890891,0.0,6218659,-1.172987e+06,-2.931948e+06,-3.329411e+06,-3.43827e+06
IM0000,3276498,0.5268817601994257,0.0,6218659,-1.172886e+06,-2.931983e+06,-3.32925e+06,-3.437799e+06
IM0000,3278053,0.5271318141097623,0.0,6218659,-1.17303e+06,-2.932351e+06,-3.329626e+06,-3.438084e+06
IM0000,3279608,0.5273818680200989,0.0,6218659,-1.173043e+06,-2.932598e+06,-3.330013e+06,-3.439093e+06
IM0000,3281163,0.5276319219304355,0.0,6218659,-1.173102e+06,-2.932376e+06,-3.329847e+06,-3.438639e+06
IM0000,3282718,0.5278819758407721,0.0,6218659,-1.173028e+06,-2.93252e+06,-3.330063e+06,-3.439322e+06
IM0000,3284273,0.5281320297511087,0.0,6218659,-1.173134e+06,-2.93245e+06,-3.32983e+06,-3.439454e+06
IM0000,3285828,0.5283820836614453,0.0,6218659,-1.17352e+06,-2.933134e+06,-3.330986e+06,-3.441532e+06
IM0000,3287383,0.528632137571782,0.0,6218659,-1.173548e+06,-2.933353e+06,-3.331381e+06,-3.442349e+06
IM0000,3288938,0.5288821914821186,0.0,6218659,-1.173522e+06,-2.933513e+06,-3.331571e+06,-3.442747e+06
IM0000,3290493,0.5291322453924552,0.0,6218659,-1.173513e+06,-2.933862e+06,-3.331514e+06,-3.442772e+06
IM0000,3292048,0.5293822993027918,0.0,6218659,-1.173576e+06,-2.934043e+06,-3.331539e+06,-3.442401e+06
IM0000,3293603,0.5296323532131284,0.0,6218659,-1.173619e+06,-2.933773e+06,-3.330863e+06,-3.441507e+06
IM0000,3295158,0.529882407123465,0.0,6218659,-1.173676e+06,-2.933886e+06,-3.330961e+06,-3.441311e+06
IM0000,3296713,0.5301324610338016,0.0,6218659,-1.173716e+06,-2.933907e+06,-3.330991e+06,-3.441467e+06
IM0000,3298268,0.5303825149441382,0.0,6218659,-1.173791e+06,-2.934106e+06,-3.331511e+06,-3.442436e+06
IM0000,3299824,0.5306327296608481,0.0,6218659,-1.173617e+06,-2.933708e+06,-3.330629e+06,-3.440053e+06
IM0000,3301379,0.5308827835711847,0.0,6218659,-1.173596e+06,-2.934028e+06,-3.331074e+06,-3.440454e+06
IM0000,3302934,0.5311328374815213,0.0,6218659,-1.173711e+06,-2.934179e+06,-3.331177e+06,-3.440742e+06
IM0000,3304489,0.5313828913918579,0.0,6218659,-1.173621e+06,-2.934477e+06,-3.331429e+06,-3.441357e+06
IM0000,3306044,0.5316329453021946,0.0,6218659,-1.173666e+06,-2.934709e+06,-3.331881e+06,-3.442263e+06
IM0000,3307599,0.5318829992125312,0.0,6218659,-1.1736e+06,-2.934675e+06,-3.331666e+06,-3.442091e+06
IM0000,3309154,0.5321330531228678,0.0,6218659,-1.173616e+06,-2.934392e+06,-3.331441e+06,-3.441782e+06
IM0000,3310709,0.5323831070332045,0.0,6218659,-1.173564e+06,-2.934474e+06,-3.331415e+06,-3.441801e+06
IM0000,3312264,0.5326331609435411,0.0,6218659,-1.173602e+06,-2.934719e+06,-3.331739e+06,-3.441996e+06
IM0000,3313819,0.5328832148538777,0.0,6218659,-1.173574e+06,-2.934595e+06,-3.33153e+06,-3.441575e+06
IM0000,3315374,0.5331332687642143,0.0,6218659,-1.173749e+06,-2.934867e+06,-3.331858e+06,-3.441799e+06
IM0000,3316929,0.5333833226745509,0.0,6218659,-1.173768e+06,-2.93484e+06,-3.331735e+06,-3.441813e+06
IM0000,3318484,0.5336333765848875,0.0,6218659,-1.17391e+06,-2.935108e+06,-3.332072e+06,-3.442293e+06
IM0000,3320039,0.5338834304952241,0.0,6218659,-1.173922e+06,-2.935084e+06,-3.332281e+06,-3.442524e+06
IM0000,3321594,0.5341334844055607,0.0,6218659,-1.173795e+06,-2.935025e+06,-3.331897e+06,-3.441849e+06
IM0000,3323149,0.5343835383158974,0.0,6218659,-1.173742e+06,-2.935129e+06,-3.332001e+06,-3.441933e+06
IM0000,3324704,0.534633592226234,0.0,6218659,-1.173744e+06,-2.935116e+06,-3.332045e+06,-3.441942e+06
IM0000,3326259,0.5348836461365706,0.0,6218659,-1.173733e+06,-2.934865e+06,-3.331399e+06,-3.440265e+06
IM0000,3327814,0.5351337000469072,0.0,6218659,-1.17384e+06,-2.934928e+06,-3.331732e+06,-3.441094e+06
IM0000,3329370,0.535383914763617,0.0,6218659,-1.173885e+06,-2.93501e+06,-3.331962e+06,-3.441506e+06
IM0000,3330925,0.5356339686739536,0.0,6218659,-1.173793e+06,-2.934768e+06,-3.331695e+06,-3.441292e+06
IM0000,3332480,0.5358840225842902,0.0,6218659,-1.173869e+06,-2.934739e+06,-3.331627e+06,-3.441359e+06
IM0000,3334035,0.5361340764946269,0.0,6218659,-1.173721e+06,-2.934605e+06,-3.33141e+06,-3.441401e+06
IM0000,3335590,0.5363841304049635,0.0,6218659,-1.173746e+06,-2.934699e+06,-3.331667e+06,-3.442116e+06
IM0000,3337145,0.5366341843153001,0.0,6218659,-1.173784e+06,-2.934926e+06,-3.331807e+06,-3.442327e+06
IM0000,3338700,0.5368842382256368,0.0,6218659,-1.173731e+06,-2.934976e+06,-3.331905e+06,-3.44251e+06
IM0000,3340255,0.5371342921359734,0.0,6218659,-1.173692e+06,-2.934986e+06,-3.331924e+06,-3.442402e+06
IM0000,3341810,0.53738434604631,0.0,6218659,-1.173716e+06,-2.935311e+06,-3.332403e+06,-3.443427e+06
IM0000,3343365,0.5376343999566466,0.0,6218659,-1.173699e+06,-2.935199e+06,-3.332349e+06,-3.443683e+06
IM0000,3344920,0.5378844538669832,0.0,6218659,-1.173684e+06,-2.9352e+06,-3.332519e+06,-3.44394e+06
IM0000,3346475,0.5381345077773199,0.0,6218659,-1.173599e+06,-2.934961e+06,-3.332185e+06,-3.443277e+06
IM0000,3348030,0.5383845616876565,0.0,6218659,-1.173687e+06,-2.935147e+06,-3.332474e+06,-3.44343e+06
IM0000,3349585,0.5386346155979931,0.0,6218659,-1.173816e+06,-2.935357e+06,-3.332939e+06,-3.443915e+06
IM0000,3351140,0.5388846695083297,0.0,6218659,-1.173779e+06,-2.935437e+06,-3.333043e+06,-3.443927e+06
IM0000,3352695,0.5391347234186663,0.0,6218659,-1.173803e+06,-2.935601e+06,-3.333361e+06,-3.444394e+06
IM0000,3354250,0.5393847773290029,0.0,6218659,-1.173968e+06,-2.935695e+06,-3.333371e+06,-3.444168e+06
IM0000,3355805,0.5396348312393395,0.0,6218659,-1.173919e+06,-2.935654e+06,-3.333511e+06,-3.444546e+06
IM0000,3357360,0.5398848851496761,0.0,6218659,-1.173963e+06,-2.935698e+06,-3.333747e+06,-3.44497e+06
IM0000,3358916,0.540135099866386,0.0,6218659,-1.174025e+06,-2.935725e+06,-3.334067e+06,-3.445808e+06
IM0000,3360471,0.5403851537767226,0.0,6218659,-1.174051e+06,-2.93566e+06,-3.333747e+06,-3.445674e+06
IM0000,3362026,0.5406352076870592,0.0,6218659,-1.174013e+06,-2.935655e+06,-3.33345e+06,-3.445216e+06
IM0000,3363581,0.5408852615973958,0.0,6218659,-1.174117e+06,-2.935933e+06,-3.333852e+06,-3.445615e+06
IM0000,3365136,0.5411353155077324,0.0,6218659,-1.17408e+06,-2.935864e+06,-3.33371e+06,-3.445198e+06
IM0000,3366691,0.541385369418069,0.0,6218659,-1.17419e+06,-2.935892e+06,-3.333693e+06,-3.445232e+06
IM0000,3368246,0.5416354233284056,0.0,6218659,-1.174191e+06,-2.935959e+06,-3.333886e+06,-3.445374e+06
IM0000,3369801,0.5418854772387423,0.0,6218659,-1.174165e+06,-2.935852e+06,-3.333592e+06,-3.445012e+06
IM0000,3371356,0.542135531149079,0.0,6218659,-1.17417e+06,-2.935767e+06,-3.333436e+06,-3.444867e+06
IM0000,3372911,0.5423855850594156,0.0,6218659,-1.174222e+06,-2.935809e+06,-3.333551e+06,-3.444851e+06
IM0000,3374466,0.5426356389697522,0.0,6218659,-1.174283e+06,-2.935921e+06,-3.333746e+06,-3.445173e+06
IM0000,3376021,0.5428856928800888,0.0,6218659,-1.174233e+06,-2.935952e+06,-3.333702e+06,-3.445238e+06
IM0000,3377576,0.5431357467904254,0.0,6218659,-1.174234e+06,-2.936144e+06,-3.333806e+06,-3.445523e+06
IM0000,3379131,0.543385800700762,0.0,6218659,-1.174193e+06,-2.936251e+06,-3.333642e+06,-3.445092e+06
IM0000,3380686,0.5436358546110986,0.0,6218659,-1.174171e+06,-2.936242e+06,-3.333601e+06,-3.444665e+06
IM0000,3382241,0.5438859085214353,0.0,6218659,-1.174075e+06,-2.936118e+06,-3.333323e+06,-3.443688e+06
IM0000,3383796,0.5441359624317719,0.0,6218659,-1.174159e+06,-2.936085e+06,-3.333158e+06,-3.443221e+06
IM0000,3385351,0.5443860163421085,0.0,6218659,-1.174222e+06,-2.935712e+06,-3.332811e+06,-3.442584e+06
IM0000,3386907,0.5446362310588183,0.0,6218659,-1.174098e+06,-2.935668e+06,-3.332718e+06,-3.442384e+06
IM0000,3388462,0.5448862849691549,0.0,6218659,-1.174093e+06,-2.936026e+06,-3.333474e+06,-3.443506e+06
IM0000,3390017,0.5451363388794915,0.0,6218659,-1.174197e+06,-2.936237e+06,-3.333718e+06,-3.443823e+06
IM0000,3391572,0.5453863927898281,0.0,6218659,-1.174246e+06,-2.936348e+06,-3.333878e+06,-3.44417e+06
IM0000,3393127,0.5456364467001648,0.0,6218659,-1.174341e+06,-2.936515e+06,-3.334185e+06,-3.444634e+06
IM0000,3394682,0.5458865006105014,0.0,6218659,-1.174228e+06,-2.936372e+06,-3.33395e+06,-3.443982e+06
IM0000,3396237,0.546136554520838,0.0,6218659,-1.174237e+06,-2.936443e+06,-3.334269e+06,-3.444547e+06
IM0000,3397792,0.5463866084311746,0.0,6218659,-1.174348e+06,-2.9365e+06,-3.334298e+06,-3.444146e+06
IM0000,3399347,0.5466366623415112,0.0,6218659,-1.174445e+06,-2.936431e+06,-3.334489e+06,-3.444152e+06
IM0000,3400902,0.5468867162518478,0.0,6218659,-1.174502e+06,-2.936379e+06,-3.334001e+06,-3.443261e+06
IM0000,3402457,0.5471367701621845,0.0,6218659,-1.174666e+06,-2.936586e+06,-3.334348e+06,-3.443505e+06
IM0000,3404012,0.5473868240725211,0.0,6218659,-1.17468e+06,-2.936634e+06,-3.334443e+06,-3.443889e+06
IM0000,3405567,0.5476368779828578,0.0,6218659,-1.174704e+06,-2.936448e+06,-3.33409e+06,-3.443514e+06
IM0000,3407122,0.5478869318931944,0.0,6218659,-1.174652e+06,-2.936351e+06,-3.333995e+06,-3.443864e+06
IM0000,3408677,0.548136985803531,0.0,6218659,-1.174589e+06,-2.936197e+06,-3.333639e+06,-3.44338e+06
IM0000,3410232,0.5483870397138676,0.0,6218659,-1.174703e+06,-2.936675e+06,-3.334223e+06,-3.443779e+06
IM0000,3411787,0.5486370936242042,0.0,6218659,-1.174679e+06,-2.937067e+06,-3.335037e+06,-3.445075e+06
IM0000,3413342,0.5488871475345408,0.0,6218659,-1.17462e+06,-2.937122e+06,-3.335029e+06,-3.445302e+06
IM0000,3414897,0.5491372014448774,0.0,6218659,-1.174597e+06,-2.937005e+06,-3.335001e+06,-3.44514e+06
IM0000,3416453,0.5493874161615873,0.0,6218659,-1.174589e+06,-2.937192e+06,-3.335361e+06,-3.445904e+06
IM0000,3418008,0.5496374700719239,0.0,6218659,-1.174535e+06,-2.937265e+06,-3.335424e+06,-3.446366e+06
IM0000,3419563,0.5498875239822605,0.0,6218659,-1.17452e+06,-2.937276e+06,-3.335518e+06,-3.446404e+06
IM0000,3421118,0.5501375778925971,0.0,6218659,-1.174357e+06,-2.93732e+06,-3.335914e+06,-3.447129e+06
IM0000,3422673,0.5503876318029337,0.0,6218659,-1.174301e+06,-2.937458e+06,-3.336253e+06,-3.447854e+06
IM0000,3424228,0.5506376857132703,0.0,6218659,-1.174249e+06,-2.937443e+06,-3.335919e+06,-3.447082e+06
IM0000,3425783,0.5508877396236069,0.0,6218659,-1.174384e+06,-2.937322e+06,-3.335523e+06,-3.446332e+06
IM0000,3427338,0.5511377935339435,0.0,6218659,-1.174509e+06,-2.937526e+06,-3.33557e+06,-3.446547e+06
IM0000,3428893,0.5513878474442802,0.0,6218659,-1.174481e+06,-2.937401e+06,-3.335323e+06,-3.446396e+06
IM0000,3430448,0.5516379013546168,0.0,6218659,-1.174334e+06,-2.937379e+06,-3.335212e+06,-3.445735e+06
IM0000,3432003,0.5518879552649534,0.0,6218659,-1.174321e+06,-2.937651e+06,-3.335857e+06,-3.446884e+06
IM0000,3433558,0.55213800917529,0.0,6218659,-1.174387e+06,-2.937513e+06,-3.335641e+06,-3.446465e+06
IM0000,3435113,0.5523880630856267,0.0,6218659,-1.174456e+06,-2.937565e+06,-3.335731e+06,-3.44678e+06
IM0000,3436668,0.5526381169959633,0.0,6218659,-1.174434e+06,-2.937563e+06,-3.335922e+06,-3.447264e+06
IM0000,3438223,0.5528881709062999,0.0,6218659,-1.174549e+06,-2.937677e+06,-3.335902e+06,-3.447549e+06
IM0000,3439778,0.5531382248166365,0.0,6218659,-1.174572e+06,-2.9378e+06,-3.335951e+06,-3.447477e+06
IM0000,3441333,0.5533882787269732,0.0,6218659,-1.174625e+06,-2.937963e+06,-3.336288e+06,-3.44837e+06
IM0000,3442888,0.5536383326373098,0.0,6218659,-1.174682e+06,-2.938315e+06,-3.336786e+06,-3.449002e+06
IM0000,3444443,0.5538883865476464,0.0,6218659,-1.174751e+06,-2.938383e+06,-3.336921e+06,-3.449226e+06
IM0000,3445999,0.5541386012643562,0.0,6218659,-1.174829e+06,-2.937997e+06,-3.336013e+06,-3.447667e+06
IM0000,3447554,0.5543886551746928,0.0,6218659,-1.174858e+06,-2.938083e+06,-3.336017e+06,-3.447873e+06
IM0000,3449109,0.5546387090850294,0.0,6218659,-1.17465e+06,-2.937642e+06,-3.335076e+06,-3.446712e+06
IM0000,3450664,0.554888762995366,0.0,6218659,-1.174682e+06,-2.937555e+06,-3.334888e+06,-3.446631e+06
IM0000,3452219,0.5551388169057027,0.0,6218659,-1.174733e+06,-2.937631e+06,-3.334873e+06,-3.44654e+06
IM0000,3453774,0.5553888708160393,0.0,6218659,-1.174679e+06,-2.937737e+06,-3.335135e+06,-3.446833e+06
IM0000,3455329,0.5556389247263759,0.0,6218659,-1.174765e+06,-2.937914e+06,-3.335199e+06,-3.446938e+06
IM0000,3456884,0.5558889786367125,0.0,6218659,-1.174839e+06,-2.93812e+06,-3.335494e+06,-3.447542e+06
IM0000,3458439,0.5561390325470491,0.0,6218659,-1.17476e+06,-2.937864e+06,-3.335245e+06,-3.446997e+06
IM0000,3459994,0.5563890864573857,0.0,6218659,-1.17473e+06,-2.937727e+06,-3.335029e+06,-3.44669e+06
IM0000,3461549,0.5566391403677223,0.0,6218659,-1.174654e+06,-2.937592e+06,-3.334567e+06,-3.446137e+06
IM0000,3463104,0.5568891942780589,0.0,6218659,-1.1747e+06,-2.937441e+06,-3.334385e+06,-3.446309e+06
IM0000,3464659,0.5571392481883956,0.0,6218659,-1.174868e+06,-2.937608e+06,-3.334739e+06,-3.447212e+06
IM0000,3466214,0.5573893020987322,0.0,6218659,-1.174608e+06,-2.937413e+06,-3.334101e+06,-3.445841e+06
IM0000,3467769,0.5576393560090689,0.0,6218659,-1.174641e+06,-2.937322e+06,-3.333835e+06,-3.445233e+06
IM0000,3469324,0.5578894099194055,0.0,6218659,-1.174725e+06,-2.937206e+06,-3.333597e+06,-3.444629e+06
IM0000,3470879,0.5581394638297421,0.0,6218659,-1.174746e+06,-2.93741e+06,-3.333361e+06,-3.444291e+06
IM0000,3472434,0.5583895177400787,0.0,6218659,-1.174923e+06,-2.937831e+06,-3.334058e+06,-3.445745e+06
IM0000,3473989,0.5586395716504153,0.0,6218659,-1.174838e+06,-2.937931e+06,-3.334404e+06,-3.446068e+06
IM0000,3475545,0.5588897863671252,0.0,6218659,-1.174825e+06,-2.937669e+06,-3.333948e+06,-3.444858e+06
IM0000,3477100,0.5591398402774618,0.0,6218659,-1.174893e+06,-2.937773e+06,-3.334103e+06,-3.44525e+06
IM0000,3478655,0.5593898941877984,0.0,6218659,-1.174881e+06,-2.937563e+06,-3.333479e+06,-3.443347e+06
IM0000,3480210,0.559639948098135,0.0,6218659,-1.175188e+06,-2.937426e+06,-3.332905e+06,-3.440889e+06
IM0000,3481765,0.5598900020084716,0.0,6218659,-1.175013e+06,-2.936808e+06,-3.330731e+06,-3.435791e+06
IM0000,3483320,0.5601400559188082,0.0,6218659,-1.175262e+06,-2.937036e+06,-3.331578e+06,-3.437189e+06
IM0000,3484875,0.5603901098291448,0.0,6218659,-1.174924e+06,-2.935792e+06,-3.330508e+06,-3.436219e+06
IM0000,3486430,0.5606401637394814,0.0,6218659,-1.1751e+06,-2.936041e+06,-3.33022e+06,-3.434444e+06
IM0000,3487985,0.5608902176498181,0.0,6218659,-1.174975e+06,-2.935917e+06,-3.330263e+06,-3.43551e+06
IM0000,3489540,0.5611402715601547,0.0,6218659,-1.174294e+06,-2.936955e+06,-3.33242e+06,-3.440892e+06
