code,rank,q,mpb,n_total,cum1,cum5,cum10,cum20
IC0000,223858,0.038259660411289045,-4.0,5851019,-202909.5,-258586.0,-258837.0,-247064.0
IC0000,225321,0.038509702327064736,-4.0,5851019,-203538.5,-259692.0,-259911.0,-248397.5
IC0000,226784,0.038759744242840434,-4.0,5851019,-204219.5,-260494.5,-260711.5,-249292.5
IC0000,228247,0.03900978615861613,-4.0,5851019,-204956.5,-261364.0,-261450.5,-250060.5
IC0000,229710,0.03925982807439183,-4.0,5851019,-205742.0,-262196.0,-262300.0,-250790.0
IC0000,231174,0.039510040900567915,-4.0,5851019,-206440.5,-263186.0,-263555.5,-251897.5
IC0000,232637,0.03976008281634361,-4.0,5851019,-207028.5,-263963.0,-263789.5,-251978.5
IC0000,234100,0.04001012473211931,-4.0,5851019,-207663.5,-264976.0,-265003.0,-253042.0
IC0000,235563,0.04026016664789501,-4.0,5851019,-208593.0,-266123.0,-266032.5,-254187.5
IC0000,237026,0.040510208563670706,-4.0,5851019,-209413.0,-267250.5,-267120.5,-254571.0
IC0000,238489,0.040760250479446404,-4.0,5851019,-210302.0,-269463.5,-269818.0,-257524.0
IC0000,239952,0.041010292395222095,-4.0,5851019,-211662.0,-271094.5,-271860.5,-259594.0
IC0000,241415,0.04126033431099779,-4.0,5851019,-212843.5,-273261.5,-273660.5,-261318.5
IC0000,242878,0.04151037622677349,-4.0,5851019,-214038.5,-275068.0,-275552.5,-263496.0
IC0000,244342,0.04176058905294958,-4.0,5851019,-215349.5,-276780.0,-277109.5,-264704.5
IC0000,245805,0.042010630968725274,-4.0,5851019,-216521.0,-278165.0,-278575.0,-266257.0
IC0000,247268,0.04226067288450097,-3.9166667,5851019,-218124.5,-279570.5,-279768.5,-267016.5
IC0000,248731,0.04251071480027667,-3.875,5851019,-219972.5,-281789.0,-281878.0,-270054.5
IC0000,250194,0.04276075671605237,-3.8333333,5851019,-222101.0,-284706.0,-285379.5,-273048.5
IC0000,251657,0.043010798631828065,-3.75,5851019,-223670.5,-286922.0,-287864.0,-275063.0
IC0000,253120,0.04326084054760376,-3.75,5851019,-224211.5,-287379.5,-288439.5,-275868.0
IC0000,254583,0.043510882463379454,-3.75,5851019,-224616.0,-287977.0,-289200.0,-276057.0
IC0000,256047,0.043761095289555546,-3.75,5851019,-225346.0,-289196.0,-291290.0,-278756.0
IC0000,257510,0.044011137205331244,-3.75,5851019,-226103.5,-290511.5,-292206.5,-279543.0
IC0000,258973,0.04426117912110694,-3.75,5851019,-227138.5,-292521.0,-295004.5,-283238.0
IC0000,260436,0.04451122103688263,-3.75,5851019,-228442.5,-294378.0,-296883.5,-284589.5
IC0000,261899,0.04476126295265833,-3.75,5851019,-229759.0,-295623.5,-297880.5,-285345.0
IC0000,263362,0.04501130486843403,-3.75,5851019,-230410.5,-296715.5,-298939.5,-286352.5
IC0000,264825,0.045261346784209726,-3.75,5851019,-231042.0,-297745.5,-299875.5,-287261.0
IC0000,266288,0.045511388699985424,-3.75,5851019,-231621.5,-298131.0,-300081.0,-287569.5
IC0000,267752,0.04576160152616151,-3.75,5851019,-232250.5,-298995.0,-300815.5,-288381.5
IC0000,269215,0.04601164344193721,-3.75,5851019,-233075.5,-300168.0,-301979.0,-289860.0
IC0000,270678,0.046261685357712905,-3.75,5851019,-233822.5,-300956.0,-302776.5,-290993.5
IC0000,272141,0.0465117272734886,-3.75,5851019,-234312.5,-301893.5,-303845.5,-292250.0
IC0000,273604,0.0467617691892643,-3.75,5851019,-234809.0,-302833.5,-304908.5,-293243.0
IC0000,275067,0.04701181110503999,-3.75,5851019,-235704.0,-303702.0,-305872.5,-294331.5
IC0000,276530,0.04726185302081569,-3.75,5851019,-236266.5,-304368.0,-306331.0,-295130.0
IC0000,277993,0.04751189493659139,-3.75,5851019,-236852.0,-305329.5,-307385.0,-296262.5
IC0000,279456,0.047761936852367085,-3.75,5851019,-237251.0,-305811.0,-308100.5,-296760.0
IC0000,280920,0.04801214967854317,-3.75,5851019,-237774.5,-306547.0,-309045.0,-297702.0
IC0000,282383,0.04826219159431887,-3.75,5851019,-238286.0,-307513.5,-310082.5,-299020.5
IC0000,283846,0.048512233510094566,-3.75,5851019,-239091.0,-308503.5,-311076.0,-299897.0
IC0000,285309,0.04876227542587026,-3.75,5851019,-239764.5,-309083.5,-311673.5,-300504.0
IC0000,286772,0.04901231734164596,-3.75,5851019,-240614.5,-310361.0,-313244.0,-303012.5
IC0000,288235,0.04926235925742166,-3.75,5851019,-241747.0,-312099.5,-314780.0,-304178.0
IC0000,289698,0.04951240117319735,-3.75,5851019,-242752.0,-314221.5,-316504.5,-305909.0
IC0000,291161,0.04976244308897305,-3.75,5851019,-243897.0,-315701.0,-318187.5,-307534.0
IC0000,292625,0.05001265591514914,-3.75,5851019,-244901.5,-317258.0,-319896.5,-309243.5
IC0000,294088,0.05026269783092484,-3.75,5851019,-245949.5,-318486.0,-321298.5,-311187.5
IC0000,295551,0.05051273974670053,-3.75,5851019,-247075.5,-319785.5,-322913.0,-312839.0
IC0000,297014,0.050762781662476227,-3.75,5851019,-247824.5,-320344.5,-323346.5,-312972.5
IC0000,298477,0.051012823578251924,-3.7142856,5851019,-248618.0,-321466.5,-324195.5,-313936.0
IC0000,299940,0.05126286549402762,-3.6666667,5851019,-250298.0,-323717.5,-326926.5,-316952.5
IC0000,301403,0.05151290740980332,-3.6,5851019,-252622.0,-326175.5,-329444.0,-318954.0
IC0000,302866,0.05176294932557902,-3.5714285,5851019,-254358.0,-328973.5,-332835.0,-321926.5
IC0000,304330,0.0520131621517551,-3.5,5851019,-255829.5,-330711.5,-334866.5,-323994.0
IC0000,305793,0.0522632040675308,-3.5,5851019,-256480.5,-331586.0,-335887.5,-325552.5
IC0000,307256,0.0525132459833065,-3.5,5851019,-257047.0,-332348.5,-336806.0,-326674.0
IC0000,308719,0.0527632878990822,-3.5,5851019,-257871.0,-333839.5,-338748.0,-329137.0
IC0000,310182,0.05301332981485789,-3.5,5851019,-258710.5,-335199.0,-340350.5,-329705.0
IC0000,311645,0.053263371730633585,-3.5,5851019,-259832.0,-337211.0,-342739.0,-332580.0
IC0000,313108,0.05351341364640928,-3.5,5851019,-261009.5,-338981.0,-344169.5,-333844.5
IC0000,314571,0.05376345556218498,-3.5,5851019,-262173.5,-340291.5,-345075.5,-334735.5
IC0000,316034,0.05401349747796068,-3.5,5851019,-263162.5,-341576.0,-346541.0,-336636.0
IC0000,317498,0.054263710304136764,-3.5,5851019,-263809.0,-342596.5,-347543.0,-337088.0
IC0000,318961,0.05451375221991246,-3.5,5851019,-264551.5,-343600.0,-348383.0,-337765.0
IC0000,320424,0.05476379413568816,-3.5,5851019,-265308.5,-344585.0,-349129.0,-338979.0
IC0000,321887,0.05501383605146386,-3.5,5851019,-266080.0,-345634.0,-350192.0,-340064.0
IC0000,323350,0.055263877967239555,-3.5,5851019,-266858.0,-346854.5,-351599.5,-341348.5
IC0000,324813,0.055513919883015246,-3.5,5851019,-267609.5,-348192.0,-352924.5,-342639.5
IC0000,326276,0.055763961798790944,-3.5,5851019,-268479.0,-349544.5,-354404.0,-344148.0
IC0000,327739,0.05601400371456664,-3.5,5851019,-269100.0,-350450.0,-355204.0,-344821.5
IC0000,329203,0.056264216540742734,-3.5,5851019,-270058.0,-351578.5,-356321.0,-345917.5
IC0000,330666,0.05651425845651843,-3.5,5851019,-270851.5,-352679.0,-357465.0,-346875.5
IC0000,332129,0.05676430037229412,-3.5,5851019,-271439.0,-353471.0,-358307.0,-347884.0
IC0000,333592,0.05701434228806982,-3.5,5851019,-272040.0,-354373.0,-359440.0,-349152.5
IC0000,335055,0.05726438420384552,-3.5,5851019,-272568.5,-355140.5,-360441.0,-350059.5
IC0000,336518,0.057514426119621216,-3.5,5851019,-273064.0,-355626.5,-360990.5,-350848.0
IC0000,337981,0.057764468035396914,-3.5,5851019,-273708.5,-356607.5,-361948.0,-351987.5
IC0000,339444,0.058014509951172605,-3.5,5851019,-274506.5,-357493.5,-362794.5,-352453.0
IC0000,340908,0.0582647227773487,-3.5,5851019,-275371.5,-358439.5,-363703.0,-353414.5
IC0000,342371,0.058514764693124395,-3.5,5851019,-276286.5,-358986.5,-363825.0,-352240.0
IC0000,343834,0.05876480660890009,-3.5,5851019,-276752.0,-361512.0,-366636.0,-355050.5
IC0000,345297,0.05901484852467579,-3.5,5851019,-277980.5,-363169.0,-368116.5,-356729.5
IC0000,346760,0.05926489044045148,-3.5,5851019,-279222.0,-365294.5,-370102.5,-359045.5
IC0000,348223,0.05951493235622718,-3.5,5851019,-280224.5,-366859.5,-371473.0,-360262.0
IC0000,349686,0.05976497427200288,-3.5,5851019,-281307.0,-368538.5,-373159.0,-361364.5
IC0000,351149,0.060015016187778575,-3.5,5851019,-282601.5,-370338.5,-375076.0,-363576.5
IC0000,352612,0.06026505810355427,-3.5,5851019,-283685.5,-371540.5,-376456.5,-365186.0
IC0000,354076,0.06051527092973036,-3.5,5851019,-284695.0,-372544.0,-377588.0,-366306.5
IC0000,355539,0.060765312845506056,-3.5,5851019,-285396.5,-373110.0,-378345.5,-367283.0
IC0000,357002,0.061015354761281754,-3.4189188,5851019,-287120.0,-375255.0,-380078.0,-369063.0
IC0000,358465,0.06126539667705745,-3.4166667,5851019,-288867.5,-377308.5,-382454.0,-371703.5
IC0000,359928,0.06151543859283314,-3.35,5851019,-291135.0,-380420.5,-385210.5,-374722.0
IC0000,361391,0.06176548050860884,-3.3333333,5851019,-293057.5,-383414.0,-388483.0,-378456.0
IC0000,362854,0.06201552242438454,-3.25,5851019,-294627.0,-385394.5,-391177.5,-381439.0
IC0000,364317,0.062265564340160236,-3.25,5851019,-295085.5,-385944.0,-391527.5,-381906.5
IC0000,365781,0.06251577716633633,-3.25,5851019,-295513.0,-386514.0,-392331.0,-382954.5
IC0000,367244,0.06276581908211203,-3.25,5851019,-296003.0,-387303.0,-393413.0,-383835.5
IC0000,368707,0.06301586099788772,-3.25,5851019,-296476.5,-388161.0,-394675.0,-385372.5
IC0000,370170,0.06326590291366342,-3.25,5851019,-297297.5,-389821.0,-396673.5,-387894.5
IC0000,371633,0.0635159448294391,-3.25,5851019,-298158.0,-391202.0,-398098.0,-389261.5
IC0000,373096,0.0637659867452148,-3.25,5851019,-299272.0,-393316.0,-400516.0,-392472.0
IC0000,374559,0.0640160286609905,-3.25,5851019,-300232.5,-394546.5,-401729.5,-393398.5
IC0000,376022,0.0642660705767662,-3.25,5851019,-301128.0,-395169.5,-402468.5,-394386.5
IC0000,377486,0.06451628340294228,-3.25,5851019,-302057.0,-396141.5,-403369.5,-394648.0
IC0000,378949,0.06476632531871798,-3.25,5851019,-302799.5,-397034.0,-404477.0,-396112.5
IC0000,380412,0.06501636723449368,-3.25,5851019,-303461.0,-397880.0,-405759.0,-397224.0
IC0000,381875,0.06526640915026938,-3.25,5851019,-304020.5,-398859.0,-406799.5,-397748.5
IC0000,383338,0.06551645106604508,-3.25,5851019,-304629.5,-399621.0,-407803.0,-398849.5
IC0000,384801,0.06576649298182077,-3.25,5851019,-305159.5,-400289.0,-408469.0,-399396.5
IC0000,386264,0.06601653489759647,-3.25,5851019,-305683.0,-401230.0,-409188.0,-400045.5
IC0000,387727,0.06626657681337217,-3.25,5851019,-306287.5,-402040.5,-409918.5,-400627.0
IC0000,389190,0.06651661872914787,-3.25,5851019,-307162.0,-403134.5,-411288.0,-402191.0
IC0000,390654,0.06676683155532395,-3.25,5851019,-308012.0,-404479.0,-412642.0,-403889.5
IC0000,392117,0.06701687347109965,-3.25,5851019,-308653.0,-405229.5,-413386.5,-404270.5
IC0000,393580,0.06726691538687535,-3.25,5851019,-309170.0,-405886.5,-414034.0,-405279.0
IC0000,395043,0.06751695730265105,-3.25,5851019,-309679.0,-406360.5,-414443.5,-405546.0
IC0000,396506,0.06776699921842674,-3.25,5851019,-310523.0,-407473.0,-415813.0,-407237.5
IC0000,397969,0.06801704113420244,-3.25,5851019,-311428.0,-408491.0,-416664.5,-407999.5
IC0000,399432,0.06826708304997814,-3.25,5851019,-311873.5,-409148.5,-417279.5,-408894.5
IC0000,400895,0.06851712496575382,-3.25,5851019,-312311.0,-409908.5,-418143.5,-409695.0
IC0000,402359,0.06876733779192992,-3.25,5851019,-312928.0,-410799.0,-419036.0,-410595.5
