code,year,month,sum_K20,n_K20,sum_K42,n_K42,sum_K60,n_K60,sum_K90,n_K90,sum_close,n_close
IM0000,2025,2,267.40000000002965,3981,876.9000000000269,3981,972.4999999999745,3981,767.3000000000229,3979,672.5000000000373,3981
IC0000,2025,3,306.40000000000964,4899,325.80000000003747,4899,208.1000000000122,4898,2.800000000016553,4693,-28.799999999990177,4899
IF0000,2025,3,276.300000000017,4855,333.89999999999236,4855,236.59999999999764,4851,183.500000000015,4578,190.6999999999589,4855
IH0000,2025,3,86.69999999996799,4772,159.6999999999507,4766,126.3999999999628,4678,45.79999999998017,3178,156.29999999996744,4772
IM0000,2025,3,268.3000000000184,4917,713.900000000016,4917,562.5999999999758,4917,248.80000000001564,4908,155.00000000007185,4917
IC0000,2025,4,-184.29999999997472,4831,-5097.8999999999005,4831,-5390.899999999991,4821,-5883.700000000012,4362,-3037.1000000000286,4831
IF0000,2025,4,1803.8999999999835,4780,5311.599999999976,4780,3323.1999999999857,4760,4789.700000000008,3981,4934.400000000027,4780
IH0000,2025,4,60.400000000004184,4732,92.39999999998008,4688,-141.50000000002956,4366,-316.9000000000242,2648,-141.40000000002556,4732
IM0000,2025,4,-115.00000000001182,4825,257.10000000000764,4825,116.50000000004366,4825,-260.19999999996435,4792,-2637.5999999999285,4825
IC0000,2025,5,90.39999999999054,4421,176.90000000002146,4421,-203.10000000003402,4419,-494.9000000000051,4024,-468.1000000000122,4421
IF0000,2025,5,86.89999999998054,4340,-27.200000000003,4340,-193.600000000024,4334,-334.80000000002565,3640,-193.6000000000363,4340
IH0000,2025,5,-22.49999999999909,4244,-65.89999999997372,4200,-156.59999999999036,3808,-159.59999999998217,2034,-72.79999999998881,4244
IM0000,2025,5,115.5000000000573,4422,595.7000000000289,4422,189.70000000000618,4422,-132.6999999999789,4398,-162.49999999999272,4422
IC0000,2025,6,21.1999999999598,4640,-333.99999999998545,4637,-397.50000000001546,4603,-460.29999999996835,3544,-297.5999999999549,4640
IF0000,2025,6,-15.099999999996726,4552,-55.20000000000982,4552,-33.20000000002301,4534,-106.79999999999882,3520,75.4999999999909,4552
IH0000,2025,6,-57.60000000000264,4454,-7.275957614183426e-12,4386,-26.399999999988722,3957,-68.99999999998909,1928,85.40000000002101,4454
IM0000,2025,6,-8.799999999983811,4658,-237.99999999997908,4658,-359.29999999994106,4658,-276.59999999991487,4591,-146.09999999996217,4658
IC0000,2025,7,-25.80000000000564,4196,110.9000000000151,4192,-48.29999999994834,4147,-211.4999999999809,3429,14.900000000015098,4196
IF0000,2025,7,-19.299999999980173,4165,47.200000000032105,4164,-38.89999999998099,4133,-88.19999999997435,3480,40.90000000001055,4165
IH0000,2025,7,-2.700000000001637,4099,7.099999999977626,4053,-21.00000000001546,3761,-123.50000000000227,2350,39.999999999979536,4100
IM0000,2025,7,213.50000000004457,4187,350.8000000000093,4187,219.09999999999218,4187,234.10000000002128,4132,234.9999999999718,4187
IC0000,2025,8,343.9000000000233,4430,372.59999999998763,4430,50.90000000002328,4428,-81.89999999995416,4232,-89.70000000000982,4430
IF0000,2025,8,210.1000000000663,4391,197.10000000007358,4391,-11.599999999969896,4388,-100.39999999995325,4130,-29.79999999992242,4391
IH0000,2025,8,62.50000000000455,4342,22.399999999994634,4334,-40.700000000015734,4211,-79.39999999998236,3112,14.600000000009004,4342
IM0000,2025,8,366.70000000003256,4458,352.70000000003347,4458,97.90000000002692,4458,19.700000000025284,4447,-3.0999999999612555,4458
IC0000,2025,9,-240.69999999998254,5155,59.900000000021464,5155,-110.9999999999618,5155,-136.39999999995507,5129,108.099999999994,5155
IF0000,2025,9,3.30000000000382,5135,151.70000000000255,5135,10.400000000043292,5135,35.80000000000382,5103,179.00000000005093,5135
IH0000,2025,9,80.09999999998354,5043,155.8000000000079,5042,152.19999999999936,5007,-9.600000000004911,3906,130.299999999982,5043
IM0000,2025,9,-71.19999999994798,5158,79.20000000006985,5158,48.5000000000382,5158,-297.6999999999125,5157,-7.0999999999667125,5158
IC0000,2025,10,-123.30000000000109,3986,367.40000000001965,3986,272.50000000002,3986,342.60000000002674,3955,302.2000000000244,3986
IF0000,2025,10,-116.79999999998745,3971,31.600000000021282,3971,-72.09999999997581,3971,-52.599999999945794,3938,22.200000000008913,3971
IH0000,2025,10,67.10000000000628,3909,47.70000000002938,3909,36.60000000000764,3898,-4.499999999983629,3113,72.600000000014,3909
IM0000,2025,10,-153.2999999999911,3985,407.4999999999918,3985,131.3000000000211,3985,288.40000000002055,3983,219.59999999998308,3985
IC0000,2025,11,791.0999999999622,4686,965.2000000000298,4686,392.39999999992506,4686,136.19999999996708,4654,169.39999999998145,4686
IF0000,2025,11,255.0000000001046,4649,395.1000000000304,4649,168.60000000004038,4649,139.20000000001073,4570,106.29999999996926,4649
IH0000,2025,11,97.90000000001692,4584,59.99999999997317,4584,16.400000000028285,4534,-96.39999999998463,3239,-23.70000000002392,4584
IM0000,2025,11,647.399999999996,4689,811.6999999999789,4689,314.4999999999736,4689,250.99999999997635,4683,182.5000000000291,4689
IC0000,2025,12,497.9999999999827,5375,394.80000000003656,5375,373.90000000002783,5373,319.80000000006567,5177,607.0000000000573,5375
IF0000,2025,12,129.3000000000102,5328,206.2000000000071,5328,103.89999999999418,5326,105.49999999998818,5042,320.00000000003,5328
IH0000,2025,12,13.399999999986903,5212,-4.29999999999518,5204,-14.299999999990177,5052,-91.99999999997726,2921,101.80000000003292,5212
IM0000,2025,12,478.60000000006585,5373,580.8000000000848,5373,492.10000000004493,5373,301.80000000000655,5325,449.9000000000178,5373
IC0000,2026,1,681.9000000000051,3988,923.3999999999833,3988,609.4999999999936,3988,745.9999999999636,3984,1173.0999999999922,3988
IF0000,2026,1,61.200000000023465,3959,70.60000000001037,3959,-70.79999999996198,3959,-84.99999999993906,3901,72.29999999999563,3959
IH0000,2026,1,21.69999999999027,3917,-43.69999999997526,3916,-74.09999999997262,3877,-179.49999999997772,2832,33.50000000001455,3917
IM0000,2026,1,772.3999999999533,3983,784.2000000000817,3983,668.3000000000084,3983,757.3000000000602,3982,1219.900000000006,3983
IC0000,2026,2,228.89999999992415,3275,186.5999999999931,3275,79.79999999995016,3275,-87.50000000004638,3197,-202.10000000008222,3275
IF0000,2026,2,29.900000000061482,3231,5.400000000036016,3231,-126.69999999997253,3229,-294.59999999994125,2890,-364.89999999995416,3231
IH0000,2026,2,-20.40000000000009,3196,-78.90000000000737,3186,-92.19999999999618,3038,-93.80000000000791,1818,-122.39999999999554,3196
IM0000,2026,2,165.300000000022,3281,-39.99999999997726,3281,-65.89999999998872,3281,-154.10000000002583,3265,-261.1000000000204,3281
IC0000,2026,3,972.900000000107,5168,1097.8000000000138,5168,1535.300000000082,5167,1524.2000000000444,5035,1238.5000000000455,5168
IF0000,2026,3,270.99999999994634,5124,137.8999999998914,5124,217.89999999997872,5122,306.2999999999847,4818,328.59999999999127,5124
IH0000,2026,3,-9.500000000028649,5051,-41.70000000003529,5044,14.599999999986267,4893,-16.399999999997817,3049,199.199999999993,5051
IM0000,2026,3,1397.6999999999907,5169,1804.700000000017,5169,2374.2999999999856,5169,2558.300000000013,5124,2347.1000000000286,5169
IC0000,2026,4,1083.399999999955,4448,1299.7999999999856,4448,1183.6000000000422,4448,922.7000000000116,4371,807.7999999999838,4448
IF0000,2026,4,290.00000000003183,4399,326.2000000000344,4399,258.700000000058,4397,85.80000000000109,3942,201.40000000007876,4399
IH0000,2026,4,98.6000000000131,4308,97.49999999999136,4287,25.200000000010732,4013,-138.10000000000173,1830,-8.200000000019827,4308
IM0000,2026,4,1279.3000000000638,4441,1596.800000000062,4441,1510.1000000000558,4441,1393.2000000000035,4427,1178.6000000000668,4441
IC0000,2026,5,817.3999999999414,3280,396.899999999996,3280,54.49999999994543,3280,-242.90000000006148,3261,-469.700000000028,3280
IF0000,2026,5,134.69999999998709,3265,47.999999999972715,3265,-117.3000000000211,3265,-213.00000000001637,3186,-187.200000000018,3265
IH0000,2026,5,25.5000000000191,3187,-85.299999999992,3186,-140.50000000001546,3142,-172.1000000000049,2223,-65.199999999998,3187
IM0000,2026,5,1072.9999999998872,3283,631.0999999999149,3283,257.5999999999185,3283,-262.1000000001277,3283,-352.10000000020955,3283
