tod,avg_spread,n,code,year,month
573,0.656760886172657,2618,IF0000,2022,11
574,0.6675354541970178,2609,IF0000,2022,11
575,0.6782409177820384,2615,IF0000,2022,11
576,0.6032171581769515,2611,IF0000,2022,11
577,0.6472713297463542,2602,IF0000,2022,11
578,0.661729352462198,2579,IF0000,2022,11
579,0.6405932864949391,2562,IF0000,2022,11
580,0.6762235067437454,2595,IF0000,2022,11
581,0.664099572150916,2571,IF0000,2022,11
582,0.6883483719105681,2549,IF0000,2022,11
583,0.6560474308300488,2530,IF0000,2022,11
584,0.6583168708020583,2531,IF0000,2022,11
585,0.6617635429023371,2529,IF0000,2022,11
570,1.817123287671256,2628,IM0000,2022,11
571,1.3813793103448448,2610,IM0000,2022,11
572,1.4222137112217628,2611,IM0000,2022,11
573,1.4390187811421995,2609,IM0000,2022,11
574,1.4464285714285785,2576,IM0000,2022,11
575,1.416461538461551,2600,IM0000,2022,11
576,1.470821971172601,2567,IM0000,2022,11
577,1.3871517027863813,2584,IM0000,2022,11
578,1.512842599843396,2554,IM0000,2022,11
579,1.405477308294212,2556,IM0000,2022,11
580,1.4861908456167683,2578,IM0000,2022,11
581,1.4803760282021226,2553,IM0000,2022,11
582,1.4601964636542275,2545,IM0000,2022,11
583,1.421834061135381,2519,IM0000,2022,11
584,1.4218500797448532,2508,IM0000,2022,11
585,1.4254964257347051,2518,IM0000,2022,11
570,1.365707710011514,2607,IC0000,2022,12
571,1.1266794625719885,2605,IC0000,2022,12
572,1.171824480369527,2598,IC0000,2022,12
573,1.169633099141302,2562,IC0000,2022,12
574,1.1035757332261957,2489,IC0000,2022,12
575,1.0970918960837521,2579,IC0000,2022,12
576,1.0301238513783575,2503,IC0000,2022,12
577,1.0434322895486037,2459,IC0000,2022,12
578,1.0480938416422418,2387,IC0000,2022,12
579,1.0498159509202563,2445,IC0000,2022,12
580,1.0426136363636516,2464,IC0000,2022,12
581,1.0422072451558888,2374,IC0000,2022,12
582,1.0366848969289215,2377,IC0000,2022,12
583,1.0584376348726918,2317,IC0000,2022,12
584,1.0340052585451451,2282,IC0000,2022,12
585,1.0809882747068777,2388,IC0000,2022,12
570,0.6897252540459253,2657,IF0000,2022,12
571,0.5272727272727323,2651,IF0000,2022,12
572,0.5111194590533509,2662,IF0000,2022,12
573,0.5068754774637159,2618,IF0000,2022,12
574,0.5066978193146507,2568,IF0000,2022,12
575,0.4912092130518354,2605,IF0000,2022,12
576,0.4599922988063207,2597,IF0000,2022,12
577,0.4781092599767652,2581,IF0000,2022,12
578,0.48215962441315074,2556,IF0000,2022,12
579,0.4663047692904288,2579,IF0000,2022,12
580,0.48920696324952256,2585,IF0000,2022,12
581,0.4577603143418514,2545,IF0000,2022,12
582,0.465005931198111,2529,IF0000,2022,12
583,0.4716382387941326,2521,IF0000,2022,12
584,0.4622132796780803,2485,IF0000,2022,12
585,0.4924296472453488,2523,IF0000,2022,12
570,1.6842185128983522,2636,IM0000,2022,12
571,1.3359457422758352,2654,IM0000,2022,12
572,1.3751111111111378,2700,IM0000,2022,12
573,1.3854961832060912,2620,IM0000,2022,12
574,1.3489891135303458,2572,IM0000,2022,12
575,1.3434952978056498,2552,IM0000,2022,12
576,1.2920959496657571,2543,IM0000,2022,12
577,1.353014878621792,2554,IM0000,2022,12
578,1.3035444046197062,2511,IM0000,2022,12
579,1.2478017585931416,2502,IM0000,2022,12
580,1.2610559745931136,2519,IM0000,2022,12
581,1.2319738988580917,2452,IM0000,2022,12
582,1.277448559670799,2430,IM0000,2022,12
583,1.2632098765432433,2430,IM0000,2022,12
584,1.2061473684210826,2375,IM0000,2022,12
585,1.2404115226337684,2430,IM0000,2022,12
570,1.4860365198711238,1862,IC0000,2023,1
571,1.22341137123747,1794,IC0000,2023,1
572,1.150674157303388,1780,IC0000,2023,1
573,1.2021677124928987,1753,IC0000,2023,1
574,1.2427997705106335,1743,IC0000,2023,1
575,1.240382452193496,1778,IC0000,2023,1
576,1.1973224679860308,1718,IC0000,2023,1
577,1.1642438452520674,1706,IC0000,2023,1
578,1.1750000000000103,1680,IC0000,2023,1
579,1.144130042143312,1661,IC0000,2023,1
580,1.1510348905973096,1691,IC0000,2023,1
581,1.0984783931832243,1643,IC0000,2023,1
582,1.1079754601227374,1630,IC0000,2023,1
583,1.0972939729397366,1626,IC0000,2023,1
584,1.1040723981900464,1547,IC0000,2023,1
585,1.0984423676012536,1605,IC0000,2023,1
570,0.7473961073119613,1901,IF0000,2023,1
571,0.5632587859425081,1878,IF0000,2023,1
572,0.5168466522678327,1852,IF0000,2023,1
573,0.5863982589771707,1838,IF0000,2023,1
574,0.57233809001099,1822,IF0000,2023,1
575,0.5728703201302359,1843,IF0000,2023,1
576,0.5854224185532939,1811,IF0000,2023,1
577,0.5507743362832025,1808,IF0000,2023,1
578,0.5727474972191446,1798,IF0000,2023,1
579,0.5534338358459214,1791,IF0000,2023,1
580,0.5543203082003269,1817,IF0000,2023,1
581,0.5721729490022366,1804,IF0000,2023,1
582,0.556303479749011,1753,IF0000,2023,1
583,0.5681557846506311,1746,IF0000,2023,1
584,0.5622377622377642,1716,IF0000,2023,1
585,0.5566762177650725,1745,IF0000,2023,1
570,1.8956196581196656,1872,IM0000,2023,1
571,1.5553948832035556,1798,IM0000,2023,1
572,1.3919282511210935,1784,IM0000,2023,1
573,1.4862146892655503,1770,IM0000,2023,1
574,1.4573072497123294,1738,IM0000,2023,1
575,1.491652470187406,1761,IM0000,2023,1
576,1.40370156159633,1729,IM0000,2023,1
577,1.3843621399176844,1701,IM0000,2023,1
578,1.4348711803475278,1669,IM0000,2023,1
579,1.3852644087938182,1683,IM0000,2023,1
580,1.4710017574692411,1707,IM0000,2023,1
581,1.385833333333342,1680,IM0000,2023,1
582,1.3882425742574374,1616,IM0000,2023,1
583,1.3862373737373992,1584,IM0000,2023,1
584,1.3904701397713084,1574,IM0000,2023,1
585,1.3545281823939421,1579,IM0000,2023,1
570,1.1955969517358287,2362,IC0000,2023,2
571,0.972935581495917,2313,IC0000,2023,2
572,0.9535667963683655,2313,IC0000,2023,2
573,0.9535839160839297,2288,IC0000,2023,2
574,0.9228256070640417,2265,IC0000,2023,2
575,0.9510114335972145,2274,IC0000,2023,2
576,0.8749340369393306,2274,IC0000,2023,2
577,0.8846325167037874,2245,IC0000,2023,2
578,0.8815212527964323,2235,IC0000,2023,2
579,0.8906966292134955,2225,IC0000,2023,2
580,0.9118222222222304,2250,IC0000,2023,2
581,0.8614831460674497,2225,IC0000,2023,2
582,0.8578125000000182,2176,IC0000,2023,2
583,0.9248072562358601,2205,IC0000,2023,2
584,0.9133734382230639,2161,IC0000,2023,2
585,0.915671306690649,2227,IC0000,2023,2
570,0.6608915054667912,2378,IF0000,2023,2
571,0.563921901528028,2356,IF0000,2023,2
572,0.5339590443686142,2344,IF0000,2023,2
573,0.5464057847724509,2351,IF0000,2023,2
574,0.5300945829750792,2326,IF0000,2023,2
575,0.5654373927958808,2332,IF0000,2023,2
576,0.5160187953865897,2341,IF0000,2023,2
577,0.5077792264233245,2301,IF0000,2023,2
578,0.5424347826087178,2300,IF0000,2023,2
579,0.5568661971830997,2272,IF0000,2023,2
580,0.5483391608391757,2288,IF0000,2023,2
581,0.5524099001302829,2303,IF0000,2023,2
582,0.5573273942093804,2245,IF0000,2023,2
583,0.5373819163292968,2223,IF0000,2023,2
584,0.5486782133090452,2194,IF0000,2023,2
585,0.5479148181011604,2254,IF0000,2023,2
570,1.4561314791403457,2373,IM0000,2023,2
571,1.0460351478782985,2333,IM0000,2023,2
572,1.109161962657425,2303,IM0000,2023,2
573,1.1411198600175168,2286,IM0000,2023,2
574,1.1297465540240335,2249,IM0000,2023,2
575,1.1232422749664193,2233,IM0000,2023,2
576,1.1030493273542703,2230,IM0000,2023,2
577,1.1514571948998238,2196,IM0000,2023,2
578,1.0789115646258554,2205,IM0000,2023,2
579,1.105750224618151,2226,IM0000,2023,2
580,1.1602512337371276,2229,IM0000,2023,2
581,1.1494633273703065,2236,IM0000,2023,2
582,1.0950213371266135,2109,IM0000,2023,2
583,1.1065411764705897,2125,IM0000,2023,2
584,1.0727887868535575,2069,IM0000,2023,2
585,1.1330830595964516,2131,IM0000,2023,2
570,1.3113235294117882,2720,IC0000,2023,3
571,1.0332584269662928,2670,IC0000,2023,3
572,0.9628278221208741,2631,IC0000,2023,3
573,0.9685093404498724,2623,IC0000,2023,3
574,0.9422802850356351,2526,IC0000,2023,3
575,0.9612268973653217,2543,IC0000,2023,3
576,0.9202211690363518,2532,IC0000,2023,3
577,0.9008641005499255,2546,IC0000,2023,3
578,0.97058589079317,2509,IC0000,2023,3
579,0.9725566849100882,2558,IC0000,2023,3
580,0.9856809338521694,2570,IC0000,2023,3
581,1.0086956521739432,2507,IC0000,2023,3
582,0.9864337936637125,2462,IC0000,2023,3
583,0.9373171750940459,2393,IC0000,2023,3
584,0.9912971404890322,2413,IC0000,2023,3
585,0.9836371000405116,2469,IC0000,2023,3
570,0.685336273428896,2721,IF0000,2023,3
571,0.5493333333333426,2700,IF0000,2023,3
572,0.5345724907063337,2690,IF0000,2023,3
573,0.5499062617172887,2667,IF0000,2023,3
574,0.5552067381317104,2612,IF0000,2023,3
575,0.5229508196721525,2684,IF0000,2023,3
576,0.5378810975609836,2624,IF0000,2023,3
577,0.5261003861003904,2590,IF0000,2023,3
578,0.5549770290964969,2612,IF0000,2023,3
579,0.56988416988417,2590,IF0000,2023,3
580,0.5827102803738405,2568,IF0000,2023,3
581,0.557981868348448,2537,IF0000,2023,3
582,0.5505014039310305,2493,IF0000,2023,3
583,0.5681672025723471,2488,IF0000,2023,3
584,0.5546516310914241,2483,IF0000,2023,3
585,0.5502396166134329,2504,IF0000,2023,3
570,1.6482452899889406,2707,IM0000,2023,3
571,1.3018547140649195,2588,IM0000,2023,3
572,1.241410693970448,2637,IM0000,2023,3
573,1.2514896867838279,2618,IM0000,2023,3
574,1.2038684719536072,2585,IM0000,2023,3
575,1.1918461538461813,2600,IM0000,2023,3
576,1.1757647058823686,2550,IM0000,2023,3
577,1.1805405405405751,2590,IM0000,2023,3
578,1.2139680062427023,2563,IM0000,2023,3
579,1.2525524337158838,2527,IM0000,2023,3
580,1.2594552529183038,2570,IM0000,2023,3
581,1.333598409542777,2515,IM0000,2023,3
582,1.322022838499197,2452,IM0000,2023,3
583,1.2148299877099873,2441,IM0000,2023,3
584,1.2238350515464207,2425,IM0000,2023,3
585,1.3152528548124187,2452,IM0000,2023,3
570,1.2882167042889472,2215,IC0000,2023,4
571,1.0073619631901933,2119,IC0000,2023,4
572,0.9386910490856708,2078,IC0000,2023,4
573,1.0427817745803192,2085,IC0000,2023,4
574,0.9928466438020728,2041,IC0000,2023,4
575,0.9680116674769261,2057,IC0000,2023,4
576,0.9598636142231136,2053,IC0000,2023,4
577,0.9904858299595449,1976,IC0000,2023,4
578,0.9954705586311245,1987,IC0000,2023,4
579,0.9984103328365873,2013,IC0000,2023,4
580,0.9916214884179542,2029,IC0000,2023,4
581,0.976482617586933,1956,IC0000,2023,4
582,1.0007272727272905,1925,IC0000,2023,4
583,0.9908941305540446,1823,IC0000,2023,4
584,1.0241721854304802,1812,IC0000,2023,4
585,1.0314049586777072,1936,IC0000,2023,4
570,0.7014427412083196,2218,IF0000,2023,4
571,0.5749298409728796,2138,IF0000,2023,4
572,0.5625703564727867,2132,IF0000,2023,4
573,0.5972498814604214,2109,IF0000,2023,4
574,0.57912034799422,2069,IF0000,2023,4
575,0.5777362020580048,2138,IF0000,2023,4
576,0.5592538046146507,2037,IF0000,2023,4
577,0.5600798403193874,2004,IF0000,2023,4
578,0.5713147410358673,2008,IF0000,2023,4
579,0.5678624078624253,2035,IF0000,2023,4
580,0.5783382789317634,2022,IF0000,2023,4
581,0.5885539090444775,1957,IF0000,2023,4
582,0.5830065359477405,1989,IF0000,2023,4
583,0.5813444502344892,1919,IF0000,2023,4
584,0.6128286014721537,1902,IF0000,2023,4
585,0.5831223628692148,1896,IF0000,2023,4
570,1.7629157175398922,2195,IM0000,2023,4
571,1.4013979496738136,2146,IM0000,2023,4
572,1.3027843322321877,2119,IM0000,2023,4
573,1.3092048192771095,2075,IM0000,2023,4
574,1.272407045009796,2044,IM0000,2023,4
575,1.2778153697438597,2069,IM0000,2023,4
576,1.2733040507564715,2049,IM0000,2023,4
577,1.2418154003059747,1961,IM0000,2023,4
578,1.2485236220472495,2032,IM0000,2023,4
579,1.273316455696228,1975,IM0000,2023,4
580,1.2495540138751589,2018,IM0000,2023,4
581,1.2125952260030424,1969,IM0000,2023,4
582,1.336498213374176,1959,IM0000,2023,4
583,1.30438921205711,1891,IM0000,2023,4
584,1.3381310418904488,1862,IM0000,2023,4
585,1.3076530612245056,1960,IM0000,2023,4
570,1.126582278481028,2370,IC0000,2023,5
571,0.9237602414834132,2319,IC0000,2023,5
572,0.8438604049978651,2321,IC0000,2023,5
573,0.8186573670444721,2294,IC0000,2023,5
574,0.8356444444444605,2250,IC0000,2023,5
575,0.8416376306620335,2296,IC0000,2023,5
576,0.8000000000000104,2274,IC0000,2023,5
577,0.8044385264092473,2253,IC0000,2023,5
578,0.8027940513745302,2219,IC0000,2023,5
579,0.7890348889896036,2207,IC0000,2023,5
580,0.8630233583076228,2269,IC0000,2023,5
581,0.851797906235785,2197,IC0000,2023,5
582,0.9018030513176478,2163,IC0000,2023,5
583,0.8859673659673997,2145,IC0000,2023,5
584,0.8865430337613226,2103,IC0000,2023,5
585,0.8627790432802138,2195,IC0000,2023,5
570,0.662941176470591,2380,IF0000,2023,5
571,0.5363404255319264,2350,IF0000,2023,5
572,0.5028061224489933,2352,IF0000,2023,5
573,0.5008591065292199,2328,IF0000,2023,5
574,0.48704974271013146,2332,IF0000,2023,5
575,0.5072538860103692,2316,IF0000,2023,5
576,0.4953417501088466,2297,IF0000,2023,5
577,0.48352992573176623,2289,IF0000,2023,5
578,0.49634255129349697,2242,IF0000,2023,5
579,0.5029126213592299,2266,IF0000,2023,5
580,0.5087781208645901,2267,IF0000,2023,5
581,0.5256535223748369,2257,IF0000,2023,5
582,0.523378995433792,2190,IF0000,2023,5
583,0.4999082568807478,2180,IF0000,2023,5
584,0.5064186046511813,2150,IF0000,2023,5
585,0.5184580498866285,2205,IF0000,2023,5
570,1.237187632359178,2361,IM0000,2023,5
571,1.02642642642645,2331,IM0000,2023,5
572,1.028682505399575,2315,IM0000,2023,5
573,1.0040457343887499,2274,IM0000,2023,5
574,1.0122036874451517,2278,IM0000,2023,5
575,1.0292999135695868,2314,IM0000,2023,5
576,1.0105913503971993,2266,IM0000,2023,5
577,0.9985946420729238,2277,IM0000,2023,5
578,0.9852716659182973,2227,IM0000,2023,5
579,1.079115922417692,2217,IM0000,2023,5
580,1.0441860465116342,2236,IM0000,2023,5
581,1.0732845379688953,2186,IM0000,2023,5
582,1.098840982846567,2157,IM0000,2023,5
583,1.1394194756554377,2136,IM0000,2023,5
584,1.101516587677749,2110,IM0000,2023,5
585,1.1025102692834652,2191,IM0000,2023,5
570,1.1677034512143365,2347,IC0000,2023,6
571,0.9424295774648018,2272,IC0000,2023,6
572,0.8890362511052294,2262,IC0000,2023,6
573,0.8684093929995569,2257,IC0000,2023,6
574,0.8770068027210968,2205,IC0000,2023,6
575,0.87118193891105,2259,IC0000,2023,6
576,0.8991312299954336,2187,IC0000,2023,6
577,0.8723365340649608,2187,IC0000,2023,6
578,0.8581986143187147,2165,IC0000,2023,6
579,0.8656688493919531,2138,IC0000,2023,6
580,0.8512683578104383,2247,IC0000,2023,6
581,0.8853383458646779,2128,IC0000,2023,6
582,0.9090136857008189,2119,IC0000,2023,6
583,0.904309927360765,2065,IC0000,2023,6
584,0.8971953578336802,2068,IC0000,2023,6
585,0.8359624413145755,2130,IC0000,2023,6
570,0.6917647058823598,2380,IF0000,2023,6
571,0.5856777493606173,2346,IF0000,2023,6
572,0.5232698961937823,2312,IF0000,2023,6
573,0.5246924428822602,2276,IF0000,2023,6
574,0.5215547703180289,2264,IF0000,2023,6
575,0.5272965879265211,2286,IF0000,2023,6
576,0.49219232465815205,2267,IF0000,2023,6
577,0.5108314606741658,2225,IF0000,2023,6
578,0.5181172291296777,2252,IF0000,2023,6
579,0.5177996422182425,2236,IF0000,2023,6
580,0.5067952652345467,2281,IF0000,2023,6
581,0.5093666369313185,2242,IF0000,2023,6
582,0.5126593806921768,2196,IF0000,2023,6
583,0.5083294555607406,2149,IF0000,2023,6
584,0.5155411655874329,2162,IF0000,2023,6
585,0.5315498154981558,2168,IF0000,2023,6
570,1.4409266409266448,2331,IM0000,2023,6
571,1.2223992917220077,2259,IM0000,2023,6
572,1.1089847259658632,2226,IM0000,2023,6
573,1.0556154537286748,2226,IM0000,2023,6
574,1.1007903300790547,2151,IM0000,2023,6
575,1.0680430879712695,2228,IM0000,2023,6
576,1.0629069234296384,2181,IM0000,2023,6
577,1.090149795733103,2203,IM0000,2023,6
578,1.1100230946882415,2165,IM0000,2023,6
579,1.109268747088964,2147,IM0000,2023,6
580,1.0309287646528567,2218,IM0000,2023,6
581,1.0900735294117723,2176,IM0000,2023,6
582,1.08752380952382,2100,IM0000,2023,6
583,1.07536092396534,2078,IM0000,2023,6
584,1.104847908745272,2104,IM0000,2023,6
585,1.055854126679482,2084,IM0000,2023,6
570,1.064247787610635,2260,IC0000,2023,8
571,0.8862377122430687,2238,IC0000,2023,8
572,0.8389762011674979,2227,IC0000,2023,8
573,0.8138178555406252,2229,IC0000,2023,8
574,0.8177557458314791,2219,IC0000,2023,8
575,0.8085701398285899,2217,IC0000,2023,8
576,0.8006392694064108,2190,IC0000,2023,8
577,0.8441643323996345,2142,IC0000,2023,8
578,0.8369201339072189,2091,IC0000,2023,8
579,0.7829909221213783,2093,IC0000,2023,8
580,0.8018484288355099,2164,IC0000,2023,8
581,0.8275700934579631,2140,IC0000,2023,8
582,0.834450212364345,2119,IC0000,2023,8
583,0.8573508005822584,2061,IC0000,2023,8
584,0.8215521502718905,2023,IC0000,2023,8
585,0.8305804624823223,2119,IC0000,2023,8
570,0.6166593212869199,2269,IF0000,2023,8
571,0.5350729765590558,2261,IF0000,2023,8
572,0.49490925188137996,2259,IF0000,2023,8
573,0.46900844819921067,2249,IF0000,2023,8
574,0.4676731793961,2252,IF0000,2023,8
575,0.47627494456763014,2255,IF0000,2023,8
576,0.4697403760071702,2234,IF0000,2023,8
577,0.45533453887885084,2212,IF0000,2023,8
578,0.45612104539203796,2181,IF0000,2023,8
579,0.4682993197278934,2205,IF0000,2023,8
580,0.456999544003657,2193,IF0000,2023,8
581,0.4523415977961538,2178,IF0000,2023,8
582,0.4502983019733922,2179,IF0000,2023,8
583,0.480861020121685,2137,IF0000,2023,8
584,0.4729205175600841,2164,IF0000,2023,8
585,0.4821943282194435,2151,IF0000,2023,8
570,1.2207780725022235,2262,IM0000,2023,8
571,1.0443345323741238,2224,IM0000,2023,8
572,0.9870967741935572,2201,IM0000,2023,8
573,1.0020332717190483,2164,IM0000,2023,8
574,0.9833104080697029,2181,IM0000,2023,8
575,0.9862351868732979,2194,IM0000,2023,8
576,0.943253234750468,2164,IM0000,2023,8
577,1.015355979525392,2149,IM0000,2023,8
578,1.0245093346098555,2089,IM0000,2023,8
579,0.9863977485928778,2132,IM0000,2023,8
580,0.9357042583060571,2137,IM0000,2023,8
581,1.022360248447235,2093,IM0000,2023,8
582,0.9779886148007553,2108,IM0000,2023,8
583,1.0357904946653766,2062,IM0000,2023,8
584,0.9905227161700291,2047,IM0000,2023,8
585,0.9866542230518087,2143,IM0000,2023,8
570,1.1456493784826385,2333,IC0000,2023,9
571,0.920491443615652,2279,IC0000,2023,9
572,0.8745969498910658,2295,IC0000,2023,9
573,0.9101769911504461,2260,IC0000,2023,9
574,0.8546359113523627,2211,IC0000,2023,9
575,0.8506831203173283,2269,IC0000,2023,9
576,0.8442837776773753,2213,IC0000,2023,9
577,0.8544696618805201,2159,IC0000,2023,9
578,0.8013320647002835,2102,IC0000,2023,9
579,0.8517635843660616,2098,IC0000,2023,9
580,0.8545197740113148,2124,IC0000,2023,9
581,0.8555916473317845,2155,IC0000,2023,9
582,0.852810077519397,2064,IC0000,2023,9
583,0.8976430976431068,2079,IC0000,2023,9
584,0.8748508946322379,2012,IC0000,2023,9
585,0.8298651252408706,2076,IC0000,2023,9
570,0.6210792580101264,2372,IF0000,2023,9
571,0.49987141020146253,2333,IF0000,2023,9
572,0.4811345079501652,2327,IF0000,2023,9
573,0.46595012897679616,2326,IF0000,2023,9
574,0.4609230769230791,2275,IF0000,2023,9
575,0.4655067420617766,2299,IF0000,2023,9
576,0.4613074204947027,2264,IF0000,2023,9
577,0.46439461883408334,2230,IF0000,2023,9
578,0.46999109528049804,2246,IF0000,2023,9
579,0.45402930402931085,2184,IF0000,2023,9
580,0.4438517179023579,2212,IF0000,2023,9
581,0.43912448700412016,2193,IF0000,2023,9
582,0.44897400820793576,2193,IF0000,2023,9
583,0.4512697652132407,2087,IF0000,2023,9
584,0.4443294117647133,2125,IF0000,2023,9
585,0.4696680309231563,2199,IF0000,2023,9
570,1.3712579957356168,2345,IM0000,2023,9
571,1.2033173286774415,2291,IM0000,2023,9
572,1.1036300777873886,2314,IM0000,2023,9
573,1.1295254833040422,2276,IM0000,2023,9
574,1.0761476147614815,2222,IM0000,2023,9
575,1.1023893805309837,2260,IM0000,2023,9
576,1.1162620247366182,2183,IM0000,2023,9
577,1.1038266482250014,2169,IM0000,2023,9
578,1.041537740271928,2133,IM0000,2023,9
579,1.0244631185807922,2142,IM0000,2023,9
580,1.0461538461538695,2210,IM0000,2023,9
581,1.041128298453157,2198,IM0000,2023,9
582,1.0433474377056964,2127,IM0000,2023,9
583,1.0490583804143527,2124,IM0000,2023,9
584,1.0584806497850257,2093,IM0000,2023,9
585,1.0783475783476106,2106,IM0000,2023,9
570,1.180548628428956,2005,IC0000,2023,10
571,1.0118306986231629,1961,IC0000,2023,10
572,0.9329580348004219,1954,IC0000,2023,10
573,0.9034836065573912,1952,IC0000,2023,10
574,0.9020063357972845,1894,IC0000,2023,10
575,0.8800207576544021,1927,IC0000,2023,10
576,0.9439790575916397,1910,IC0000,2023,10
577,0.9001088139282098,1838,IC0000,2023,10
578,0.9371241115363691,1829,IC0000,2023,10
579,0.8985945945946234,1850,IC0000,2023,10
580,0.9589333333333367,1875,IC0000,2023,10
581,0.9623941276115372,1771,IC0000,2023,10
582,0.9546368715083856,1790,IC0000,2023,10
583,0.9718244803695306,1732,IC0000,2023,10
584,0.9718712753277854,1678,IC0000,2023,10
585,0.9374570446735621,1746,IC0000,2023,10
570,0.6364711680630974,2029,IF0000,2023,10
571,0.5134538152610605,1992,IF0000,2023,10
572,0.48782696177062934,1988,IF0000,2023,10
573,0.49162462159435927,1982,IF0000,2023,10
574,0.4830848329048969,1945,IF0000,2023,10
575,0.49375951293760406,1971,IF0000,2023,10
576,0.45730569948187866,1930,IF0000,2023,10
577,0.469619593538307,1919,IF0000,2023,10
578,0.46959247648902663,1914,IF0000,2023,10
579,0.46175548589343746,1914,IF0000,2023,10
580,0.4778355879292499,1922,IF0000,2023,10
581,0.4803972817564169,1913,IF0000,2023,10
582,0.4873745377707489,1893,IF0000,2023,10
583,0.5003777657852303,1853,IF0000,2023,10
584,0.48040794417605914,1863,IF0000,2023,10
585,0.5049889135255102,1804,IF0000,2023,10
570,1.4145708582834422,2004,IM0000,2023,10
571,1.1952429149797743,1976,IM0000,2023,10
572,1.1280407124682108,1965,IM0000,2023,10
573,1.1305358948433053,1978,IM0000,2023,10
574,1.153288451579516,1931,IM0000,2023,10
575,1.1146113989637394,1930,IM0000,2023,10
576,1.153653444676408,1916,IM0000,2023,10
577,1.1547908946532608,1889,IM0000,2023,10
578,1.1619047619047909,1869,IM0000,2023,10
579,1.1283324338909975,1853,IM0000,2023,10
580,1.102459893048145,1870,IM0000,2023,10
581,1.1899087493290452,1863,IM0000,2023,10
582,1.1601532567050215,1827,IM0000,2023,10
583,1.1629885057471465,1740,IM0000,2023,10
584,1.1368421052631668,1767,IM0000,2023,10
585,1.1872410032715608,1834,IM0000,2023,10
570,0.977708398376523,3203,IC0000,2023,11
571,0.8730178627389559,3191,IC0000,2023,11
572,0.8182728410513173,3196,IC0000,2023,11
573,0.7651082522748757,3187,IC0000,2023,11
574,0.7447133757961808,3140,IC0000,2023,11
575,0.7662742602609116,3143,IC0000,2023,11
576,0.7260370134013902,3134,IC0000,2023,11
577,0.7018542199488467,3128,IC0000,2023,11
578,0.6854092526690284,3091,IC0000,2023,11
579,0.7136910569105651,3075,IC0000,2023,11
580,0.7510735198438822,3074,IC0000,2023,11
581,0.7583746283448967,3027,IC0000,2023,11
582,0.7626352015732542,3051,IC0000,2023,11
583,0.756303092082912,2943,IC0000,2023,11
584,0.7461992363762485,2881,IC0000,2023,11
585,0.7887707641196184,3010,IC0000,2023,11
570,0.5458772473651685,3226,IF0000,2023,11
571,0.4402126328955703,3198,IF0000,2023,11
572,0.4202310334061905,3203,IF0000,2023,11
573,0.39427492922303514,3179,IF0000,2023,11
574,0.38762626262626504,3168,IF0000,2023,11
575,0.40012594458438866,3176,IF0000,2023,11
576,0.4000000000000087,3172,IF0000,2023,11
577,0.3887234716502977,3157,IF0000,2023,11
578,0.3912325285895918,3148,IF0000,2023,11
579,0.39019987105094517,3102,IF0000,2023,11
580,0.4163356822549676,3122,IF0000,2023,11
581,0.3845706907682539,3098,IF0000,2023,11
582,0.40078277886496805,3066,IF0000,2023,11
583,0.38626806833115435,3044,IF0000,2023,11
584,0.40375123395854795,3039,IF0000,2023,11
585,0.39560865353568964,3097,IF0000,2023,11
570,1.1318026683214537,3223,IM0000,2023,11
571,1.0472749922142635,3211,IM0000,2023,11
572,0.9651930261519321,3212,IM0000,2023,11
573,0.9363835788154409,3191,IM0000,2023,11
574,0.8724181360201615,3176,IM0000,2023,11
575,0.9060940953583906,3167,IM0000,2023,11
576,0.8818877551020581,3136,IM0000,2023,11
577,0.8666455896301166,3163,IM0000,2023,11
578,0.8352640000000107,3125,IM0000,2023,11
579,0.8686451612903209,3100,IM0000,2023,11
580,0.8945327399873036,3146,IM0000,2023,11
581,0.8456810093820926,3091,IM0000,2023,11
582,0.861190168175946,3092,IM0000,2023,11
583,0.8493320299772059,3069,IM0000,2023,11
584,0.8206578947368613,3040,IM0000,2023,11
585,0.867056530214428,3078,IM0000,2023,11
570,1.1738532110091937,3924,IC0000,2023,12
571,1.0277009728622761,3906,IC0000,2023,12
572,0.9671954964176266,3908,IC0000,2023,12
573,0.9078036175710775,3870,IC0000,2023,12
574,0.8620046620046827,3861,IC0000,2023,12
575,0.8628793774319058,3855,IC0000,2023,12
576,0.8689546764474965,3817,IC0000,2023,12
577,0.8737838548514666,3803,IC0000,2023,12
578,0.8247782854071677,3721,IC0000,2023,12
579,0.8683659779984146,3727,IC0000,2023,12
580,0.841282458929536,3774,IC0000,2023,12
581,0.8609639830508667,3776,IC0000,2023,12
582,0.8591337099811721,3717,IC0000,2023,12
583,0.8246820027063818,3695,IC0000,2023,12
584,0.8516702586206928,3712,IC0000,2023,12
585,0.8485436893203875,3708,IC0000,2023,12
570,0.5791203235591647,3956,IF0000,2023,12
571,0.48806272129489314,3954,IF0000,2023,12
572,0.43787072243346853,3945,IF0000,2023,12
573,0.40883024613043434,3941,IF0000,2023,12
574,0.41219202438405433,3937,IF0000,2023,12
575,0.4106680213360531,3937,IF0000,2023,12
576,0.41184580035742147,3917,IF0000,2023,12
577,0.3859082756853815,3903,IF0000,2023,12
578,0.38592706728301635,3894,IF0000,2023,12
579,0.3922524371472678,3898,IF0000,2023,12
580,0.4044856921887205,3879,IF0000,2023,12
581,0.40143369175627414,3906,IF0000,2023,12
582,0.39329032258064844,3875,IF0000,2023,12
