code,tod,avg_ticks,ndays
IF0000,855,98.96007984031937,1503
IF0000,856,97.39387890884898,1503
IF0000,857,96.51230871590153,1503
IF0000,858,95.68995342648037,1503
IF0000,859,96.14238190286095,1503
IF0000,860,98.94278110445775,1503
IF0000,861,97.36327345309381,1503
IF0000,862,95.97604790419162,1503
IF0000,863,95.31536926147704,1503
IF0000,864,95.60479041916167,1503
IF0000,865,96.45508982035928,1503
IF0000,866,95.31869594145043,1503
IF0000,867,95.37658017298736,1503
IF0000,868,94.65735196274119,1503
IF0000,869,96.07984031936128,1503
IF0000,870,104.29873586161011,1503
IF0000,871,101.37458416500333,1503
IF0000,872,99.46773120425814,1503
IF0000,873,98.79507651363939,1503
IF0000,874,98.29274783765801,1503
IF0000,875,99.61809713905522,1503
IF0000,876,99.15502328675981,1503
IF0000,877,97.50033266799734,1503
IF0000,878,97.26480372588156,1503
IF0000,879,97.85296074517632,1503
IF0000,880,100.6333998669328,1503
IF0000,881,99.16966067864271,1503
IF0000,882,98.95342648037258,1503
IF0000,883,99.13306719893546,1503
IF0000,884,99.48569527611444,1503
IF0000,885,103.52495009980039,1503
IF0000,886,101.24018629407851,1503
IF0000,887,100.52761144377911,1503
IF0000,888,100.65535595475716,1503
IF0000,889,101.63805721889554,1503
IF0000,890,105.54757152361942,1503
IF0000,891,103.40918163672654,1503
IF0000,892,104.33666001330673,1503
IF0000,893,105.29274783765801,1503
IF0000,894,105.21956087824351,1503
IF0000,895,108.9294743845642,1503
IF0000,896,108.1024617431803,1503
IF0000,897,110.56753160345974,1503
IF0000,898,111.583499667332,1503
IF0000,899,114.52162341982701,1503
IF0000,900,1.0,1034
IH0000,570,118.92481703260147,1503
IH0000,571,117.66799733865602,1503
IH0000,572,116.53493013972056,1503
IH0000,573,115.78243512974052,1503
IH0000,574,114.49035262807718,1503
IH0000,575,114.98003992015968,1503
IH0000,576,113.86693280106454,1503
IH0000,577,112.74251497005989,1503
IH0000,578,111.83499667332002,1503
IH0000,579,111.30006653359946,1503
IH0000,580,112.48369926813041,1503
IH0000,581,110.78908848968729,1503
IH0000,582,109.72521623419827,1503
IH0000,583,108.37125748502994,1503
IH0000,584,107.43446440452429,1503
IH0000,585,109.8063872255489,1503
IH0000,586,107.34198270126414,1503
IH0000,587,106.30139720558883,1503
IH0000,588,105.35395874916833,1503
IH0000,589,104.76114437791084,1503
IH0000,590,106.97804391217565,1503
IH0000,591,104.79574184963407,1503
IH0000,592,103.15968063872255,1503
IH0000,593,101.90153027278775,1503
IH0000,594,101.51031270791749,1503
IH0000,595,103.1996007984032,1503
IH0000,596,101.10911510312708,1503
IH0000,597,100.14038589487691,1503
IH0000,598,99.96606786427145,1503
IH0000,599,100.33865602129075,1503
IH0000,600,106.18175765645806,1502
IH0000,601,102.83821571238349,1502
IH0000,602,101.3433133732535,1503
IH0000,603,100.12574850299401,1503
IH0000,604,99.14703925482368,1503
IH0000,605,100.37524950099801,1503
IH0000,606,98.84896872920825,1503
IH0000,607,97.42115768463074,1503
IH0000,608,96.7977378576181,1503
IH0000,609,96.29873586161011,1503
IH0000,610,99.1437125748503,1503
IH0000,611,96.9940119760479,1503
IH0000,612,95.54158349966733,1503
IH0000,613,93.95675316034597,1503
IH0000,614,93.86892880904857,1503
IH0000,615,97.9620758483034,1503
IH0000,616,95.70259481037924,1503
